game_identifier,pokemon_identifier,language_identifier,game_revision_from,game_revision_to,flavor_text
scarlet,corvisquire,en,base,base,"It’s said that the reason behind Corvisquire’s high
level of intelligence is the large size of its brain
relative to those of other bird Pokémon."
scarlet,drednaw,en,base,base,"Its massive, jagged teeth can crush a boulder in
a single bite. This Pokémon has an extremely
vicious disposition."
scarlet,drednaw,it,base,base,"Con la sua grande mascella frastagliata riesce a
frantumare una roccia con un morso. Ha un
temperamento estremamente aggressivo."
scarlet,carkol,it,base,base,"Se si emoziona, la sua temperatura interna sale.
Corre freneticamente qua e là sputando fiamme."
scarlet,coalossal,it,base,base,"Intimidisce gli avversari agitandosi vigorosamente
per spargere tutt’intorno i carboni ardenti che
porta sulle spalle."
scarlet,flapple,it,base,base,"Svolazza qua e là in attesa del momento giusto
per attaccare sputando un liquido talmente
acido da sciogliere persino il metallo."
scarlet,sandaconda,en,base,base,"It will expand its body as much as it can and then
contract itself, blasting out sand with enough
force to wash away a dump truck."
scarlet,sandaconda,it,base,base,"Contrae il suo corpo fino all’estremo per poi
espellere sabbia con una potenza tale da
trascinare via anche un mezzo pesante."
scarlet,sandaconda,es,base,base,"Estira y contrae su cuerpo al máximo para
expulsar arena con tal potencia que puede
mover incluso un camión."
scarlet,sinistea-phony-form,jp-kana,base,base,"￹寂￺さび￻しく　￹死￺し￻んだ￹者￺もの￻の　￹魂￺たましい￻が
￹飲￺の￻み￹残￺のこ￻しの　￹紅茶￺こうちゃ￻に　￹憑￺と￻りついた。
ホテルや　￹民家￺みんか￻に　￹現￺あらわ￻れる。"
scarlet,sinistea-phony-form,jp-kanji,base,base,"￹寂￺さび￻しく　￹死￺し￻んだ￹者￺もの￻の　￹魂￺たましい￻が
￹飲￺の￻み￹残￺のこ￻しの　￹紅茶￺こうちゃ￻に　￹憑￺と￻りついた。
ホテルや　￹民家￺みんか￻に　￹現￺あらわ￻れる。"
scarlet,sinistea-antique-form,jp-kana,base,base,"こだわりぬいた　カップや　￹紅茶￺こうちゃ￻を
￹用意￺ようい￻し　ヤバチャが　￹憑￺と￻りつくのを
￹待￺ま￻ち￹続￺つづ￻ける　マニアも　いるのだ。"
scarlet,sinistea-antique-form,jp-kanji,base,base,"こだわりぬいた　カップや　￹紅茶￺こうちゃ￻を
￹用意￺ようい￻し　ヤバチャが　￹憑￺と￻りつくのを
￹待￺ま￻ち￹続￺つづ￻ける　マニアも　いるのだ。"
scarlet,grimmsnarl,en,base,base,"This Pokémon has complete control over its hair.
Grimmsnarl normally keeps its hair wrapped
around its body to support its muscles."
scarlet,grimmsnarl,it,base,base,"Manovra la chioma come preferisce. Solitamente
la tiene avvolta attorno al corpo per supportare
i muscoli."
scarlet,grimmsnarl,es,base,base,"Controla su cabello a placer. Suele enrollarse
el pelo por todo el cuerpo para que le sirva de
soporte muscular."
scarlet,falinks,it,base,base,"L’elemento che sta davanti e che dà ordini
al gruppo è il più forte e intelligente tra i sei."
scarlet,falinks,de,base,base,"Der Anführer steht an erster Stelle und gibt die
Befehle. Er ist das stärkste und schlauste Glied
dieses sechsteiligen Pokémon."
scarlet,falinks,es,base,base,"El líder, que es el más fuerte e inteligente de
los seis, se encuentra al frente y da órdenes a
los demás."
scarlet,stonjourner,en,base,base,"The elemental composition of the rocks that form
its body were found to match the bedrock of a
land far away from this Pokémon’s habitat."
scarlet,stonjourner,it,base,base,"La composizione delle pietre che formano il suo
corpo coincide con quella di basamenti rocciosi
molto distanti dal suo habitat."
scarlet,stonjourner,es,base,base,"Los elementos que componen las rocas de su
cuerpo se han encontrado en lechos de roca
muy alejados de su hábitat."
scarlet,cufant,it,base,base,"Con la sua proboscide appuntita scava la dura
pietra di cui si nutre. Di carattere mite, aiuta
gli esseri umani nei lavori pesanti."
scarlet,copperajah,en,base,base,"This Pokémon was brought to Paldea long ago by
people from a faraway land. It’s so strong that it
can easily pull an airplane."
scarlet,copperajah,it,base,base,"Introdotto tempo fa nella regione da un luogo
remoto, è dotato di una forza tale da poter
trainare un aereo come nulla fosse."
scarlet,dragapult,es,base,base,"Es capaz de volver todo su cuerpo transparente
al agudizar la mente. Los Dreepy que residen en
sus cuernos también se vuelven invisibles."
scarlet,skeledirge,fr,base,base,"Quand il chante, son oiseau de feu change de
forme. Cet oiseau serait né lorsqu’une âme a pris
possession de sa boule de feu."
scarlet,skeledirge,it,base,base,"Si dice che l’uccello di fuoco, plasmato in varie
forme dal suo canto, sia uno spirito che ha preso
dimora nella sua palla di fuoco."
scarlet,skeledirge,es,base,base,"Se dice que el pájaro flamígero al que da forma
su canto es un espíritu que moraba en la bola de
fuego que le coronaba la cabeza."
scarlet,quaxwell,ko,base,base,"열심히 얕은 여울을 달리며
하반신을 단련하고, 동료들끼리
발기술의 화려함을 겨룬다."
scarlet,oinkologne-female,it,base,base,"Emana un profumo simile a quello dei fiori. Può
spiccare facilmente salti di oltre cinque metri
grazie alle zampe dai muscoli ben sviluppati."
scarlet,spidops,en,base,base,"It clings to branches and ceilings using its threads
and moves without a sound. It takes out its prey
before the prey even notices it."
scarlet,maushold-family-of-three,it,base,base,"Costruiscono una grande tana divisa in più stanze
a seconda dell’uso: una per dormire, una per
mangiare e così via."
scarlet,maushold-family-of-three,es,base,base,"Construyen grandes nidos que dividen en varias
cámaras destinadas a distintas funciones, como
dormir o comer."
scarlet,maushold-family-of-four,en,base,base,"The two little ones just appeared one day.
The group might be a family of related Pokémon,
but nobody knows for sure."
scarlet,maushold-family-of-four,fr,base,base,"Deux petits sont soudainement apparus à leurs
côtés. Ils forment peut-être une famille, mais
on ne connaît pas leurs liens avec certitude."
scarlet,maushold-family-of-four,it,base,base,"A un certo punto si sono aggiunti due piccoli.
Potrebbero essere una famiglia, ma non si sa
con sicurezza."
scarlet,maushold-family-of-four,de,base,base,"Auf einmal waren sie zu viert. Die Gruppe wirkt
wie eine Familie, doch ob das wirklich der
Wahrheit entspricht, ist unklar."
scarlet,maushold-family-of-four,es,base,base,"Dos crías aparecieron de la noche a la mañana.
Podrían ser familia, pero no se sabe a ciencia
cierta."
scarlet,fidough,es,base,base,"Resulta húmedo y suave al tacto. Hace fermentar
las cosas a su alrededor con la levadura de su
aliento."
scarlet,arboliva,es,base,base,"Es pacífico y compasivo. Comparte su delicioso
y nutritivo aceite con los Pokémon que han
perdido las fuerzas."
scarlet,squawkabilly-green-plumage,en,base,base,"These Pokémon prefer to live in cities. They form
flocks based on the color of their feathers, and
they fight over territory."
scarlet,squawkabilly-white-plumage,en,base,base,"This Pokémon dislikes being alone. It has a strong
sense of community and survives by cooperating
with allies."
scarlet,squawkabilly-white-plumage,it,base,base,"Questi Pokémon non amano agire singolarmente.
Hanno un forte spirito di solidarietà e vivono
aiutandosi a vicenda."
scarlet,garganacl,de,base,base,"Es reibt seine Fingerspitzen aneinander, um Salz
auf verwundete Pokémon zu streuen. Dieses heilt
selbst schwere Verletzungen im Nu."
scarlet,garganacl,es,base,base,"Cuando encuentra a un Pokémon herido, frota las
puntas de los dedos para rociarlo con sal y curar
rápidamente incluso las heridas más graves."
scarlet,maschiff,it,base,base,"Si mostra sempre accigliato per evitare di essere
preso sottogamba, ma il suo buffo muso fa ridere
persino i bambini in preda al pianto."
scarlet,mabosstiff,es,base,base,"Almacena energía en la papada y la libera toda
de golpe para arrasar con sus rivales."
scarlet,grafaiai,jp-kana,base,upd-131,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,grafaiai,jp-kanji,base,upd-131,"エサによって　￹色￺いろ￻が　￹変化￺へんか￻する
￹毒￺どく￻の　￹唾液￺だえき￻を　￹指￺ゆび￻に　￹塗￺まぶ￻して
￹森￺もり￻の　￹木々￺きぎ￻に　￹模様￺もよう￻を　￹描￺か￻く。"
scarlet,brambleghast,it,base,base,"Apre i rami del volto per ingoiare la preda. Dopo
averne assorbito forza vitale a sufficienza,
la sputa fuori."
scarlet,klawf,en,base,base,"Klawf hangs upside-down from cliffs, waiting for
prey. But Klawf can’t remain in this position for
long because its blood rushes to its head."
scarlet,rellor,en,base,base,"This Pokémon creates a mud ball by mixing sand
and dirt with psychic energy. It treasures its mud
ball more than its own life."
scarlet,rellor,es,base,base,"Mezcla tierra, arena y energía psíquica para crear
una bola de barro que atesora por encima de su
propia vida."
scarlet,wugtrio,de,base,base,"Entgegen seinem Äußeren ist es von grober Natur.
Mit seinen langen Körpern nimmt es Beute in die
Mangel und zieht sie in sein Nest."
scarlet,wugtrio,es,base,base,"Es de temperamento agresivo, aunque no lo
parezca. Envuelve a sus presas con sus largos
cuerpos y las arrastra a su nido."
scarlet,bombirdier,it,base,base,"Intreccia le piume cadute a quelle del petto
per creare un grembiule in cui mettere oggetti,
che fa poi precipitare dall’alto."
scarlet,revavroom,es,base,base,"Posee ocho cilindros, con los que genera energía
haciendo estallar el gas que produce al mezclar
los minerales de las rocas con su veneno."
scarlet,orthworm,en,base,base,"When attacked, this Pokémon will wield the
tendrils on its body like fists and pelt the
opponent with a storm of punches."
scarlet,orthworm,it,base,base,"Quando viene assalito da un nemico, fa vibrare
le ciglia laterali per investirlo con una tempesta
di pugni."
scarlet,orthworm,de,base,base,"Wird es angegriffen, setzt es seine Borsten wie
Fäuste ein, um damit einen Sturm aus Hieben zu
entfesseln."
scarlet,orthworm,es,base,base,"Cuando lo atacan, usa los pelos de su cuerpo
a modo de puños y hace llover un aluvión de
puñetazos sobre sus enemigos."
scarlet,houndstone,en,base,base,"Houndstone spends most of its time sleeping
in graveyards. Among all the dog Pokémon, this
one is most loyal to its master."
scarlet,houndstone,it,base,base,"Di solito dorme nei cimiteri. Tra i tanti Pokémon
canidi, è quello più fedele a chi lo alleva."
scarlet,cetoddle,en,base,base,"This species left the ocean and began living on
land a very long time ago. It seems to be closely
related to Wailmer."
scarlet,cetoddle,de,base,base,"Vor sehr langer Zeit verließ es das Meer, um an
Land zu leben. Angeblich ist es eng mit Wailmer
verwandt."
scarlet,cetoddle,es,base,base,"Los miembros de esta especie, emparentada al
parecer con los Wailmer, abandonaron hace ya
mucho tiempo el mar para vivir en tierra firme."
scarlet,cetitan,en,base,base,"This Pokémon wanders around snowy, icy areas.
It protects its body with powerful muscles and
a thick layer of fat under its skin."
scarlet,cetitan,es,base,base,"Este Pokémon vive en áreas cubiertas de nieve
y hielo. Se protege con su fuerte musculatura y
una gruesa capa de grasa subcutánea."
scarlet,dondozo,en,base,base,"This Pokémon is a glutton, but it’s bad at getting
food. It teams up with a Tatsugiri to catch prey."
scarlet,dondozo,de,base,base,"Es ist zwar ein Vielfraß, doch die Jagd liegt ihm
nicht. Deshalb schließt es sich mit Nigiragi
zusammen, um Beute zu fangen."
scarlet,dondozo,es,base,base,"Le gusta mucho comer, pero no se le da bien
cazar, por lo que aúna fuerzas con Tatsugiri
con el fin de capturar presas."
scarlet,annihilape,en,base,base,"When its anger rose beyond a critical point, this
Pokémon gained power that is unfettered by the
limits of its physical body."
scarlet,annihilape,it,base,base,"Superando i livelli critici di rabbia, ha ottenuto
il potere di andare oltre i vincoli del suo corpo
fisico."
scarlet,annihilape,es,base,base,"Cuando su ira explosiva rebasó el punto crítico,
adquirió un poder que lo libró para siempre de
las limitaciones de su cuerpo material."
scarlet,clodsire,en,base,base,"When attacked, this Pokémon will retaliate by
sticking thick spines out from its body. It’s a risky
move that puts everything on the line."
scarlet,clodsire,it,base,base,"Quando si trova sotto attacco, controbatte
sfoderando le spesse spine retrattili, mettendo
così a repentaglio anche se stesso."
scarlet,clodsire,es,base,base,"Cuando se siente amenazado, repele al enemigo
con sus gruesas púas retráctiles. Esta técnica tan
peligrosa es un arma de doble filo."
scarlet,dudunsparce-two-segment-form,fr,base,base,"Il se sert de sa queue pour creuser son terrier
dans les profondeurs rocheuses de la terre.
Celui-ci peut faire jusqu’à 10 km de long."
scarlet,dudunsparce-two-segment-form,it,base,base,"Con la dura coda perfora gli strati rocciosi
del sottosuolo per farne la sua tana, che può
raggiungere i 10 km di profondità."
scarlet,dudunsparce-three-segment-form,en,base,base,"The gentle Dudunsparce will put Pokémon that
wander into its nest onto its back and carry them
to the entrance."
scarlet,dudunsparce-three-segment-form,it,base,base,"Ha un temperamento docile. Fa salire sul suo
dorso i Pokémon che finiscono per sbaglio nella
sua tana e li riaccompagna all’ingresso."
scarlet,dudunsparce-three-segment-form,de,base,base,"Es hat ein sehr sanftes Gemüt. Pokémon, die sich
in sein Nest verirren, trägt es auf seinem Rücken
zurück zum Eingang."
scarlet,kingambit,en,base,base,"Only a Bisharp that stands above all others in its
vast army can evolve into Kingambit."
scarlet,kingambit,it,base,base,"Solo il Bisharp che si erge alla vetta della propria
armata può evolversi in Kingambit."
scarlet,kingambit,es,base,base,"Solo el Bisharp más destacado entre las filas de
cada gran ejército tiene el honor de evolucionar
a Kingambit."
scarlet,great-tusk,en,base,base,"Sightings of this Pokémon have occurred in recent
years. The name Great Tusk was taken from a
creature listed in a certain book."
scarlet,great-tusk,de,base,base,"In den letzten Jahren gab es Sichtungen dieses
Pokémon. Eine Kreatur aus einem gewissen Buch
stand Pate für den Namen Riesenzahn."
scarlet,great-tusk,es,base,base,"Testigos afirman haberlo visto recientemente. El
nombre Colmilargo está tomado de una criatura
mencionada en cierto libro."
scarlet,iron-treads,it,base,base,"Somiglia molto a un’arma ad alta tecnologia che,
secondo una rivista di paranormale, sarebbe
stata inviata qui dagli alieni."
scarlet,iron-treads,es,base,base,"Su aspecto recuerda al de un arma científica de
origen extraterrestre que apareció en un artículo
de una revista esotérica."
scarlet,iron-hands,es,base,base,"Guarda parecido con un atleta, supuestamente
transformado en cíborg, que apareció entre las
exclusivas de una revista esotérica."
scarlet,chien-pao,en,base,base,"This Pokémon can control 100 tons of fallen
snow. It plays around innocently by leaping in
and out of avalanches it has caused."
scarlet,chien-pao,fr,base,base,"Ce Pokémon peut contrôler 100 tonnes de neige
tombée. Il s’amuse en sautant joyeusement dans
les avalanches qu’il provoque."
scarlet,chien-pao,de,base,base,"Baojian kann bis zu 100 t Schnee kontrollieren.
In den Lawinen, die es auslöst, tollt es ganz
arglos herum."
scarlet,chien-pao,es,base,base,"Controla a su voluntad masas de nieve de hasta
cien toneladas. Se divierte zambulléndose y
saltando felizmente en los aludes que provoca."
scarlet,roaring-moon,en,base,base,"It is possible that this is the creature listed as
Roaring Moon in an expedition journal that still
holds many mysteries."
scarlet,roaring-moon,it,base,base,"È possibile che si tratti della creatura catalogata
come ""Lunaruggente"" in un diario di viaggio
colmo di misteri."
scarlet,roaring-moon,es,base,base,"Podría tratarse de la criatura que aparece bajo el
nombre de Bramaluna en cierto diario repleto de
incógnitas."
scarlet,koraidon-apex-build,en,base,base,"This seems to be the Winged King mentioned in
an old expedition journal. It was said to have
split the land with its bare fists."
scarlet,koraidon-apex-build,es,base,base,"Parece tratarse de Reyalado, la criatura que,
según lo narrado en un antiguo diario, fue capaz
de dividir la tierra con sus puños."
scarlet,miraidon-ultimate-mode,en,base,base,"Much remains unknown about this creature.
It resembles Cyclizar, but it is far more ruthless
and powerful."
scarlet,miraidon-ultimate-mode,es,base,base,"Pese a las similitudes con los Cyclizar, es mucho
más fuerte y despiadado que ellos. Está rodeado
de incógnitas."
violet,wigglytuff,es,base,base,"Es como un peluche suave, tan agradable al tacto
que, cuando alguien lo toca, no puede dejar de
acariciarlo."
violet,mankey,it,base,base,"Anche quando è di buon umore, solitamente può
abbandonarsi all’ira da un momento all’altro
per un nonnulla."
violet,primeape,en,base,base,"Some researchers theorize that Primeape remains
angry even when inside a Poké Ball."
violet,primeape,it,base,base,"Secondo le teorie di certi studiosi, i Primeape
sono arrabbiati anche quando si trovano dentro
la Poké Ball."
violet,primeape,es,base,base,"Según muestran los estudios de un investigador
Pokémon, Primeape sigue enfadado incluso
dentro de la Poké Ball."
violet,grimer,it,base,base,"Quando due esemplari combinano i propri corpi,
creano nuovi tipi di veleno."
violet,grimer,es,base,base,"Cuando se une a otro compañero de su especie,
se generan nuevos tipos de sustancia venenosa."
violet,muk,de,base,base,"Sein Gestank ist unerträglich. Das starke Gift,
aus dem sein Körper besteht, macht jeder Pflanze
in seinem Weg den Garaus."
violet,muk,es,base,base,"Es pestilente y los componentes tóxicos de su
cuerpo hacen que, a su paso, cualquier planta
se marchite."
violet,haunter,it,base,base,"Attende in silenzio la preda, celandosi
nell’oscurità più totale, dove non si vede nulla."
violet,haunter,es,base,base,"En la oscuridad total, donde no se ve nada,
Haunter acecha a su próxima víctima."
violet,gengar,es,base,base,"De noche, se oculta en las sombras y absorbe
el calor de sus víctimas, que sufren escalofríos
irrefrenables."
violet,electrode,en,base,base,"It explodes in response to even minor stimuli. It is
feared, with the nickname of the Bomb Ball."
violet,electrode,it,base,base,"Può esplodere al minimo urto. Temuto da tutti, è
conosciuto con il nomignolo di ""Bomba Ball""."
violet,electrode,es,base,base,"Como explotan a la mínima, se les tiene mucho
miedo. Reciben el mote de Bomba Ball."
violet,electrode-hisuian-form,en,base,base,"It explodes in response to even minor stimuli. It is
feared, with the nickname of the Bomb Ball."
violet,electrode-hisuian-form,it,base,base,"Può esplodere al minimo urto. Temuto da tutti, è
conosciuto con il nomignolo di ""Bomba Ball""."
violet,electrode-hisuian-form,es,base,base,"Como explotan a la mínima, se les tiene mucho
miedo. Reciben el mote de Bomba Ball."
violet,scyther,it,base,base,"Le falci sulle sue zampe anteriori diventano
sempre più affilate man mano che tranciano
oggetti duri."
violet,scyther,de,base,base,"Die scharfen Sicheln an den Unterarmen werden
durch das Schneiden harter Objekte noch
schärfer."
violet,scyther,es,base,base,"Las cortantes guadañas de sus antebrazos
se vuelven más afiladas cada vez que cortan
objetos duros."
violet,tauros,en,base,upd-120,"They fight each other by locking horns.
The herd’s protector takes pride in its battle-
scarred horns."
violet,tauros,fr,base,upd-120,"Ils se battent avec leurs cornes. Les Tauros qui
protègent leur troupeau sont fiers de leurs cornes
couvertes de cicatrices."
violet,tauros,it,base,upd-120,"Lottano tra loro incrociando le corna.
Il capobranco è fiero delle sue corna segnate
dalle lotte."
violet,tauros,es,base,upd-120,"Luchan entre sí con sus cuernos. El jefe de
la manada alardea de las cicatrices de su
cornamenta."
violet,tauros-paldean-form-aqua-breed,en,base,base,"It swims by jetting water from its horns. The most
notable characteristic of the Aqua Breed is its
high body fat, which allows it to float easily."
violet,tauros-paldean-form-aqua-breed,it,base,base,"L’abbondante grasso corporeo che caratterizza la
Varietà Acquatica gli permette di galleggiare con
facilità. Nuota spruzzando acqua dalle corna."
violet,tauros-paldean-form-aqua-breed,es,base,base,"Su elevado nivel de grasa corporal permite a la
Variedad Acuática flotar en el agua. Se propulsa
expulsando agua por los cuernos."
violet,gyarados,it,base,base,"Quando nel mondo regnano i conflitti, appare
dal nulla e mette a ferro e fuoco tutto ciò
che incontra sul proprio cammino."
violet,gyarados,es,base,base,"Cuando reina el conflicto en el mundo, aparece
de la nada y reduce a cenizas todo lo que se
cruza en su camino."
violet,azumarill,en,base,base,"By keeping still and listening intently, it can tell
what is in even wild, fast-moving rivers."
violet,azumarill,de,base,base,"Verhält es sich regungslos und lauscht, so kann es
hören, was sich in reißenden Flüssen verbirgt."
violet,azumarill,es,base,base,"Guardando silencio y prestando mucha atención
puede saber lo que hay en ríos de corrientes
rápidas y fuertes."
violet,forretress,it,base,base,"L’intero corpo è protetto da un guscio duro come
l’acciaio. Nessuno sa cosa ci sia all’interno."
violet,scizor,en,base,base,"It swings its eye-patterned pincers up to scare its
foes. This makes it look like it has three heads."
violet,scizor,es,base,base,"Intimida a los enemigos agitando sus pinzas con
dibujos de ojos. Al hacerlo, da la impresión de
tener tres cabezas."
violet,heracross,fr,base,base,"Sa force colossale lui permet de soulever et
de jeter facilement plus de cent fois son poids."
violet,heracross,it,base,base,"La forza erculea gli permette di lanciare oggetti
100 volte più pesanti di lui con facilità."
violet,heracross,es,base,base,"Tiene una fuerza descomunal. Puede arrojar
objetos que superen su peso cien veces sin gran
esfuerzo."
violet,ursaring,it,base,base,"Si arrampica abilmente sugli alberi. Se quando
è in cerca di bacche si imbatte in un Primeape,
la lite è assicurata."
violet,donphan,en,base,base,"Donphan is normally a calm Pokémon, but once
it is enraged, it will curl its body into a ball and
charge at you while rolling."
violet,donphan,it,base,base,"Di solito ha un’indole tranquilla, ma se qualcuno
lo fa arrabbiare si appallottola e carica
rotolando."
violet,donphan,de,base,base,"Für gewöhnlich ist es von ruhigem Gemüt. Reizt
man es jedoch, rollt es sich ein und donnert auf
einen zu."
violet,donphan,es,base,base,"Por lo general se muestra tranquilo, pero,
si lo enfadan, se enrolla hasta hacerse una
bola y embiste rodando."
violet,blissey,es,base,base,"Los huevos que pone están llenos de felicidad.
Solo con probar un poquito de uno, cualquiera
sonríe."
violet,tyranitar,en,base,base,"In just one of its mighty hands, it has the power to
make the ground shake and mountains crumble."
violet,tyranitar,it,base,base,"Racchiude in sé una potenza tale da permettergli
di scuotere la terra e sbriciolare le montagne con
un solo arto."
violet,wingull,en,base,base,"It rides upon ocean winds as if it were a glider.
In the winter, it hides food around its nest."
violet,surskit,de,base,base,"Aus dem Fortsatz an seinem Kopf sondert es eine
süß duftende, sirupartige Flüssigkeit ab. Es lebt in
Tümpeln, die reich an Wasserpflanzen sind."
violet,masquerain,de,base,base,"Die Fühler haben ein unverkennbares Muster, das
Augen ähnelt. Bei Regen werden sie schwer und
es kann nicht fliegen."
violet,vigoroth,fr,base,base,"Ce Pokémon ne cesse de s’agiter et de semer
la discorde, ce qui lui ouvre l’appétit. Il ne reste
jamais immobile, même lorsqu’il se nourrit."
violet,vigoroth,de,base,base,"Es hat immer Hunger, da es ständig randaliert.
Auch während des Essens kann es nicht still sitzen."
violet,vigoroth,es,base,base,"Siempre tiene hambre porque no para. No puede
estarse quieto ni comiendo."
violet,slaking,en,base,base,"This Pokémon lives lying on its side. It only
rolls over and moves when there is no more
grass to eat."
violet,slaking,it,base,base,"Vive perennemente sdraiato e si muove solo
per cambiare lato quando attorno a lui non
c’è più erba da mangiare."
violet,slaking,de,base,base,"Es verbringt sein Leben im Liegen und dreht sich
nur dann mal um, wenn es in seinem Umfeld kein
Gras mehr gibt, das es essen könnte."
violet,slaking,es,base,base,"Vive tumbado todo el día, girándose
exclusivamente de un lado a otro si no le queda
más hierba para comer."
violet,hariyama,en,base,base,"It stomps on the ground to build power. It can
send a 10-ton truck flying with a straight-arm
punch."
violet,hariyama,fr,base,base,"Il piétine violemment le sol pour concentrer son
énergie. Il peut propulser un camion de dix tonnes
dans les airs d’un coup du plat de la main."
violet,hariyama,it,base,base,"Pesta i piedi sul terreno per accumulare energia.
Con una sola manata può far prendere il volo
a un camion pesante dieci tonnellate."
violet,hariyama,es,base,base,"Para aumentar su fuerza, da un pisotón en el
suelo. Puede lanzar un camión de diez toneladas
por los aires de un manotazo."
violet,swalot,en,base,base,"It can swallow a tire whole in one gulp. It secretes
a horribly toxic fluid from the pores on its body."
violet,swalot,it,base,base,"Può ingoiare uno pneumatico in un sol boccone.
Secerne un liquido incredibilmente tossico
da tutti i pori del corpo."
violet,swalot,es,base,base,"Es capaz de tragarse un neumático sin masticarlo.
Segrega un fluido tremendamente tóxico por los
poros."
violet,numel,de,base,base,"Das heiße Magma in seinem Höcker dient ihm als
Energiereserve und verleiht ihm enorme Stärke."
violet,camerupt,de,base,base,"Wenn es wütend wird, speit es aus den Höckern
auf seinem Rücken glühend heiße Lava. Es lebt in
den Kratern von Vulkanen."
violet,camerupt,es,base,base,"Cuando se enfada, las jorobas del lomo entran
en erupción y expulsan lava. Habita los cráteres
de los volcanes."
violet,torkoal,de,base,base,"Kohle ist die Quelle seiner Energie. Es lebt daher
meist in Bergen, die ein großes Kohlevorkommen
aufweisen."
violet,grumpig,en,base,base,"It uses black pearls to amplify its psychic power.
It does a strange dance to control foes’ minds."
violet,grumpig,de,base,base,"Mit schwarzen Perlen verstärkt es seine Psycho-
Kräfte. Es kontrolliert seine Gegner mit seltsamen
Tanzschritten."
violet,cacturne,zh-simp,base,base,"栖息在沙漠。到了夜晚就会
开始活动，去捕捉因受不了
沙漠的炎热而筋疲力尽的猎物。"
violet,cacturne,zh-trad,base,base,"棲息在沙漠。一到晚上就會
開始活動，去捕捉因受不了
沙漠的炎熱而筋疲力盡的獵物。"
violet,swablu,en,base,base,"It can’t relax if it or its surroundings are not clean.
It wipes off dirt with its wings."
violet,swablu,it,base,base,"Non riesce a star tranquillo se c’è sporcizia su
di sé o attorno a sé. Quando la trova, la spazza
subito via con le ali."
violet,swablu,es,base,base,"Si su cuerpo o su entorno no están limpios, no
puede relajarse. En cuanto ve algo de mugre,
la limpia con las alas."
violet,altaria,en,base,base,"On sunny days, it flies freely through the sky and
blends into the clouds. It sings in a beautiful
soprano."
violet,altaria,it,base,base,"Nelle belle giornate, ama volare nel cielo
confondendosi tra le nuvole. Canta con una
bellissima voce da soprano."
violet,altaria,es,base,base,"En días soleados, le gusta mezclarse con las
nubes y disfrutar de la libertad del cielo mientras
trina con voz de soprano."
violet,seviper,en,base,base,"Constant polishing makes the edge of the blade
on its tail extremely sharp. It’s Zangoose’s
archrival."
violet,seviper,it,base,base,"Affila di continuo sulle rocce la sua coda a forma
di lama, rendendola sempre più tagliente.
È l’acerrimo nemico di Zangoose."
violet,seviper,es,base,base,"Le une una relación de enemistad con Zangoose.
Se lima con las rocas su cola en forma de espada
para tenerla afilada."
violet,glalie,en,base,base,"It prevents prey from escaping by instantaneously
freezing moisture in the air."
violet,shelgon,es,base,base,"La robusta capa que lo rodea repele los ataques.
Aunque es una buena protección, lo hace lento y
pesado."
violet,starly,en,base,base,"Because they are weak individually, they form
groups. However, they bicker if the group grows
too big."
violet,staravia,en,base,base,"They maintain huge flocks, although fierce
scuffles break out between various flocks."
violet,staravia,it,base,base,"Ha l’abitudine di riunirsi in grandi stormi.
Le zuffe tra gruppi diversi sono particolarmente
intense."
violet,staraptor,en,base,base,"It never stops attacking even if it is injured.
It fusses over the shape of its comb."
violet,staraptor,it,base,base,"Non smette di attaccare neanche quando è
ferito. Si premura di avere la cresta sempre
in ordine."
violet,vespiquen,en,base,base,"It raises grubs in the holes in its body. It secretes
pheromones to control Combee."
violet,vespiquen,es,base,base,"Cría larvas en los panales de su cuerpo. Con las
feromonas que segrega, guía a los Combee."
violet,honchkrow,en,base,base,"A single cry from this nocturnal Pokémon, and
more than 100 of its Murkrow cronies will
assemble."
violet,honchkrow,it,base,base,"È un Pokémon notturno. Basta un suo solo
verso per far accorrere all’istante un centinaio
di Murkrow suoi seguaci."
violet,skuntank,en,base,base,"It attacks by spraying a repugnant fluid from its
tail, but the stench dulls after a few squirts."
violet,skuntank,it,base,base,"Attacca spruzzando un liquido mefitico dalla
punta della coda. Se attacca a ripetizione,
l’odore si affievolisce."
violet,bronzong,en,base,base,"It brought rains by opening portals to another
world. It was revered as a bringer of plentiful
harvests."
violet,bronzong,it,base,base,"Apriva portali verso altri mondi dai quali faceva
giungere la pioggia. Per questo veniva venerato
come una divinità dei raccolti."
violet,bronzong,de,base,base,"Ihm wurden reiche Ernten zugeschrieben, da es
Portale zu anderen Welten öffnete, um für Regen
zu sorgen."
violet,bronzong,es,base,base,"Traía lluvias abriendo portales a otro mundo.
Era adorado como propiciador de buenas
cosechas."
violet,spiritomb,it,base,base,"È formato da 108 spiriti che sono stati sigillati
in una Roccianima affinché non facessero mai più
del male."
violet,gabite,en,base,base,"It loves sparkly things. It seeks treasures in caves
and hoards the loot in its nest."
violet,gabite,it,base,base,"Adora gli oggetti luccicanti. Va a caccia di tesori
nelle grotte e li trasporta nel suo nido."
