game_group_identifier,pokemon_species_identifier,language_identifier,name
bw,furret,fr,Fouinar
bw,furret,it,Furret
bw,furret,de,Wiesenior
bw,furret,es,Furret
bw,furret,ko,다꼬리
bw,hoothoot,jp-kana,ホーホー
bw,hoothoot,jp-kanji,ホーホー
bw,hoothoot,en,Hoothoot
bw,hoothoot,fr,Hoothoot
bw,hoothoot,it,Hoothoot
bw,hoothoot,de,Hoothoot
bw,hoothoot,es,Hoothoot
bw,hoothoot,ko,부우부
bw,noctowl,jp-kana,ヨルノズク
bw,noctowl,jp-kanji,ヨルノズク
bw,noctowl,en,Noctowl
bw,noctowl,fr,Noarfang
bw,noctowl,it,Noctowl
bw,noctowl,de,Noctuh
bw,noctowl,es,Noctowl
bw,noctowl,ko,야부엉
bw,ledyba,jp-kana,レディバ
bw,ledyba,jp-kanji,レディバ
bw,ledyba,en,Ledyba
bw,ledyba,fr,Coxy
bw,ledyba,it,Ledyba
bw,ledyba,de,Ledyba
bw,ledyba,es,Ledyba
bw,ledyba,ko,레디바
bw,ledian,jp-kana,レディアン
bw,ledian,jp-kanji,レディアン
bw,ledian,en,Ledian
bw,ledian,fr,Coxyclaque
bw,ledian,it,Ledian
bw,ledian,de,Ledian
bw,ledian,es,Ledian
bw,ledian,ko,레디안
bw,spinarak,jp-kana,イトマル
bw,spinarak,jp-kanji,イトマル
bw,spinarak,en,Spinarak
bw,spinarak,fr,Mimigal
bw,spinarak,it,Spinarak
bw,spinarak,de,Webarak
bw,spinarak,es,Spinarak
bw,spinarak,ko,페이검
bw,ariados,jp-kana,アリアドス
bw,ariados,jp-kanji,アリアドス
bw,ariados,en,Ariados
bw,ariados,fr,Migalos
bw,ariados,it,Ariados
bw,ariados,de,Ariados
bw,ariados,es,Ariados
bw,ariados,ko,아리아도스
bw,crobat,jp-kana,クロバット
bw,crobat,jp-kanji,クロバット
bw,crobat,en,Crobat
bw,crobat,fr,Nostenfer
bw,crobat,it,Crobat
bw,crobat,de,Iksbat
bw,crobat,es,Crobat
bw,crobat,ko,크로뱃
bw,chinchou,jp-kana,チョンチー
bw,chinchou,jp-kanji,チョンチー
bw,chinchou,en,Chinchou
bw,chinchou,fr,Loupio
bw,chinchou,it,Chinchou
bw,chinchou,de,Lampi
bw,chinchou,es,Chinchou
bw,chinchou,ko,초라기
bw,lanturn,jp-kana,ランターン
bw,lanturn,jp-kanji,ランターン
bw,lanturn,en,Lanturn
bw,lanturn,fr,Lanturn
bw,lanturn,it,Lanturn
bw,lanturn,de,Lanturn
bw,lanturn,es,Lanturn
bw,lanturn,ko,랜턴
bw,pichu,jp-kana,ピチュー
bw,pichu,jp-kanji,ピチュー
bw,pichu,en,Pichu
bw,pichu,fr,Pichu
bw,pichu,it,Pichu
bw,pichu,de,Pichu
bw,pichu,es,Pichu
bw,pichu,ko,피츄
bw,cleffa,jp-kana,ピィ
bw,cleffa,jp-kanji,ピィ
bw,cleffa,en,Cleffa
bw,cleffa,fr,Mélo
bw,cleffa,it,Cleffa
bw,cleffa,de,Pii
bw,cleffa,es,Cleffa
bw,cleffa,ko,삐
bw,igglybuff,jp-kana,ププリン
bw,igglybuff,jp-kanji,ププリン
bw,igglybuff,en,Igglybuff
bw,igglybuff,fr,Toudoudou
bw,igglybuff,it,Igglybuff
bw,igglybuff,de,Fluffeluff
bw,igglybuff,es,Igglybuff
bw,igglybuff,ko,푸푸린
bw,togepi,jp-kana,トゲピー
bw,togepi,jp-kanji,トゲピー
bw,togepi,en,Togepi
bw,togepi,fr,Togepi
bw,togepi,it,Togepi
bw,togepi,de,Togepi
bw,togepi,es,Togepi
bw,togepi,ko,토게피
bw,togetic,jp-kana,トゲチック
bw,togetic,jp-kanji,トゲチック
bw,togetic,en,Togetic
bw,togetic,fr,Togetic
bw,togetic,it,Togetic
bw,togetic,de,Togetic
bw,togetic,es,Togetic
bw,togetic,ko,토게틱
bw,natu,jp-kana,ネイティ
bw,natu,jp-kanji,ネイティ
bw,natu,en,Natu
bw,natu,fr,Natu
bw,natu,it,Natu
bw,natu,de,Natu
bw,natu,es,Natu
bw,natu,ko,네이티
bw,xatu,jp-kana,ネイティオ
bw,xatu,jp-kanji,ネイティオ
bw,xatu,en,Xatu
bw,xatu,fr,Xatu
bw,xatu,it,Xatu
bw,xatu,de,Xatu
bw,xatu,es,Xatu
bw,xatu,ko,네이티오
bw,mareep,jp-kana,メリープ
bw,mareep,jp-kanji,メリープ
bw,mareep,en,Mareep
bw,mareep,fr,Wattouat
bw,mareep,it,Mareep
bw,mareep,de,Voltilamm
bw,mareep,es,Mareep
bw,mareep,ko,메리프
bw,flaaffy,jp-kana,モココ
bw,flaaffy,jp-kanji,モココ
bw,flaaffy,en,Flaaffy
bw,flaaffy,fr,Lainergie
bw,flaaffy,it,Flaaffy
bw,flaaffy,de,Waaty
bw,flaaffy,es,Flaaffy
bw,flaaffy,ko,보송송
bw,ampharos,jp-kana,デンリュウ
bw,ampharos,jp-kanji,デンリュウ
bw,ampharos,en,Ampharos
bw,ampharos,fr,Pharamp
bw,ampharos,it,Ampharos
bw,ampharos,de,Ampharos
bw,ampharos,es,Ampharos
bw,ampharos,ko,전룡
bw,bellossom,jp-kana,キレイハナ
bw,bellossom,jp-kanji,キレイハナ
bw,bellossom,en,Bellossom
bw,bellossom,fr,Joliflor
bw,bellossom,it,Bellossom
bw,bellossom,de,Blubella
bw,bellossom,es,Bellossom
bw,bellossom,ko,아르코
bw,marill,jp-kana,マリル
bw,marill,jp-kanji,マリル
bw,marill,en,Marill
bw,marill,fr,Marill
bw,marill,it,Marill
bw,marill,de,Marill
bw,marill,es,Marill
bw,marill,ko,마릴
bw,azumarill,jp-kana,マリルリ
bw,azumarill,jp-kanji,マリルリ
bw,azumarill,en,Azumarill
bw,azumarill,fr,Azumarill
bw,azumarill,it,Azumarill
bw,azumarill,de,Azumarill
bw,azumarill,es,Azumarill
bw,azumarill,ko,마릴리
bw,sudowoodo,jp-kana,ウソッキー
bw,sudowoodo,jp-kanji,ウソッキー
bw,sudowoodo,en,Sudowoodo
bw,sudowoodo,fr,Simularbre
bw,sudowoodo,it,Sudowoodo
bw,sudowoodo,de,Mogelbaum
bw,sudowoodo,es,Sudowoodo
bw,sudowoodo,ko,꼬지모
bw,politoed,jp-kana,ニョロトノ
bw,politoed,jp-kanji,ニョロトノ
bw,politoed,en,Politoed
bw,politoed,fr,Tarpaud
bw,politoed,it,Politoed
bw,politoed,de,Quaxo
bw,politoed,es,Politoed
bw,politoed,ko,왕구리
bw,hoppip,jp-kana,ハネッコ
bw,hoppip,jp-kanji,ハネッコ
bw,hoppip,en,Hoppip
bw,hoppip,fr,Granivol
bw,hoppip,it,Hoppip
bw,hoppip,de,Hoppspross
bw,hoppip,es,Hoppip
bw,hoppip,ko,통통코
bw,skiploom,jp-kana,ポポッコ
bw,skiploom,jp-kanji,ポポッコ
bw,skiploom,en,Skiploom
bw,skiploom,fr,Floravol
bw,skiploom,it,Skiploom
bw,skiploom,de,Hubelupf
bw,skiploom,es,Skiploom
bw,skiploom,ko,두코
bw,jumpluff,jp-kana,ワタッコ
bw,jumpluff,jp-kanji,ワタッコ
bw,jumpluff,en,Jumpluff
bw,jumpluff,fr,Cotovol
bw,jumpluff,it,Jumpluff
bw,jumpluff,de,Papungha
bw,jumpluff,es,Jumpluff
bw,jumpluff,ko,솜솜코
bw,aipom,jp-kana,エイパム
bw,aipom,jp-kanji,エイパム
bw,aipom,en,Aipom
bw,aipom,fr,Capumain
bw,aipom,it,Aipom
bw,aipom,de,Griffel
bw,aipom,es,Aipom
bw,aipom,ko,에이팜
bw,sunkern,jp-kana,ヒマナッツ
bw,sunkern,jp-kanji,ヒマナッツ
bw,sunkern,en,Sunkern
bw,sunkern,fr,Tournegrin
bw,sunkern,it,Sunkern
bw,sunkern,de,Sonnkern
bw,sunkern,es,Sunkern
bw,sunkern,ko,해너츠
bw,sunflora,jp-kana,キマワリ
bw,sunflora,jp-kanji,キマワリ
bw,sunflora,en,Sunflora
bw,sunflora,fr,Héliatronc
bw,sunflora,it,Sunflora
bw,sunflora,de,Sonnflora
bw,sunflora,es,Sunflora
bw,sunflora,ko,해루미
bw,yanma,jp-kana,ヤンヤンマ
bw,yanma,jp-kanji,ヤンヤンマ
bw,yanma,en,Yanma
bw,yanma,fr,Yanma
bw,yanma,it,Yanma
bw,yanma,de,Yanma
bw,yanma,es,Yanma
bw,yanma,ko,왕자리
bw,wooper,jp-kana,ウパー
bw,wooper,jp-kanji,ウパー
bw,wooper,en,Wooper
bw,wooper,fr,Axoloto
bw,wooper,it,Wooper
bw,wooper,de,Felino
bw,wooper,es,Wooper
bw,wooper,ko,우파
bw,quagsire,jp-kana,ヌオー
bw,quagsire,jp-kanji,ヌオー
bw,quagsire,en,Quagsire
bw,quagsire,fr,Maraiste
bw,quagsire,it,Quagsire
bw,quagsire,de,Morlord
bw,quagsire,es,Quagsire
bw,quagsire,ko,누오
bw,espeon,jp-kana,エーフィ
bw,espeon,jp-kanji,エーフィ
bw,espeon,en,Espeon
bw,espeon,fr,Mentali
bw,espeon,it,Espeon
bw,espeon,de,Psiana
bw,espeon,es,Espeon
bw,espeon,ko,에브이
bw,umbreon,jp-kana,ブラッキー
bw,umbreon,jp-kanji,ブラッキー
bw,umbreon,en,Umbreon
bw,umbreon,fr,Noctali
bw,umbreon,it,Umbreon
bw,umbreon,de,Nachtara
bw,umbreon,es,Umbreon
bw,umbreon,ko,블래키
bw,murkrow,jp-kana,ヤミカラス
bw,murkrow,jp-kanji,ヤミカラス
bw,murkrow,en,Murkrow
bw,murkrow,fr,Cornèbre
bw,murkrow,it,Murkrow
bw,murkrow,de,Kramurx
bw,murkrow,es,Murkrow
bw,murkrow,ko,니로우
bw,slowking,jp-kana,ヤドキング
bw,slowking,jp-kanji,ヤドキング
bw,slowking,en,Slowking
bw,slowking,fr,Roigada
bw,slowking,it,Slowking
bw,slowking,de,Laschoking
bw,slowking,es,Slowking
bw,slowking,ko,야도킹
bw,misdreavus,jp-kana,ムウマ
bw,misdreavus,jp-kanji,ムウマ
bw,misdreavus,en,Misdreavus
bw,misdreavus,fr,Feuforêve
bw,misdreavus,it,Misdreavus
bw,misdreavus,de,Traunfugil
bw,misdreavus,es,Misdreavus
bw,misdreavus,ko,무우마
bw,unown,jp-kana,アンノーン
bw,unown,jp-kanji,アンノーン
bw,unown,en,Unown
bw,unown,fr,Zarbi
bw,unown,it,Unown
bw,unown,de,Icognito
bw,unown,es,Unown
bw,unown,ko,안농
bw,wobbuffet,jp-kana,ソーナンス
bw,wobbuffet,jp-kanji,ソーナンス
bw,wobbuffet,en,Wobbuffet
bw,wobbuffet,fr,Qulbutoké
bw,wobbuffet,it,Wobbuffet
bw,wobbuffet,de,Woingenau
bw,wobbuffet,es,Wobbuffet
bw,wobbuffet,ko,마자용
bw,girafarig,jp-kana,キリンリキ
bw,girafarig,jp-kanji,キリンリキ
bw,girafarig,en,Girafarig
bw,girafarig,fr,Girafarig
bw,girafarig,it,Girafarig
bw,girafarig,de,Girafarig
bw,girafarig,es,Girafarig
bw,girafarig,ko,키링키
bw,pineco,jp-kana,クヌギダマ
bw,pineco,jp-kanji,クヌギダマ
bw,pineco,en,Pineco
bw,pineco,fr,Pomdepik
bw,pineco,it,Pineco
bw,pineco,de,Tannza
bw,pineco,es,Pineco
bw,pineco,ko,피콘
bw,forretress,jp-kana,フォレトス
bw,forretress,jp-kanji,フォレトス
bw,forretress,en,Forretress
bw,forretress,fr,Foretress
bw,forretress,it,Forretress
bw,forretress,de,Forstellka
bw,forretress,es,Forretress
bw,forretress,ko,쏘콘
bw,dunsparce,jp-kana,ノコッチ
bw,dunsparce,jp-kanji,ノコッチ
bw,dunsparce,en,Dunsparce
bw,dunsparce,fr,Insolourdo
bw,dunsparce,it,Dunsparce
bw,dunsparce,de,Dummisel
bw,dunsparce,es,Dunsparce
bw,dunsparce,ko,노고치
bw,gligar,jp-kana,グライガー
bw,gligar,jp-kanji,グライガー
bw,gligar,en,Gligar
bw,gligar,fr,Scorplane
bw,gligar,it,Gligar
bw,gligar,de,Skorgla
bw,gligar,es,Gligar
bw,gligar,ko,글라이거
bw,steelix,jp-kana,ハガネール
bw,steelix,jp-kanji,ハガネール
bw,steelix,en,Steelix
bw,steelix,fr,Steelix
bw,steelix,it,Steelix
bw,steelix,de,Stahlos
bw,steelix,es,Steelix
bw,steelix,ko,강철톤
bw,snubbull,jp-kana,ブルー
bw,snubbull,jp-kanji,ブルー
bw,snubbull,en,Snubbull
bw,snubbull,fr,Snubbull
bw,snubbull,it,Snubbull
bw,snubbull,de,Snubbull
bw,snubbull,es,Snubbull
bw,snubbull,ko,블루
bw,granbull,jp-kana,グランブル
bw,granbull,jp-kanji,グランブル
bw,granbull,en,Granbull
bw,granbull,fr,Granbull
bw,granbull,it,Granbull
bw,granbull,de,Granbull
bw,granbull,es,Granbull
bw,granbull,ko,그랑블루
bw,qwilfish,jp-kana,ハリーセン
bw,qwilfish,jp-kanji,ハリーセン
bw,qwilfish,en,Qwilfish
bw,qwilfish,fr,Qwilfish
bw,qwilfish,it,Qwilfish
bw,qwilfish,de,Baldorfish
bw,qwilfish,es,Qwilfish
bw,qwilfish,ko,침바루
bw,scizor,jp-kana,ハッサム
bw,scizor,jp-kanji,ハッサム
bw,scizor,en,Scizor
bw,scizor,fr,Cizayox
bw,scizor,it,Scizor
bw,scizor,de,Scherox
bw,scizor,es,Scizor
bw,scizor,ko,핫삼
bw,shuckle,jp-kana,ツボツボ
bw,shuckle,jp-kanji,ツボツボ
bw,shuckle,en,Shuckle
bw,shuckle,fr,Caratroc
bw,shuckle,it,Shuckle
bw,shuckle,de,Pottrott
bw,shuckle,es,Shuckle
bw,shuckle,ko,단단지
bw,heracross,jp-kana,ヘラクロス
bw,heracross,jp-kanji,ヘラクロス
bw,heracross,en,Heracross
bw,heracross,fr,Scarhino
bw,heracross,it,Heracross
bw,heracross,de,Skaraborn
bw,heracross,es,Heracross
bw,heracross,ko,헤라크로스
bw,sneasel,jp-kana,ニューラ
bw,sneasel,jp-kanji,ニューラ
bw,sneasel,en,Sneasel
bw,sneasel,fr,Farfuret
bw,sneasel,it,Sneasel
bw,sneasel,de,Sniebel
bw,sneasel,es,Sneasel
bw,sneasel,ko,포푸니
bw,teddiursa,jp-kana,ヒメグマ
bw,teddiursa,jp-kanji,ヒメグマ
bw,teddiursa,en,Teddiursa
bw,teddiursa,fr,Teddiursa
bw,teddiursa,it,Teddiursa
bw,teddiursa,de,Teddiursa
bw,teddiursa,es,Teddiursa
bw,teddiursa,ko,깜지곰
bw,ursaring,jp-kana,リングマ
bw,ursaring,jp-kanji,リングマ
bw,ursaring,en,Ursaring
bw,ursaring,fr,Ursaring
bw,ursaring,it,Ursaring
bw,ursaring,de,Ursaring
bw,ursaring,es,Ursaring
bw,ursaring,ko,링곰
bw,slugma,jp-kana,マグマッグ
bw,slugma,jp-kanji,マグマッグ
bw,slugma,en,Slugma
bw,slugma,fr,Limagma
bw,slugma,it,Slugma
bw,slugma,de,Schneckmag
bw,slugma,es,Slugma
bw,slugma,ko,마그마그
bw,magcargo,jp-kana,マグカルゴ
bw,magcargo,jp-kanji,マグカルゴ
bw,magcargo,en,Magcargo
bw,magcargo,fr,Volcaropod
bw,magcargo,it,Magcargo
bw,magcargo,de,Magcargo
bw,magcargo,es,Magcargo
bw,magcargo,ko,마그카르고
bw,swinub,jp-kana,ウリムー
bw,swinub,jp-kanji,ウリムー
bw,swinub,en,Swinub
bw,swinub,fr,Marcacrin
bw,swinub,it,Swinub
bw,swinub,de,Quiekel
bw,swinub,es,Swinub
bw,swinub,ko,꾸꾸리
bw,piloswine,jp-kana,イノムー
bw,piloswine,jp-kanji,イノムー
bw,piloswine,en,Piloswine
bw,piloswine,fr,Cochignon
bw,piloswine,it,Piloswine
bw,piloswine,de,Keifel
bw,piloswine,es,Piloswine
bw,piloswine,ko,메꾸리
bw,corsola,jp-kana,サニーゴ
bw,corsola,jp-kanji,サニーゴ
bw,corsola,en,Corsola
bw,corsola,fr,Corayon
bw,corsola,it,Corsola
bw,corsola,de,Corasonn
bw,corsola,es,Corsola
bw,corsola,ko,코산호
bw,remoraid,jp-kana,テッポウオ
bw,remoraid,jp-kanji,テッポウオ
bw,remoraid,en,Remoraid
bw,remoraid,fr,Rémoraid
bw,remoraid,it,Remoraid
bw,remoraid,de,Remoraid
bw,remoraid,es,Remoraid
bw,remoraid,ko,총어
bw,octillery,jp-kana,オクタン
bw,octillery,jp-kanji,オクタン
bw,octillery,en,Octillery
bw,octillery,fr,Octillery
bw,octillery,it,Octillery
bw,octillery,de,Octillery
bw,octillery,es,Octillery
bw,octillery,ko,대포무노
bw,delibird,jp-kana,デリバード
bw,delibird,jp-kanji,デリバード
bw,delibird,en,Delibird
bw,delibird,fr,Cadoizo
bw,delibird,it,Delibird
bw,delibird,de,Botogel
bw,delibird,es,Delibird
bw,delibird,ko,딜리버드
bw,mantine,jp-kana,マンタイン
bw,mantine,jp-kanji,マンタイン
bw,mantine,en,Mantine
bw,mantine,fr,Démanta
bw,mantine,it,Mantine
bw,mantine,de,Mantax
bw,mantine,es,Mantine
bw,mantine,ko,만타인
bw,skarmory,jp-kana,エアームド
bw,skarmory,jp-kanji,エアームド
bw,skarmory,en,Skarmory
bw,skarmory,fr,Airmure
bw,skarmory,it,Skarmory
bw,skarmory,de,Panzaeron
bw,skarmory,es,Skarmory
bw,skarmory,ko,무장조
bw,houndour,jp-kana,デルビル
bw,houndour,jp-kanji,デルビル
bw,houndour,en,Houndour
bw,houndour,fr,Malosse
bw,houndour,it,Houndour
bw,houndour,de,Hunduster
bw,houndour,es,Houndour
bw,houndour,ko,델빌
bw,houndoom,jp-kana,ヘルガー
bw,houndoom,jp-kanji,ヘルガー
bw,houndoom,en,Houndoom
bw,houndoom,fr,Démolosse
bw,houndoom,it,Houndoom
bw,houndoom,de,Hundemon
bw,houndoom,es,Houndoom
bw,houndoom,ko,헬가
bw,kingdra,jp-kana,キングドラ
bw,kingdra,jp-kanji,キングドラ
bw,kingdra,en,Kingdra
bw,kingdra,fr,Hyporoi
bw,kingdra,it,Kingdra
bw,kingdra,de,Seedraking
bw,kingdra,es,Kingdra
bw,kingdra,ko,킹드라
bw,phanpy,jp-kana,ゴマゾウ
bw,phanpy,jp-kanji,ゴマゾウ
bw,phanpy,en,Phanpy
bw,phanpy,fr,Phanpy
bw,phanpy,it,Phanpy
bw,phanpy,de,Phanpy
bw,phanpy,es,Phanpy
bw,phanpy,ko,코코리
bw,donphan,jp-kana,ドンファン
bw,donphan,jp-kanji,ドンファン
bw,donphan,en,Donphan
bw,donphan,fr,Donphan
bw,donphan,it,Donphan
bw,donphan,de,Donphan
bw,donphan,es,Donphan
bw,donphan,ko,코리갑
bw,porygon2,jp-kana,ポリゴン２
bw,porygon2,jp-kanji,ポリゴン２
bw,porygon2,en,Porygon2
bw,porygon2,fr,Porygon2
bw,porygon2,it,Porygon2
bw,porygon2,de,Porygon2
bw,porygon2,es,Porygon2
bw,porygon2,ko,폴리곤2
bw,stantler,jp-kana,オドシシ
bw,stantler,jp-kanji,オドシシ
bw,stantler,en,Stantler
bw,stantler,fr,Cerfrousse
bw,stantler,it,Stantler
bw,stantler,de,Damhirplex
bw,stantler,es,Stantler
bw,stantler,ko,노라키
bw,smeargle,jp-kana,ドーブル
bw,smeargle,jp-kanji,ドーブル
bw,smeargle,en,Smeargle
bw,smeargle,fr,Queulorior
bw,smeargle,it,Smeargle
bw,smeargle,de,Farbeagle
bw,smeargle,es,Smeargle
bw,smeargle,ko,루브도
bw,tyrogue,jp-kana,バルキー
bw,tyrogue,jp-kanji,バルキー
bw,tyrogue,en,Tyrogue
bw,tyrogue,fr,Debugant
bw,tyrogue,it,Tyrogue
bw,tyrogue,de,Rabauz
bw,tyrogue,es,Tyrogue
bw,tyrogue,ko,배루키
bw,hitmontop,jp-kana,カポエラー
bw,hitmontop,jp-kanji,カポエラー
bw,hitmontop,en,Hitmontop
bw,hitmontop,fr,Kapoera
bw,hitmontop,it,Hitmontop
bw,hitmontop,de,Kapoera
bw,hitmontop,es,Hitmontop
bw,hitmontop,ko,카포에라
bw,smoochum,jp-kana,ムチュール
bw,smoochum,jp-kanji,ムチュール
bw,smoochum,en,Smoochum
bw,smoochum,fr,Lippouti
bw,smoochum,it,Smoochum
bw,smoochum,de,Kussilla
bw,smoochum,es,Smoochum
bw,smoochum,ko,뽀뽀라
bw,elekid,jp-kana,エレキッド
bw,elekid,jp-kanji,エレキッド
bw,elekid,en,Elekid
bw,elekid,fr,Élekid
bw,elekid,it,Elekid
bw,elekid,de,Elekid
bw,elekid,es,Elekid
bw,elekid,ko,에레키드
bw,magby,jp-kana,ブビィ
bw,magby,jp-kanji,ブビィ
bw,magby,en,Magby
bw,magby,fr,Magby
bw,magby,it,Magby
bw,magby,de,Magby
bw,magby,es,Magby
bw,magby,ko,마그비
bw,miltank,jp-kana,ミルタンク
bw,miltank,jp-kanji,ミルタンク
bw,miltank,en,Miltank
bw,miltank,fr,Écrémeuh
bw,miltank,it,Miltank
bw,miltank,de,Miltank
bw,miltank,es,Miltank
bw,miltank,ko,밀탱크
bw,blissey,jp-kana,ハピナス
bw,blissey,jp-kanji,ハピナス
bw,blissey,en,Blissey
bw,blissey,fr,Leuphorie
bw,blissey,it,Blissey
bw,blissey,de,Heiteira
bw,blissey,es,Blissey
bw,blissey,ko,해피너스
bw,raikou,jp-kana,ライコウ
bw,raikou,jp-kanji,ライコウ
bw,raikou,en,Raikou
bw,raikou,fr,Raikou
bw,raikou,it,Raikou
bw,raikou,de,Raikou
bw,raikou,es,Raikou
bw,raikou,ko,라이코
bw,entei,jp-kana,エンテイ
bw,entei,jp-kanji,エンテイ
bw,entei,en,Entei
bw,entei,fr,Entei
bw,entei,it,Entei
bw,entei,de,Entei
bw,entei,es,Entei
bw,entei,ko,앤테이
bw,suicune,jp-kana,スイクン
bw,suicune,jp-kanji,スイクン
bw,suicune,en,Suicune
bw,suicune,fr,Suicune
bw,suicune,it,Suicune
bw,suicune,de,Suicune
bw,suicune,es,Suicune
bw,suicune,ko,스이쿤
bw,larvitar,jp-kana,ヨーギラス
bw,larvitar,jp-kanji,ヨーギラス
bw,larvitar,en,Larvitar
bw,larvitar,fr,Embrylex
bw,larvitar,it,Larvitar
bw,larvitar,de,Larvitar
bw,larvitar,es,Larvitar
bw,larvitar,ko,애버라스
bw,pupitar,jp-kana,サナギラス
bw,pupitar,jp-kanji,サナギラス
bw,pupitar,en,Pupitar
bw,pupitar,fr,Ymphect
bw,pupitar,it,Pupitar
bw,pupitar,de,Pupitar
bw,pupitar,es,Pupitar
bw,pupitar,ko,데기라스
bw,tyranitar,jp-kana,バンギラス
bw,tyranitar,jp-kanji,バンギラス
bw,tyranitar,en,Tyranitar
bw,tyranitar,fr,Tyranocif
bw,tyranitar,it,Tyranitar
bw,tyranitar,de,Despotar
bw,tyranitar,es,Tyranitar
bw,tyranitar,ko,마기라스
bw,lugia,jp-kana,ルギア
bw,lugia,jp-kanji,ルギア
bw,lugia,en,Lugia
bw,lugia,fr,Lugia
bw,lugia,it,Lugia
bw,lugia,de,Lugia
bw,lugia,es,Lugia
bw,lugia,ko,루기아
bw,ho-oh,jp-kana,ホウオウ
bw,ho-oh,jp-kanji,ホウオウ
bw,ho-oh,en,Ho-Oh
bw,ho-oh,fr,Ho-Oh
bw,ho-oh,it,Ho-Oh
bw,ho-oh,de,Ho-Oh
bw,ho-oh,es,Ho-Oh
bw,ho-oh,ko,칠색조
bw,celebi,jp-kana,セレビィ
bw,celebi,jp-kanji,セレビィ
bw,celebi,en,Celebi
bw,celebi,fr,Celebi
bw,celebi,it,Celebi
bw,celebi,de,Celebi
bw,celebi,es,Celebi
bw,celebi,ko,세레비
bw,treecko,jp-kana,キモリ
bw,treecko,jp-kanji,キモリ
bw,treecko,en,Treecko
bw,treecko,fr,Arcko
bw,treecko,it,Treecko
bw,treecko,de,Geckarbor
bw,treecko,es,Treecko
bw,treecko,ko,나무지기
bw,grovyle,jp-kana,ジュプトル
bw,grovyle,jp-kanji,ジュプトル
bw,grovyle,en,Grovyle
bw,grovyle,fr,Massko
bw,grovyle,it,Grovyle
bw,grovyle,de,Reptain
bw,grovyle,es,Grovyle
bw,grovyle,ko,나무돌이
bw,sceptile,jp-kana,ジュカイン
bw,sceptile,jp-kanji,ジュカイン
bw,sceptile,en,Sceptile
bw,sceptile,fr,Jungko
bw,sceptile,it,Sceptile
bw,sceptile,de,Gewaldro
bw,sceptile,es,Sceptile
bw,sceptile,ko,나무킹
bw,torchic,jp-kana,アチャモ
bw,torchic,jp-kanji,アチャモ
bw,torchic,en,Torchic
bw,torchic,fr,Poussifeu
bw,torchic,it,Torchic
bw,torchic,de,Flemmli
bw,torchic,es,Torchic
bw,torchic,ko,아차모
bw,combusken,jp-kana,ワカシャモ
bw,combusken,jp-kanji,ワカシャモ
bw,combusken,en,Combusken
bw,combusken,fr,Galifeu
bw,combusken,it,Combusken
bw,combusken,de,Jungglut
bw,combusken,es,Combusken
bw,combusken,ko,영치코
bw,blaziken,jp-kana,バシャーモ
bw,blaziken,jp-kanji,バシャーモ
bw,blaziken,en,Blaziken
bw,blaziken,fr,Braségali
bw,blaziken,it,Blaziken
bw,blaziken,de,Lohgock
bw,blaziken,es,Blaziken
bw,blaziken,ko,번치코
bw,mudkip,jp-kana,ミズゴロウ
bw,mudkip,jp-kanji,ミズゴロウ
bw,mudkip,en,Mudkip
bw,mudkip,fr,Gobou
bw,mudkip,it,Mudkip
bw,mudkip,de,Hydropi
bw,mudkip,es,Mudkip
bw,mudkip,ko,물짱이
bw,marshtomp,jp-kana,ヌマクロー
bw,marshtomp,jp-kanji,ヌマクロー
bw,marshtomp,en,Marshtomp
bw,marshtomp,fr,Flobio
bw,marshtomp,it,Marshtomp
bw,marshtomp,de,Moorabbel
bw,marshtomp,es,Marshtomp
bw,marshtomp,ko,늪짱이
bw,swampert,jp-kana,ラグラージ
bw,swampert,jp-kanji,ラグラージ
bw,swampert,en,Swampert
bw,swampert,fr,Laggron
bw,swampert,it,Swampert
bw,swampert,de,Sumpex
bw,swampert,es,Swampert
bw,swampert,ko,대짱이
bw,poochyena,jp-kana,ポチエナ
bw,poochyena,jp-kanji,ポチエナ
bw,poochyena,en,Poochyena
bw,poochyena,fr,Medhyèna
bw,poochyena,it,Poochyena
bw,poochyena,de,Fiffyen
bw,poochyena,es,Poochyena
bw,poochyena,ko,포챠나
bw,mightyena,jp-kana,グラエナ
bw,mightyena,jp-kanji,グラエナ
bw,mightyena,en,Mightyena
bw,mightyena,fr,Grahyèna
bw,mightyena,it,Mightyena
bw,mightyena,de,Magnayen
bw,mightyena,es,Mightyena
bw,mightyena,ko,그라에나
bw,zigzagoon,jp-kana,ジグザグマ
bw,zigzagoon,jp-kanji,ジグザグマ
bw,zigzagoon,en,Zigzagoon
bw,zigzagoon,fr,Zigzaton
bw,zigzagoon,it,Zigzagoon
bw,zigzagoon,de,Zigzachs
bw,zigzagoon,es,Zigzagoon
bw,zigzagoon,ko,지그제구리
bw,linoone,jp-kana,マッスグマ
bw,linoone,jp-kanji,マッスグマ
bw,linoone,en,Linoone
bw,linoone,fr,Linéon
bw,linoone,it,Linoone
bw,linoone,de,Geradaks
bw,linoone,es,Linoone
bw,linoone,ko,직구리
bw,wurmple,jp-kana,ケムッソ
bw,wurmple,jp-kanji,ケムッソ
bw,wurmple,en,Wurmple
bw,wurmple,fr,Chenipotte
bw,wurmple,it,Wurmple
bw,wurmple,de,Waumpel
bw,wurmple,es,Wurmple
bw,wurmple,ko,개무소
bw,silcoon,jp-kana,カラサリス
bw,silcoon,jp-kanji,カラサリス
