item_identifier,language,game_group_from,game_revision_from,game_group_to,game_revision_to,name
dire-hit-2,es,bw,,lgpe,,Directo 2
dire-hit-3,de,bw,,la,,Angriffplus3
dire-hit-3,es,bw,,lgpe,,Directo 3
dive-ball,en,rs,,e,,DIVE BALL
dive-ball,fr,rs,,e,,SCUBA BALL
dive-ball,it,rs,,e,,SUB BALL
dive-ball,de,rs,,e,,TAUCHBALL
dive-ball,es,rs,,e,,BUCEO BALL
dome-fossil,en,rb,,e,,DOME FOSSIL
dome-fossil,fr,rb,,e,,FOSSILE DOME
dome-fossil,it,rb,,e,,DOMOFOSSILE
dome-fossil,de,rb,,e,,DOMFOSSIL
dome-fossil,es,rb,,e,,FÓSIL DOMO
dowsing-machine,en,rb,,e,,ITEMFINDER
dowsing-machine,en,hgss,,b2w2,,Dowsing MCHN
dowsing-machine,fr,rb,,e,,CHERCH’OBJET
dowsing-machine,it,rb,,e,,DETECTOR
dowsing-machine,it,hgss,,b2w2,,Ricerca Str.
dowsing-machine,it,xy,,usum,,Ricerca Strum.
dowsing-machine,it,lgpe,,la,,Ricerca strum.
dowsing-machine,de,rb,,e,,DETEKTOR
dowsing-machine,es,rb,,e,,BUSCAOBJETOS
dowsing-machine,ko,gs,,gs,,다우징 머신
dragon-fang,en,gs,,e,,DRAGON FANG
dragon-fang,fr,gs,,e,,CROC DRAGON
dragon-fang,it,gs,,e,,DENTEDIDRAGO
dragon-fang,it,dp,,la,,Dentedidrago
dragon-fang,de,gs,,e,,DRACHENZAHN
dragon-fang,es,gs,,e,,COLMILLODRAG
dragon-fang,es,dp,,b2w2,,Colmillodrag
dragon-fang,ko,gs,,gs,,용의 이빨
dragon-gem,es,bw,,b2w2,,G. Dragón
dragon-scale,en,gs,,e,,DRAGON SCALE
dragon-scale,fr,gs,,e,,ECAILLEDRACO
dragon-scale,fr,dp,,hgss,,Ecailledraco
dragon-scale,fr,bw,,b2w2,,Écailledraco
dragon-scale,it,gs,,e,,SQUAMA DRAGO
dragon-scale,it,dp,,la,,Squama Drago
dragon-scale,de,gs,,e,,DRACHENHAUT
dragon-scale,de,dp,,la,,Drachenhaut
dragon-scale,es,gs,,e,,ESCAMADRAGÓN
dragon-scale,es,dp,,oras,,Escamadragón
dragon-scale,ko,gs,,gs,,용의 비늘
dragon-skull,es,bw,,b2w2,,Crán. Dragón
dropped-item--boy,it,b2w2,,b2w2,,Ogg. perso
dropped-item--boy,es,b2w2,,b2w2,,Obj. Perdido
dropped-item--girl,it,b2w2,,b2w2,,Ogg. perso
dropped-item--girl,es,b2w2,,b2w2,,Obj. Perdido
dubious-disc,es,dp,,b2w2,,Discoxtraño
durin-berry,en,rs,,e,,DURIN BERRY
durin-berry,fr,rs,,e,,BAIE DURIN
durin-berry,it,rs,,e,,BACCADURIAN
durin-berry,de,rs,,e,,DURINBEERE
durin-berry,es,rs,,e,,BAYA RUDION
dynamax-candy,it,ss,,la,,Caram. Dynamax
electirizer,fr,dp,,hgss,,Electiriseur
electirizer,fr,bw,,b2w2,,Électiriseur
electric-gem,fr,bw,,b2w2,,Joyau Électr
electric-gem,es,bw,,b2w2,,G. Eléctrica
electric-gem,es,xy,,la,,Gema Eléctrica
elevator-key,es,xy,,la,,Llave Ascensor
elixir,en,rb,,c,,ELIXER
elixir,en,rs,,e,,ELIXIR
elixir,fr,rb,,e,,ELIXIR
elixir,fr,dp,,hgss,,Elixir
elixir,it,rb,,e,,ELISIR
elixir,de,rb,,e,,ELIXIER
elixir,es,rb,,e,,ELIXIR
elixir,ko,gs,,gs,,PP 에이더
elixir,zh-simp,lgpe,,lgpe,,PP多项小补剂
elixir,zh-trad,lgpe,,lgpe,,PP多項小補劑
energy-powder,en,gs,,e,,ENERGYPOWDER
energy-powder,en,dp,,b2w2,,EnergyPowder
energy-powder,fr,gs,,e,,POUDRENERGIE
energy-powder,it,gs,,e,,POLVENERGIA
energy-powder,de,gs,,e,,ENERGIESTAUB
energy-powder,es,gs,,e,,POLVOENERGÍA
energy-powder,es,dp,,b2w2,,Polvoenergía
energy-powder,ko,gs,,gs,,힘의 가루
energy-root,en,gs,,e,,ENERGY ROOT
energy-root,fr,gs,,e,,RACINENERGIE
energy-root,it,gs,,e,,RADICENERGIA
energy-root,de,gs,,e,,KRAFTWURZEL
energy-root,es,gs,,e,,RAÍZ ENERGÍA
energy-root,ko,gs,,gs,,힘의 뿌리
enigma-berry,en,rs,,e,,ENIGMA BERRY
enigma-berry,fr,rs,,e,,BAIE ENIGMA
enigma-berry,it,rs,,e,,BACCAENIGMA
enigma-berry,de,rs,,e,,ENIGMABEERE
enigma-berry,es,rs,,e,,BAYA ENIGMA
eon-ticket,en,rs,,e,,EON TICKET
eon-ticket,fr,rs,,e,,PASSE EON
eon-ticket,it,rs,,e,,BIGL. EONE
eon-ticket,de,rs,,e,,ÄON-TICKET
eon-ticket,es,rs,,e,,TICKET EÓN
escape-rope,en,rb,,e,,ESCAPE ROPE
escape-rope,fr,rb,,e,,CORDE SORTIE
escape-rope,it,rb,,e,,FUNE DI FUGA
escape-rope,it,dp,,usum,,Fune di Fuga
escape-rope,de,rb,,e,,FLUCHTSEIL
escape-rope,es,rb,,e,,CUERDA HUIDA
escape-rope,ko,gs,,gs,,동굴탈출 로프
ether,en,rb,,e,,ETHER
ether,fr,rb,,e,,HUILE
ether,it,rb,,e,,ETERE
ether,de,rb,,e,,ÄTHER
ether,es,rb,,e,,ÉTER
ether,ko,gs,,gs,,PP 에이드
ether,zh-simp,lgpe,,lgpe,,PP单项小补剂
ether,zh-trad,lgpe,,lgpe,,PP單項小補劑
everstone,en,gs,,e,,EVERSTONE
everstone,fr,gs,,e,,PIERRE STASE
everstone,it,gs,,e,,PIETRASTANTE
everstone,de,gs,,e,,EWIGSTEIN
everstone,es,gs,,e,,PIEDRAETERNA
everstone,es,dp,,b2w2,,Piedraeterna
everstone,ko,gs,,gs,,변함없는 돌
eviolite,es,bw,,la,,Mineral Evol
exp-candy-l,it,ss,,la,,Caram. Esp. L
exp-candy-m,it,ss,,la,,Caram. Esp. M
exp-candy-s,it,ss,,la,,Caram. Esp. S
exp-candy-xl,it,ss,,la,,Caram. Esp. XL
exp-candy-xs,it,ss,,la,,Caram. Esp. XS
exp-charm,es,ss,,la,,Amuleto Exp
exp-share,en,rb,,y,,EXP.ALL
exp-share,en,gs,,c,,EXP.SHARE
exp-share,en,rs,,e,,EXP. SHARE
exp-share,fr,rb,,e,,MULTI EXP
exp-share,it,rb,,y,,DISTRIB ESP.
exp-share,it,gs,,c,,CONDIV.ESP.
exp-share,it,rs,,e,,CONDIV. ESP.
exp-share,it,dp,,b2w2,,Condiv. Esp.
exp-share,it,xy,,usum,,Condividi Esp.
exp-share,it,lgpe,,la,,Condividi esp.
exp-share,de,rb,,e,,EP-TEILER
exp-share,es,rb,,e,,REPARTIR EXP
exp-share,es,dp,,la,,Repartir Exp
expert-belt,es,dp,,b2w2,,Cinta Xperto
explorer-kit,de,dp,,lgpe,,Forschersack
explorer-kit,es,dp,,b2w2,,Kit Explor.
explorer-kit,es,xy,,la,,Kit Explorador
fashion-case,it,dp,,la,,Scatola Chic
fast-ball,en,gs,,c,,FAST BALL
fast-ball,fr,gs,,c,,SPEED BALL
fast-ball,it,gs,,c,,RAPID BALL
fast-ball,de,gs,,c,,TURBOBALL
fast-ball,es,gs,,c,,RAPID BALL
favored-mail,it,bw,,b2w2,,Mess. TVB
favored-mail,es,bw,,b2w2,,C. Favoritos
fighting-gem,es,bw,,b2w2,,G. Lucha
figy-berry,en,rs,,e,,FIGY BERRY
figy-berry,fr,rs,,e,,BAIE FIGUY
figy-berry,it,rs,,e,,BACCAFICO
figy-berry,de,rs,,e,,GIEFEBEERE
figy-berry,es,rs,,e,,BAYA HIGOG
fire-gem,es,bw,,b2w2,,G. Fuego
fire-stone,en,rb,,e,,FIRE STONE
fire-stone,fr,rb,,e,,PIERRE FEU
fire-stone,it,rb,,e,,PIETRAFOCAIA
fire-stone,de,rb,,e,,FEUERSTEIN
fire-stone,es,rb,,e,,PIEDRA FUEGO
fire-stone,ko,gs,,gs,,불꽃의 돌
fishing-rod,it,ss,,la,,Amo
fishing-rod--alola,it,sm,,la,,Amo
flame-plate,fr,dp,,b2w2,,Plaque Flam
fluffy-tail,en,rs,,e,,FLUFFY TAIL
fluffy-tail,fr,rs,,e,,QUEUE SKITTY
fluffy-tail,it,rs,,e,,CODA SKITTY
fluffy-tail,de,rs,,e,,ENECO-RUTE
fluffy-tail,es,rs,,e,,COLA SKITTY
flying-gem,es,bw,,b2w2,,G. Voladora
flying-gem,es,xy,,la,,Gema Voladora
focus-band,en,gs,,e,,FOCUS BAND
focus-band,fr,gs,,c,,BANDEAU +
focus-band,fr,rs,,e,,BANDEAU
focus-band,it,gs,,e,,BANDANA
focus-band,de,gs,,e,,FOKUS-BAND
focus-band,de,dp,,lgpe,,Fokus-Band
focus-band,es,gs,,c,,CINTA-FOCUS
focus-band,es,rs,,e,,CINTA FOCUS
focus-band,es,dp,,la,,Cinta Focus
focus-band,ko,gs,,gs,,기합의 머리띠
focus-sash,fr,dp,,b2w2,,Ceint. Force
focus-sash,es,dp,,la,,Banda Focus
fresh-water,en,rb,,e,,FRESH WATER
fresh-water,fr,rb,,e,,EAU FRAICHE
fresh-water,it,rb,,e,,ACQUA FRESCA
fresh-water,it,dp,,ss,upd-111,Acqua Fresca
fresh-water,de,rb,,e,,TAFELWASSER
fresh-water,es,rb,,e,,AGUA FRESCA
fresh-water,ko,gs,,gs,,맛있는 물
friend-ball,en,gs,,c,,FRIEND BALL
friend-ball,fr,gs,,c,,COPAIN BALL
friend-ball,it,gs,,c,,FRIEND BALL
friend-ball,de,gs,,c,,FREUNDESBALL
friend-ball,es,gs,,c,,AMIGO BALL
friend-ball,ko,gs,,gs,,프랜드볼
full-heal,en,rb,,e,,FULL HEAL
full-heal,fr,rb,,e,,TOTAL SOIN
full-heal,it,rb,,e,,CURA TOTALE
full-heal,it,dp,,usum,,Cura Totale
full-heal,de,rb,,e,,HYPERHEILER
full-heal,es,rb,,e,,CURA TOTAL
full-incense,es,dp,,b2w2,,Incie. Lento
full-restore,en,rb,,e,,FULL RESTORE
full-restore,fr,rb,,e,,GUERISON
full-restore,it,rb,,e,,RICARICA TOT
full-restore,it,dp,,b2w2,,Ricarica Tot
full-restore,it,xy,,usum,,Ricarica Totale
full-restore,de,rb,,e,,TOP-GENESUNG
full-restore,es,rb,,e,,RESTAU. TODO
full-restore,es,dp,,b2w2,,Restau. Todo
galactic-key,it,dp,,ss,,Galachiave
galactic-key,es,dp,,b2w2,,Ll. Galaxia
ganlon-berry,en,rs,,e,,GANLON BERRY
ganlon-berry,fr,rs,,e,,BAIE LINGAN
ganlon-berry,it,rs,,e,,BACCALONGAN
ganlon-berry,de,rs,,e,,LINGANBEERE
ganlon-berry,es,rs,,e,,BAYA GONLAN
gb-sounds,es,hgss,,la,,Lector GB
gb-sounds,zh-simp,lgpe,,lgpe,,GB播放器
gb-sounds,zh-trad,lgpe,,lgpe,,GB播放器
genius-feather,en,bw,,lgpe,,Genius Wing
genius-feather,fr,bw,,lgpe,,Aile Esprit
genius-feather,es,bw,,b2w2,,P. Intelecto
genius-feather,ko,bw,,la,,지력날개
ghost-gem,fr,bw,,b2w2,,Joyau Spectr
ghost-gem,de,bw,,oras,,Geistjuwel
ghost-gem,es,bw,,b2w2,,G. Fantasma
go-goggles,en,rs,,e,,GO-GOGGLES
go-goggles,fr,rs,,e,,LUNET. SABLE
go-goggles,it,rs,,e,,OCCHIALONI
go-goggles,de,rs,,e,,WÜSTENGLAS
go-goggles,de,oras,,lgpe,,Wüstenglas
go-goggles,es,rs,,e,,GAF. AISLAN.
go-goggles,zh-simp,lgpe,,lgpe,,GOGO护目镜
go-goggles,zh-trad,lgpe,,lgpe,,GOGO護目鏡
gold-bottle-cap,ko,sm,,la,,금왕관
gold-leaf,en,gs,,c,,GOLD LEAF
gold-leaf,fr,gs,,c,,FEUILLE D’OR
gold-leaf,it,gs,,c,,FOGLIADORO
gold-leaf,de,gs,,c,,GOLDBLATT
gold-leaf,es,gs,,c,,HOJA DORADA
gold-leaf,ko,gs,,gs,,금빛 나뭇잎
gold-teeth,en,rb,,e,,GOLD TEETH
gold-teeth,fr,rb,,e,,DENT D’OR
gold-teeth,it,rb,,e,,DENTI D’ORO
gold-teeth,de,rb,,e,,GOLDZÄHNE
gold-teeth,es,rb,,y,,DIENTE ORO
gold-teeth,es,frlg,,e,,DIENTES ORO
good-rod,en,rb,,e,,GOOD ROD
good-rod,fr,rb,,e,,SUPER CANNE
good-rod,it,rb,,e,,AMO BUONO
good-rod,it,dp,,la,,Amo Buono
good-rod,de,rb,,e,,PROFIANGEL
good-rod,es,rb,,y,,CAñA BUENA
good-rod,es,gs,,e,,CAÑA BUENA
good-rod,ko,gs,,gs,,좋은 낚싯대
grass-gem,de,bw,,oras,,Pflanzjuwel
grass-gem,es,bw,,b2w2,,G. Planta
great-ball,en,rb,,e,,GREAT BALL
great-ball,fr,rb,,e,,SUPER BALL
great-ball,it,rb,,e,,MEGA BALL
great-ball,de,rb,,e,,SUPERBALL
great-ball,es,rb,,c,,SÚPER BALL
great-ball,es,rs,,e,,SUPERBALL
great-ball,es,dp,,b2w2,,Superball
great-ball,ko,gs,,la,,수퍼볼
great-ball--legends,ko,la,,la,,수퍼볼
great-ball--recipe,ko,la,,la,,수퍼볼
green-apricorn,en,gs,,c,,GRN APRICORN
green-apricorn,en,hgss,,b2w2,,Grn Apricorn
green-apricorn,fr,gs,,c,,NOIGRUME VER
green-apricorn,fr,hgss,,oras,,Noigrume Ver
green-apricorn,it,gs,,c,,GHICOC.VERDE
green-apricorn,it,hgss,,b2w2,,Ghic. Verde
green-apricorn,it,xy,,la,,Ghicocca Verde
green-apricorn,de,gs,,c,,APRIKOKO GRN
green-apricorn,de,hgss,,lgpe,,Aprikoko Grn
green-apricorn,es,gs,,c,,BONGURI VER
green-apricorn,es,hgss,,b2w2,,Bonguri Ver
green-apricorn,ko,gs,,gs,,초록 규토리
green-scarf,en,rs,,e,,GREEN SCARF
green-scarf,fr,rs,,e,,FOUL. VERT
green-scarf,fr,dp,,b2w2,,Foul. Vert
green-scarf,it,rs,,e,,FASCIA VERDE
green-scarf,it,dp,,la,,Fascia Verde
green-scarf,de,rs,,e,,GRÜNER SCHAL
green-scarf,es,rs,,e,,PAÑ. VERDE
green-scarf,es,dp,,b2w2,,Pañ. Verde
green-shard,en,rs,,e,,GREEN SHARD
green-shard,fr,rs,,e,,TESSON VERT
green-shard,it,rs,,e,,COCCIO VERDE
green-shard,it,dp,,la,,Coccio Verde
green-shard,de,rs,,e,,GRÜNSTÜCK
green-shard,es,rs,,e,,PARTE VERDE
greet-mail,it,bw,,b2w2,,Mess. Inizio
greet-mail,es,bw,,b2w2,,C. Inicial
grepa-berry,en,rs,,e,,GREPA BERRY
grepa-berry,fr,rs,,e,,BAIE RESIN
grepa-berry,it,rs,,e,,BACCAUVA
grepa-berry,de,rs,,e,,LABRUSBEERE
grepa-berry,es,rs,,e,,BAYA UVAV
grip-claw,it,dp,,la,,Presartigli
ground-gem,es,bw,,b2w2,,G. Tierra
grubby-hanky,fr,b2w2,,b2w2,,MouchoirSale
grubby-hanky,it,b2w2,,la,,Pezza Sporca
grubby-hanky,es,b2w2,,b2w2,,Pañ. Sucio
guard-spec,en,rb,,e,,GUARD SPEC.
guard-spec,fr,rb,,e,,DEFENSE SPEC
guard-spec,fr,dp,,b2w2,,Défense Spéc
guard-spec,fr,xy,,usum,,Défense Spéciale
guard-spec,it,rb,,e,,SUPERGUARDIA
guard-spec,de,rb,,e,,MEGABLOCK
guard-spec,es,rb,,y,,PROTEC. ESP.
guard-spec,es,gs,,c,,PROTEC. ESP
guard-spec,es,rs,,e,,PROTEC. ESP.
guard-spec,es,dp,,b2w2,,Protec. Esp.
guard-spec,es,xy,,lgpe,,Protec. Especial
guard-spec,ko,gs,,gs,,이펙트 가드
guidebook,en,dp,,la,,Journal
guidebook,fr,dp,,ss,,Journal
guidebook,it,dp,,ss,,Agenda
guidebook,de,dp,,ss,,Tagebuch
guidebook,es,dp,,ss,,Diario
hard-stone,en,gs,,e,,HARD STONE
hard-stone,fr,gs,,e,,PIERRE DURE
hard-stone,it,gs,,e,,PIETRADURA
hard-stone,de,gs,,e,,GRANITSTEIN
hard-stone,es,gs,,e,,PIEDRA DURA
hard-stone,ko,gs,,gs,,딱딱한 돌
heal-powder,en,gs,,e,,HEAL POWDER
heal-powder,fr,gs,,e,,POUDRE SOIN
heal-powder,it,gs,,e,,POLVOCURA
heal-powder,de,gs,,e,,HEILPUDER
heal-powder,es,gs,,e,,POL.CURACIÓN
heal-powder,es,dp,,b2w2,,Pol.curación
health-candy-l,zh-simp,lgpe,,lgpe,,元气糖果L
health-candy-l,zh-trad,lgpe,,lgpe,,元氣糖果L
health-candy-xl,zh-simp,lgpe,,lgpe,,元气糖果XL
health-candy-xl,zh-trad,lgpe,,lgpe,,元氣糖果XL
health-feather,en,bw,,lgpe,,Health Wing
health-feather,fr,bw,,lgpe,,Aile Santé
health-feather,es,bw,,b2w2,,P. Vigor
health-feather,ko,bw,,la,,체력날개
heart-scale,en,rs,,e,,HEART SCALE
heart-scale,fr,rs,,e,,ECAILLECOEUR
heart-scale,fr,dp,,hgss,,Ecaillecoeur
heart-scale,fr,bw,,b2w2,,Écaillecœur
heart-scale,it,rs,,e,,SQUAMA CUORE
heart-scale,it,dp,,la,,Squama Cuore
heart-scale,de,rs,,e,,HERZSCHUPPE
heart-scale,es,rs,,e,,ESC. CORAZÓN
heart-scale,es,dp,,b2w2,,Esc. Corazón
heavy-ball,en,gs,,c,,HEAVY BALL
heavy-ball,fr,gs,,c,,MASSE BALL
heavy-ball,it,gs,,c,,PESO BALL
heavy-ball,de,gs,,c,,SCHWERBALL
heavy-ball,es,gs,,c,,PESO BALL
helix-fossil,en,rb,,e,,HELIX FOSSIL
helix-fossil,fr,rb,,e,,NAUTILE
helix-fossil,it,rb,,e,,HELIXFOSSILE
helix-fossil,de,rb,,e,,HELIXFOSSIL
helix-fossil,es,rb,,e,,FÓSIL HELIX
helix-fossil,es,dp,,b2w2,,Fósil Helix
hm01,zh-simp,lgpe,,lgpe,,秘传学习器01
hm01,zh-trad,lgpe,,lgpe,,秘傳學習器01
hm02,zh-simp,lgpe,,lgpe,,秘传学习器02
hm02,zh-trad,lgpe,,lgpe,,秘傳學習器02
hm03,zh-simp,lgpe,,lgpe,,秘传学习器03
hm03,zh-trad,lgpe,,lgpe,,秘傳學習器03
hm04,zh-simp,lgpe,,lgpe,,秘传学习器04
hm04,zh-trad,lgpe,,lgpe,,秘傳學習器04
hm05,zh-simp,lgpe,,lgpe,,秘传学习器05
hm05,zh-trad,lgpe,,lgpe,,秘傳學習器05
hm06,zh-simp,lgpe,,lgpe,,秘传学习器06
hm06,zh-trad,lgpe,,lgpe,,秘傳學習器06
hm07,zh-simp,lgpe,,lgpe,,秘传学习器07
hm07,zh-trad,lgpe,,lgpe,,秘傳學習器07
hondew-berry,en,rs,,e,,HONDEW BERRY
hondew-berry,fr,rs,,e,,BAIE LONME
hondew-berry,it,rs,,e,,BACCAMELON
hondew-berry,de,rs,,e,,HONMELBEERE
hondew-berry,es,rs,,e,,BAYA MELUCE
honor-of-kalos,es,xy,,la,,Emblema Kalos
hp-up,en,rb,,e,,HP UP
hp-up,fr,rb,,e,,PV PLUS
hp-up,it,rb,,e,,PS-SU
hp-up,it,dp,,la,,PS-Su
hp-up,de,rb,,e,,KP-PLUS
hp-up,es,rb,,e,,MÁS PS
hp-up,ko,gs,,gs,,맥스 업
hp-up,zh-simp,lgpe,,lgpe,,HP增强剂
hp-up,zh-trad,lgpe,,lgpe,,HP增強劑
hyper-potion,en,rb,,e,,HYPER POTION
hyper-potion,fr,rb,,e,,HYPER POTION
hyper-potion,it,rb,,e,,IPERPOZIONE
hyper-potion,de,rb,,e,,HYPERTRANK
hyper-potion,es,rb,,c,,HÍPER POCIÓN
hyper-potion,es,rs,,e,,HIPERPOCIÓN
hyper-potion,ko,gs,,gs,,고급 상처약
iapapa-berry,en,rs,,e,,IAPAPA BERRY
iapapa-berry,fr,rs,,e,,BAIE PAPAYA
iapapa-berry,it,rs,,e,,BACCAPAIA
iapapa-berry,de,rs,,e,,YAPABEERE
iapapa-berry,es,rs,,e,,BAYA PABAYA
ice-gem,it,bw,,b2w2,,Bijoughiac.
ice-gem,es,bw,,b2w2,,G. Hielo
ice-heal,en,rb,,e,,ICE HEAL
ice-heal,fr,rb,,e,,ANTIGEL
ice-heal,it,rb,,e,,ANTIGELO
ice-heal,de,rb,,e,,EISHEILER
ice-heal,es,rb,,e,,ANTIHIELO
ice-heal,ko,gs,,gs,,얼음상태 치료제
ilimas-normalium-z,jp-kana,usum,,usum,,イリマのノーマルＺ
ilimas-normalium-z,jp-kanji,usum,,usum,,イリマのノーマルＺ
ilimas-normalium-z,en,lgpe,,la,,Ilima Normalium Z
ilimas-normalium-z,zh-simp,usum,,lgpe,,伊利马的一般Ｚ
ilimas-normalium-z,zh-trad,usum,,usum,,伊利馬的一般Ｚ
inquiry-mail,fr,bw,,b2w2,,Let. Demande
inquiry-mail,it,bw,,b2w2,,Mess. Chiedi
inquiry-mail,es,bw,,b2w2,,C. Pregunta
insect-plate,fr,dp,,b2w2,,Plaquinsect
iron,en,rb,,e,,IRON
iron,fr,rb,,e,,FER
iron,it,rb,,e,,FERRO
iron,de,rb,,e,,EISEN
iron,es,rb,,e,,HIERRO
jade-orb,it,hgss,,la,,Sfera Verde
kelpsy-berry,en,rs,,e,,KELPSY BERRY
kelpsy-berry,fr,rs,,e,,BAIE ALGA
kelpsy-berry,it,rs,,e,,BACCALGA
kelpsy-berry,de,rs,,e,,SETANGBEERE
kelpsy-berry,es,rs,,e,,BAYA ALGAMA
key-to-room-1,en,rs,,e,,RM. 1 KEY
key-to-room-1,fr,rs,,e,,CLE SALLE 1
key-to-room-1,it,rs,,e,,CHIAVE CAB.1
key-to-room-1,de,rs,,e,,K1-SCHLÜSSEL
key-to-room-1,es,rs,,e,,LL. CABINA 1
key-to-room-2,en,rs,,e,,RM. 2 KEY
key-to-room-2,fr,rs,,e,,CLE SALLE 2
key-to-room-2,it,rs,,e,,CHIAVE CAB.2
key-to-room-2,de,rs,,e,,K2-SCHLÜSSEL
key-to-room-2,es,rs,,e,,LL. CABINA 2
key-to-room-4,en,rs,,e,,RM. 4 KEY
key-to-room-4,fr,rs,,e,,CLE SALLE 4
key-to-room-4,it,rs,,e,,CHIAVE CAB.4
key-to-room-4,de,rs,,e,,K4-SCHLÜSSEL
key-to-room-4,es,rs,,e,,LL. CABINA 4
key-to-room-6,en,rs,,e,,RM. 6 KEY
key-to-room-6,fr,rs,,e,,CLE SALLE 6
key-to-room-6,it,rs,,e,,CHIAVE CAB.6
key-to-room-6,de,rs,,e,,K6-SCHLÜSSEL
key-to-room-6,es,rs,,e,,LL. CABINA 6
kings-rock,en,gs,,e,,KING’S ROCK
kings-rock,fr,gs,,e,,ROCHE ROYALE
kings-rock,it,gs,,e,,ROCCIA DI RE
kings-rock,it,dp,,b2w2,,Roccia Di Re
kings-rock,it,xy,,la,,Roccia di Re
kings-rock,de,gs,,e,,KING-STEIN
kings-rock,es,gs,,e,,ROCA DEL REY
kings-rock,ko,gs,,gs,,왕의 징표석
lagging-tail,de,dp,,oras,,Schwerschwf.
lansat-berry,en,rs,,e,,LANSAT BERRY
lansat-berry,fr,rs,,e,,BAIE LANSAT
lansat-berry,it,rs,,e,,BACCALANGSA
lansat-berry,de,rs,,e,,LANSATBEERE
lansat-berry,es,rs,,e,,BAYA ZONLAN
lava-cookie,en,rs,,e,,LAVA COOKIE
lava-cookie,fr,rs,,e,,LAVA COOKIE
lava-cookie,it,rs,,e,,LAVOTTINO
lava-cookie,de,rs,,e,,LAVAKEKS
lava-cookie,es,rs,,e,,GALLETA LAVA
lax-incense,en,rs,,e,,LAX INCENSE
lax-incense,fr,rs,,e,,ENCENS DOUX
lax-incense,it,rs,,e,,DISTRAROMA
lax-incense,de,rs,,e,,LAXRAUCH
lax-incense,es,rs,,e,,INCIE. SUAVE
lax-incense,es,dp,,b2w2,,Incie. Suave
leaf-stone,en,rb,,e,,LEAF STONE
leaf-stone,fr,rb,,e,,PIERREPLANTE
leaf-stone,fr,dp,,b2w2,,Pierreplante
leaf-stone,it,rb,,e,,PIETRAFOGLIA
leaf-stone,de,rb,,e,,BLATTSTEIN
leaf-stone,es,rb,,e,,PIEDRA HOJA
leaf-stone,ko,gs,,gs,,잎사귀 돌
leek,en,gs,,e,,STICK
leek,en,dp,,lgpe,,Stick
leek,fr,gs,,e,,BATON
leek,fr,dp,,lgpe,,Bâton
leek,it,gs,,e,,GAMBO
leek,it,dp,,la,,Gambo
leek,de,gs,,e,,LAUCHSTANGE
leek,es,gs,,e,,PALO
leek,es,dp,,lgpe,,Palo
leftovers,en,gs,,e,,LEFTOVERS
leftovers,fr,gs,,e,,RESTES
leftovers,it,gs,,e,,AVANZI
leftovers,de,gs,,e,,ÜBERRESTE
leftovers,es,gs,,e,,RESTOS
leftovers,ko,gs,,gs,,먹다 남은 음식
lemonade,en,rb,,e,,LEMONADE
lemonade,fr,rb,,e,,LIMONADE
lemonade,it,rb,,e,,LEMONSUCCO
lemonade,de,rb,,e,,LIMONADE
lemonade,es,rb,,e,,LIMONADA
lemonade,ko,gs,,gs,,후르츠 밀크
leppa-berry,en,rs,,e,,LEPPA BERRY
leppa-berry,fr,rs,,e,,BAIE MEPO
leppa-berry,it,rs,,e,,BACCAMELA
leppa-berry,de,rs,,e,,JONAGOBEERE
leppa-berry,es,rs,,e,,BAYA ZANAMA
letter,en,rs,,e,,LETTER
letter,fr,rs,,e,,LETTRE
letter,it,rs,,e,,LETTERA
letter,de,rs,,e,,BRIEF
letter,es,rs,,e,,CARTA
level-ball,en,gs,,c,,LEVEL BALL
level-ball,fr,gs,,c,,NIVEAU BALL
level-ball,it,gs,,c,,LEVEL BALL
level-ball,de,gs,,c,,LEVELBALL
level-ball,es,gs,,c,,NIVEL BALL
liberty-pass,fr,bw,,oras,,Pass Liberté
liberty-pass,es,bw,,b2w2,,T. Libertad
liechi-berry,en,rs,,e,,LIECHI BERRY
liechi-berry,fr,rs,,e,,BAIE LICHII
liechi-berry,it,rs,,e,,BACCALICI
liechi-berry,de,rs,,e,,LYDZIBEERE
liechi-berry,es,rs,,e,,BAYA LICHI
lift-key,en,rb,,e,,LIFT KEY
lift-key,fr,rb,,e,,CLE ASC.
lift-key,it,rb,,e,,CHIAVE ASC.
lift-key,de,rb,,e,,LIFTÖFFNER
lift-key,es,rb,,e,,LL. ASCENSOR
lift-key,es,lgpe,,la,,Llave Ascensor
light-ball,en,gs,,e,,LIGHT BALL
light-ball,fr,gs,,e,,BALLELUMIERE
light-ball,fr,dp,,b2w2,,Ballelumière
light-ball,it,gs,,e,,ELETTROPALLA
light-ball,de,gs,,e,,KUGELBLITZ
light-ball,es,gs,,e,,BOLALUMINOSA
light-ball,es,dp,,oras,,Bolaluminosa
light-clay,it,dp,,la,,Creta Luce
like-mail,it,bw,,la,,Mess. Sugg.
like-mail,es,bw,,b2w2,,C. Gustos
lock-capsule,fr,hgss,,hgss,,Poké Ecrin
lock-capsule,it,hgss,,b2w2,,Cap. Scrigno
lock-capsule,it,xy,,la,,Capsula Scrigno
lock-capsule,es,hgss,,b2w2,,Cáp. Candado
lost-item,en,gs,,c,,LOST ITEM
lost-item,fr,gs,,c,,OBJET PERDU
lost-item,it,gs,,c,,STRUM.PERSO
lost-item,it,hgss,,b2w2,,Strum. perso
lost-item,de,gs,,c,,FUNDSACHE
