game_group_identifier,pokemon_identifier,stat_identifier,base_value,ev_yield
dp,torterra,defense,105,1
dp,torterra,sp-atk,75,0
dp,torterra,sp-def,85,0
dp,torterra,speed,56,0
dp,chimchar,hp,44,0
dp,chimchar,attack,58,0
dp,chimchar,defense,44,0
dp,chimchar,sp-atk,58,0
dp,chimchar,sp-def,44,0
dp,chimchar,speed,61,1
dp,monferno,hp,64,0
dp,monferno,attack,78,0
dp,monferno,defense,52,0
dp,monferno,sp-atk,78,1
dp,monferno,sp-def,52,0
dp,monferno,speed,81,1
dp,infernape,hp,76,0
dp,infernape,attack,104,1
dp,infernape,defense,71,0
dp,infernape,sp-atk,104,1
dp,infernape,sp-def,71,0
dp,infernape,speed,108,1
dp,piplup,hp,53,0
dp,piplup,attack,51,0
dp,piplup,defense,53,0
dp,piplup,sp-atk,61,1
dp,piplup,sp-def,56,0
dp,piplup,speed,40,0
dp,prinplup,hp,64,0
dp,prinplup,attack,66,0
dp,prinplup,defense,68,0
dp,prinplup,sp-atk,81,2
dp,prinplup,sp-def,76,0
dp,prinplup,speed,50,0
dp,empoleon,hp,84,0
dp,empoleon,attack,86,0
dp,empoleon,defense,88,0
dp,empoleon,sp-atk,111,3
dp,empoleon,sp-def,101,0
dp,empoleon,speed,60,0
dp,starly,hp,40,0
dp,starly,attack,55,0
dp,starly,defense,30,0
dp,starly,sp-atk,30,0
dp,starly,sp-def,30,0
dp,starly,speed,60,1
dp,staravia,hp,55,0
dp,staravia,attack,75,0
dp,staravia,defense,50,0
dp,staravia,sp-atk,40,0
dp,staravia,sp-def,40,0
dp,staravia,speed,80,2
dp,staraptor,hp,85,0
dp,staraptor,attack,120,3
dp,staraptor,defense,70,0
dp,staraptor,sp-atk,50,0
dp,staraptor,sp-def,50,0
dp,staraptor,speed,100,0
dp,bidoof,hp,59,1
dp,bidoof,attack,45,0
dp,bidoof,defense,40,0
dp,bidoof,sp-atk,35,0
dp,bidoof,sp-def,40,0
dp,bidoof,speed,31,0
dp,bibarel,hp,79,0
dp,bibarel,attack,85,2
dp,bibarel,defense,60,0
dp,bibarel,sp-atk,55,0
dp,bibarel,sp-def,60,0
dp,bibarel,speed,71,0
dp,kricketot,hp,37,0
dp,kricketot,attack,25,0
dp,kricketot,defense,41,1
dp,kricketot,sp-atk,25,0
dp,kricketot,sp-def,41,0
dp,kricketot,speed,25,0
dp,kricketune,hp,77,0
dp,kricketune,attack,85,2
dp,kricketune,defense,51,0
dp,kricketune,sp-atk,55,0
dp,kricketune,sp-def,51,0
dp,kricketune,speed,65,0
dp,shinx,hp,45,0
dp,shinx,attack,65,1
dp,shinx,defense,34,0
dp,shinx,sp-atk,40,0
dp,shinx,sp-def,34,0
dp,shinx,speed,45,0
dp,luxio,hp,60,0
dp,luxio,attack,85,2
dp,luxio,defense,49,0
dp,luxio,sp-atk,60,0
dp,luxio,sp-def,49,0
dp,luxio,speed,60,0
dp,luxray,hp,80,0
dp,luxray,attack,120,3
dp,luxray,defense,79,0
dp,luxray,sp-atk,95,0
dp,luxray,sp-def,79,0
dp,luxray,speed,70,0
dp,budew,hp,40,0
dp,budew,attack,30,0
dp,budew,defense,35,0
dp,budew,sp-atk,50,1
dp,budew,sp-def,70,0
dp,budew,speed,55,0
dp,roserade,hp,60,0
dp,roserade,attack,70,0
dp,roserade,defense,55,0
dp,roserade,sp-atk,125,3
dp,roserade,sp-def,105,0
dp,roserade,speed,90,0
dp,cranidos,hp,67,0
dp,cranidos,attack,125,1
dp,cranidos,defense,40,0
dp,cranidos,sp-atk,30,0
dp,cranidos,sp-def,30,0
dp,cranidos,speed,58,0
dp,rampardos,hp,97,0
dp,rampardos,attack,165,2
dp,rampardos,defense,60,0
dp,rampardos,sp-atk,65,0
dp,rampardos,sp-def,50,0
dp,rampardos,speed,58,0
dp,shieldon,hp,30,0
dp,shieldon,attack,42,0
dp,shieldon,defense,118,1
dp,shieldon,sp-atk,42,0
dp,shieldon,sp-def,88,0
dp,shieldon,speed,30,0
dp,bastiodon,hp,60,0
dp,bastiodon,attack,52,0
dp,bastiodon,defense,168,2
dp,bastiodon,sp-atk,47,0
dp,bastiodon,sp-def,138,0
dp,bastiodon,speed,30,0
dp,burmy-plant-cloak,hp,40,0
dp,burmy-plant-cloak,attack,29,0
dp,burmy-plant-cloak,defense,45,0
dp,burmy-plant-cloak,sp-atk,29,0
dp,burmy-plant-cloak,sp-def,45,1
dp,burmy-plant-cloak,speed,36,0
dp,burmy-sandy-cloak,hp,40,0
dp,burmy-sandy-cloak,attack,29,0
dp,burmy-sandy-cloak,defense,45,0
dp,burmy-sandy-cloak,sp-atk,29,0
dp,burmy-sandy-cloak,sp-def,45,1
dp,burmy-sandy-cloak,speed,36,0
dp,burmy-trash-cloak,hp,40,0
dp,burmy-trash-cloak,attack,29,0
dp,burmy-trash-cloak,defense,45,0
dp,burmy-trash-cloak,sp-atk,29,0
dp,burmy-trash-cloak,sp-def,45,1
dp,burmy-trash-cloak,speed,36,0
dp,wormadam-plant-cloak,hp,60,0
dp,wormadam-plant-cloak,attack,59,0
dp,wormadam-plant-cloak,defense,85,0
dp,wormadam-plant-cloak,sp-atk,79,0
dp,wormadam-plant-cloak,sp-def,105,2
dp,wormadam-plant-cloak,speed,36,0
dp,wormadam-sandy-cloak,hp,60,0
dp,wormadam-sandy-cloak,attack,79,0
dp,wormadam-sandy-cloak,defense,105,2
dp,wormadam-sandy-cloak,sp-atk,59,0
dp,wormadam-sandy-cloak,sp-def,85,0
dp,wormadam-sandy-cloak,speed,36,0
dp,wormadam-trash-cloak,hp,60,0
dp,wormadam-trash-cloak,attack,69,0
dp,wormadam-trash-cloak,defense,95,1
dp,wormadam-trash-cloak,sp-atk,69,0
dp,wormadam-trash-cloak,sp-def,95,1
dp,wormadam-trash-cloak,speed,36,0
dp,mothim,hp,70,0
dp,mothim,attack,94,1
dp,mothim,defense,50,0
dp,mothim,sp-atk,94,1
dp,mothim,sp-def,50,0
dp,mothim,speed,66,0
dp,combee,hp,30,0
dp,combee,attack,30,0
dp,combee,defense,42,0
dp,combee,sp-atk,30,0
dp,combee,sp-def,42,0
dp,combee,speed,70,1
dp,vespiquen,hp,70,0
dp,vespiquen,attack,80,0
dp,vespiquen,defense,102,1
dp,vespiquen,sp-atk,80,0
dp,vespiquen,sp-def,102,1
dp,vespiquen,speed,40,0
dp,pachirisu,hp,60,0
dp,pachirisu,attack,45,0
dp,pachirisu,defense,70,0
dp,pachirisu,sp-atk,45,0
dp,pachirisu,sp-def,90,0
dp,pachirisu,speed,95,1
dp,buizel,hp,55,0
dp,buizel,attack,65,0
dp,buizel,defense,35,0
dp,buizel,sp-atk,60,0
dp,buizel,sp-def,30,0
dp,buizel,speed,85,1
dp,floatzel,hp,85,0
dp,floatzel,attack,105,0
dp,floatzel,defense,55,0
dp,floatzel,sp-atk,85,0
dp,floatzel,sp-def,50,0
dp,floatzel,speed,115,2
dp,cherubi,hp,45,0
dp,cherubi,attack,35,0
dp,cherubi,defense,45,0
dp,cherubi,sp-atk,62,1
dp,cherubi,sp-def,53,0
dp,cherubi,speed,35,0
dp,cherrim-overcast-form,hp,70,0
dp,cherrim-overcast-form,attack,60,0
dp,cherrim-overcast-form,defense,70,0
dp,cherrim-overcast-form,sp-atk,87,2
dp,cherrim-overcast-form,sp-def,78,0
dp,cherrim-overcast-form,speed,85,0
dp,cherrim-sunshine-form,hp,70,0
dp,cherrim-sunshine-form,attack,60,0
dp,cherrim-sunshine-form,defense,70,0
dp,cherrim-sunshine-form,sp-atk,87,2
dp,cherrim-sunshine-form,sp-def,78,0
dp,cherrim-sunshine-form,speed,85,0
dp,shellos-west-sea,hp,76,1
dp,shellos-west-sea,attack,48,0
dp,shellos-west-sea,defense,48,0
dp,shellos-west-sea,sp-atk,57,0
dp,shellos-west-sea,sp-def,62,0
dp,shellos-west-sea,speed,34,0
dp,shellos-east-sea,hp,76,1
dp,shellos-east-sea,attack,48,0
dp,shellos-east-sea,defense,48,0
dp,shellos-east-sea,sp-atk,57,0
dp,shellos-east-sea,sp-def,62,0
dp,shellos-east-sea,speed,34,0
dp,gastrodon-west-sea,hp,111,2
dp,gastrodon-west-sea,attack,83,0
dp,gastrodon-west-sea,defense,68,0
dp,gastrodon-west-sea,sp-atk,92,0
dp,gastrodon-west-sea,sp-def,82,0
dp,gastrodon-west-sea,speed,39,0
dp,gastrodon-east-sea,hp,111,2
dp,gastrodon-east-sea,attack,83,0
dp,gastrodon-east-sea,defense,68,0
dp,gastrodon-east-sea,sp-atk,92,0
dp,gastrodon-east-sea,sp-def,82,0
dp,gastrodon-east-sea,speed,39,0
dp,ambipom,hp,75,0
dp,ambipom,attack,100,0
dp,ambipom,defense,66,0
dp,ambipom,sp-atk,60,0
dp,ambipom,sp-def,66,0
dp,ambipom,speed,115,2
dp,drifloon,hp,90,1
dp,drifloon,attack,50,0
dp,drifloon,defense,34,0
dp,drifloon,sp-atk,60,0
dp,drifloon,sp-def,44,0
dp,drifloon,speed,70,0
dp,drifblim,hp,150,2
dp,drifblim,attack,80,0
dp,drifblim,defense,44,0
dp,drifblim,sp-atk,90,0
dp,drifblim,sp-def,54,0
dp,drifblim,speed,80,0
dp,buneary,hp,55,0
dp,buneary,attack,66,0
dp,buneary,defense,44,0
dp,buneary,sp-atk,44,0
dp,buneary,sp-def,56,0
dp,buneary,speed,85,1
dp,lopunny,hp,65,0
dp,lopunny,attack,76,0
dp,lopunny,defense,84,0
dp,lopunny,sp-atk,54,0
dp,lopunny,sp-def,96,0
dp,lopunny,speed,105,2
dp,mismagius,hp,60,0
dp,mismagius,attack,60,0
dp,mismagius,defense,60,0
dp,mismagius,sp-atk,105,1
dp,mismagius,sp-def,105,1
dp,mismagius,speed,105,0
dp,honchkrow,hp,100,0
dp,honchkrow,attack,125,2
dp,honchkrow,defense,52,0
dp,honchkrow,sp-atk,105,0
dp,honchkrow,sp-def,52,0
dp,honchkrow,speed,71,0
dp,glameow,hp,49,0
dp,glameow,attack,55,0
dp,glameow,defense,42,0
dp,glameow,sp-atk,42,0
dp,glameow,sp-def,37,0
dp,glameow,speed,85,1
dp,purugly,hp,71,0
dp,purugly,attack,82,0
dp,purugly,defense,64,0
dp,purugly,sp-atk,64,0
dp,purugly,sp-def,59,0
dp,purugly,speed,112,2
dp,chingling,hp,45,0
dp,chingling,attack,30,0
dp,chingling,defense,50,0
dp,chingling,sp-atk,65,1
dp,chingling,sp-def,50,0
dp,chingling,speed,45,0
dp,stunky,hp,63,0
dp,stunky,attack,63,0
dp,stunky,defense,47,0
dp,stunky,sp-atk,41,0
dp,stunky,sp-def,41,0
dp,stunky,speed,74,1
dp,skuntank,hp,103,2
dp,skuntank,attack,93,0
dp,skuntank,defense,67,0
dp,skuntank,sp-atk,71,0
dp,skuntank,sp-def,61,0
dp,skuntank,speed,84,0
dp,bronzor,hp,57,0
dp,bronzor,attack,24,0
dp,bronzor,defense,86,1
dp,bronzor,sp-atk,24,0
dp,bronzor,sp-def,86,0
dp,bronzor,speed,23,0
dp,bronzong,hp,67,0
dp,bronzong,attack,89,0
dp,bronzong,defense,116,1
dp,bronzong,sp-atk,79,0
dp,bronzong,sp-def,116,1
dp,bronzong,speed,33,0
dp,bonsly,hp,50,0
dp,bonsly,attack,80,0
dp,bonsly,defense,95,1
dp,bonsly,sp-atk,10,0
dp,bonsly,sp-def,45,0
dp,bonsly,speed,10,0
dp,mime-jr,hp,20,0
dp,mime-jr,attack,25,0
dp,mime-jr,defense,45,0
dp,mime-jr,sp-atk,70,0
dp,mime-jr,sp-def,90,1
dp,mime-jr,speed,60,0
dp,happiny,hp,100,1
dp,happiny,attack,5,0
dp,happiny,defense,5,0
dp,happiny,sp-atk,15,0
dp,happiny,sp-def,65,0
dp,happiny,speed,30,0
dp,chatot,hp,76,0
dp,chatot,attack,65,1
dp,chatot,defense,45,0
dp,chatot,sp-atk,92,0
dp,chatot,sp-def,42,0
dp,chatot,speed,91,0
dp,spiritomb,hp,50,0
dp,spiritomb,attack,92,0
dp,spiritomb,defense,108,1
dp,spiritomb,sp-atk,92,0
dp,spiritomb,sp-def,108,1
dp,spiritomb,speed,35,0
dp,gible,hp,58,0
dp,gible,attack,70,1
dp,gible,defense,45,0
dp,gible,sp-atk,40,0
dp,gible,sp-def,45,0
dp,gible,speed,42,0
dp,gabite,hp,68,0
dp,gabite,attack,90,2
dp,gabite,defense,65,0
dp,gabite,sp-atk,50,0
dp,gabite,sp-def,55,0
dp,gabite,speed,82,0
dp,garchomp,hp,108,0
dp,garchomp,attack,130,3
dp,garchomp,defense,95,0
dp,garchomp,sp-atk,80,0
dp,garchomp,sp-def,85,0
dp,garchomp,speed,102,0
dp,munchlax,hp,135,1
dp,munchlax,attack,85,0
dp,munchlax,defense,40,0
dp,munchlax,sp-atk,40,0
dp,munchlax,sp-def,85,0
dp,munchlax,speed,5,0
dp,riolu,hp,40,0
dp,riolu,attack,70,1
dp,riolu,defense,40,0
dp,riolu,sp-atk,35,0
dp,riolu,sp-def,40,0
dp,riolu,speed,60,0
dp,lucario,hp,70,0
dp,lucario,attack,110,1
dp,lucario,defense,70,0
dp,lucario,sp-atk,115,1
dp,lucario,sp-def,70,0
dp,lucario,speed,90,0
dp,hippopotas,hp,68,0
dp,hippopotas,attack,72,0
dp,hippopotas,defense,78,1
dp,hippopotas,sp-atk,38,0
dp,hippopotas,sp-def,42,0
dp,hippopotas,speed,32,0
dp,hippowdon,hp,108,0
dp,hippowdon,attack,112,0
dp,hippowdon,defense,118,2
dp,hippowdon,sp-atk,68,0
dp,hippowdon,sp-def,72,0
dp,hippowdon,speed,47,0
dp,skorupi,hp,40,0
dp,skorupi,attack,50,0
dp,skorupi,defense,90,1
dp,skorupi,sp-atk,30,0
dp,skorupi,sp-def,55,0
dp,skorupi,speed,65,0
dp,drapion,hp,70,0
dp,drapion,attack,90,0
dp,drapion,defense,110,2
dp,drapion,sp-atk,60,0
dp,drapion,sp-def,75,0
dp,drapion,speed,95,0
dp,croagunk,hp,48,0
dp,croagunk,attack,61,1
dp,croagunk,defense,40,0
dp,croagunk,sp-atk,61,0
dp,croagunk,sp-def,40,0
dp,croagunk,speed,50,0
dp,toxicroak,hp,83,0
dp,toxicroak,attack,106,2
dp,toxicroak,defense,65,0
dp,toxicroak,sp-atk,86,0
dp,toxicroak,sp-def,65,0
dp,toxicroak,speed,85,0
dp,carnivine,hp,74,0
dp,carnivine,attack,100,2
dp,carnivine,defense,72,0
dp,carnivine,sp-atk,90,0
dp,carnivine,sp-def,72,0
dp,carnivine,speed,46,0
dp,finneon,hp,49,0
dp,finneon,attack,49,0
dp,finneon,defense,56,0
dp,finneon,sp-atk,49,0
dp,finneon,sp-def,61,0
dp,finneon,speed,66,1
dp,lumineon,hp,69,0
dp,lumineon,attack,69,0
dp,lumineon,defense,76,0
dp,lumineon,sp-atk,69,0
dp,lumineon,sp-def,86,0
dp,lumineon,speed,91,2
dp,mantyke,hp,45,0
dp,mantyke,attack,20,0
dp,mantyke,defense,50,0
dp,mantyke,sp-atk,60,0
dp,mantyke,sp-def,120,1
dp,mantyke,speed,50,0
dp,snover,hp,60,0
dp,snover,attack,62,1
dp,snover,defense,50,0
dp,snover,sp-atk,62,0
dp,snover,sp-def,60,0
dp,snover,speed,40,0
dp,abomasnow,hp,90,0
dp,abomasnow,attack,92,1
dp,abomasnow,defense,75,0
dp,abomasnow,sp-atk,92,1
dp,abomasnow,sp-def,85,0
dp,abomasnow,speed,60,0
dp,weavile,hp,70,0
dp,weavile,attack,120,1
dp,weavile,defense,65,0
dp,weavile,sp-atk,45,0
dp,weavile,sp-def,85,0
dp,weavile,speed,125,1
dp,magnezone,hp,70,0
dp,magnezone,attack,70,0
dp,magnezone,defense,115,0
dp,magnezone,sp-atk,130,3
dp,magnezone,sp-def,90,0
dp,magnezone,speed,60,0
dp,lickilicky,hp,110,3
dp,lickilicky,attack,85,0
dp,lickilicky,defense,95,0
dp,lickilicky,sp-atk,80,0
dp,lickilicky,sp-def,95,0
dp,lickilicky,speed,50,0
dp,rhyperior,hp,115,0
dp,rhyperior,attack,140,3
dp,rhyperior,defense,130,0
dp,rhyperior,sp-atk,55,0
dp,rhyperior,sp-def,55,0
dp,rhyperior,speed,40,0
dp,tangrowth,hp,100,0
dp,tangrowth,attack,100,0
dp,tangrowth,defense,125,2
dp,tangrowth,sp-atk,110,0
dp,tangrowth,sp-def,50,0
dp,tangrowth,speed,50,0
dp,electivire,hp,75,0
dp,electivire,attack,123,3
dp,electivire,defense,67,0
dp,electivire,sp-atk,95,0
dp,electivire,sp-def,85,0
dp,electivire,speed,95,0
dp,magmortar,hp,75,0
dp,magmortar,attack,95,0
dp,magmortar,defense,67,0
dp,magmortar,sp-atk,125,3
dp,magmortar,sp-def,95,0
dp,magmortar,speed,83,0
dp,togekiss,hp,85,0
dp,togekiss,attack,50,0
dp,togekiss,defense,95,0
dp,togekiss,sp-atk,120,2
dp,togekiss,sp-def,115,1
dp,togekiss,speed,80,0
dp,yanmega,hp,86,0
dp,yanmega,attack,76,2
dp,yanmega,defense,86,0
dp,yanmega,sp-atk,116,0
dp,yanmega,sp-def,56,0
dp,yanmega,speed,95,0
dp,leafeon,hp,65,0
dp,leafeon,attack,110,0
dp,leafeon,defense,130,2
dp,leafeon,sp-atk,60,0
dp,leafeon,sp-def,65,0
dp,leafeon,speed,95,0
dp,glaceon,hp,65,0
dp,glaceon,attack,60,0
dp,glaceon,defense,110,0
dp,glaceon,sp-atk,130,2
dp,glaceon,sp-def,95,0
dp,glaceon,speed,65,0
dp,gliscor,hp,75,0
dp,gliscor,attack,95,0
dp,gliscor,defense,125,2
dp,gliscor,sp-atk,45,0
dp,gliscor,sp-def,75,0
dp,gliscor,speed,95,0
dp,mamoswine,hp,110,0
dp,mamoswine,attack,130,3
dp,mamoswine,defense,80,0
dp,mamoswine,sp-atk,70,0
dp,mamoswine,sp-def,60,0
dp,mamoswine,speed,80,0
dp,porygon-z,hp,85,0
dp,porygon-z,attack,80,0
dp,porygon-z,defense,70,0
dp,porygon-z,sp-atk,135,3
dp,porygon-z,sp-def,75,0
dp,porygon-z,speed,90,0
dp,gallade,hp,68,0
dp,gallade,attack,125,3
dp,gallade,defense,65,0
dp,gallade,sp-atk,65,0
dp,gallade,sp-def,115,0
dp,gallade,speed,80,0
dp,probopass,hp,60,0
dp,probopass,attack,55,0
dp,probopass,defense,145,1
dp,probopass,sp-atk,75,0
dp,probopass,sp-def,150,2
dp,probopass,speed,40,0
dp,dusknoir,hp,45,0
dp,dusknoir,attack,100,0
dp,dusknoir,defense,135,1
dp,dusknoir,sp-atk,65,0
dp,dusknoir,sp-def,135,2
dp,dusknoir,speed,45,0
dp,froslass,hp,70,0
dp,froslass,attack,80,0
dp,froslass,defense,70,0
dp,froslass,sp-atk,80,0
dp,froslass,sp-def,70,0
dp,froslass,speed,110,2
dp,rotom,hp,50,0
dp,rotom,attack,50,0
dp,rotom,defense,77,0
dp,rotom,sp-atk,95,1
dp,rotom,sp-def,77,0
dp,rotom,speed,91,1
dp,uxie,hp,75,0
dp,uxie,attack,75,0
dp,uxie,defense,130,2
dp,uxie,sp-atk,75,0
dp,uxie,sp-def,130,1
dp,uxie,speed,95,0
dp,mesprit,hp,80,0
dp,mesprit,attack,105,1
dp,mesprit,defense,105,0
dp,mesprit,sp-atk,105,1
dp,mesprit,sp-def,105,1
dp,mesprit,speed,80,0
dp,azelf,hp,75,0
dp,azelf,attack,125,2
dp,azelf,defense,70,0
dp,azelf,sp-atk,125,1
dp,azelf,sp-def,70,0
dp,azelf,speed,115,0
dp,dialga,hp,100,0
dp,dialga,attack,120,0
dp,dialga,defense,120,0
dp,dialga,sp-atk,150,3
dp,dialga,sp-def,100,0
dp,dialga,speed,90,0
dp,palkia,hp,90,0
dp,palkia,attack,120,0
dp,palkia,defense,100,0
dp,palkia,sp-atk,150,3
dp,palkia,sp-def,120,0
dp,palkia,speed,100,0
dp,heatran,hp,91,0
dp,heatran,attack,90,0
dp,heatran,defense,106,0
dp,heatran,sp-atk,130,3
dp,heatran,sp-def,106,0
dp,heatran,speed,77,0
dp,regigigas,hp,110,0
dp,regigigas,attack,160,3
dp,regigigas,defense,110,0
dp,regigigas,sp-atk,80,0
dp,regigigas,sp-def,110,0
dp,regigigas,speed,100,0
dp,giratina-altered-forme,hp,150,3
dp,giratina-altered-forme,attack,100,0
dp,giratina-altered-forme,defense,120,0
dp,giratina-altered-forme,sp-atk,100,0
dp,giratina-altered-forme,sp-def,120,0
dp,giratina-altered-forme,speed,90,0
dp,cresselia,hp,120,0
dp,cresselia,attack,70,0
dp,cresselia,defense,120,0
dp,cresselia,sp-atk,75,0
dp,cresselia,sp-def,130,3
dp,cresselia,speed,85,0
dp,phione,hp,80,1
dp,phione,attack,80,0
dp,phione,defense,80,0
dp,phione,sp-atk,80,0
dp,phione,sp-def,80,0
dp,phione,speed,80,0
dp,manaphy,hp,100,3
dp,manaphy,attack,100,0
dp,manaphy,defense,100,0
dp,manaphy,sp-atk,100,0
dp,manaphy,sp-def,100,0
dp,manaphy,speed,100,0
dp,darkrai,hp,70,0
dp,darkrai,attack,90,0
dp,darkrai,defense,90,0
dp,darkrai,sp-atk,135,2
dp,darkrai,sp-def,90,0
dp,darkrai,speed,125,1
dp,shaymin-land-forme,hp,100,3
dp,shaymin-land-forme,attack,100,0
dp,shaymin-land-forme,defense,100,0
dp,shaymin-land-forme,sp-atk,100,0
dp,shaymin-land-forme,sp-def,100,0
dp,shaymin-land-forme,speed,100,0
dp,arceus-normal-type,hp,120,3
dp,arceus-normal-type,attack,120,0
dp,arceus-normal-type,defense,120,0
dp,arceus-normal-type,sp-atk,120,0
dp,arceus-normal-type,sp-def,120,0
dp,arceus-normal-type,speed,120,0
dp,arceus-fighting-type,hp,120,3
dp,arceus-fighting-type,attack,120,0
dp,arceus-fighting-type,defense,120,0
dp,arceus-fighting-type,sp-atk,120,0
dp,arceus-fighting-type,sp-def,120,0
dp,arceus-fighting-type,speed,120,0
dp,arceus-flying-type,hp,120,3
dp,arceus-flying-type,attack,120,0
dp,arceus-flying-type,defense,120,0
dp,arceus-flying-type,sp-atk,120,0
dp,arceus-flying-type,sp-def,120,0
dp,arceus-flying-type,speed,120,0
dp,arceus-poison-type,hp,120,3
dp,arceus-poison-type,attack,120,0
dp,arceus-poison-type,defense,120,0
dp,arceus-poison-type,sp-atk,120,0
dp,arceus-poison-type,sp-def,120,0
dp,arceus-poison-type,speed,120,0
dp,arceus-ground-type,hp,120,3
dp,arceus-ground-type,attack,120,0
dp,arceus-ground-type,defense,120,0
dp,arceus-ground-type,sp-atk,120,0
dp,arceus-ground-type,sp-def,120,0
dp,arceus-ground-type,speed,120,0
dp,arceus-rock-type,hp,120,3
dp,arceus-rock-type,attack,120,0
dp,arceus-rock-type,defense,120,0
dp,arceus-rock-type,sp-atk,120,0
dp,arceus-rock-type,sp-def,120,0
dp,arceus-rock-type,speed,120,0
dp,arceus-bug-type,hp,120,3
dp,arceus-bug-type,attack,120,0
dp,arceus-bug-type,defense,120,0
dp,arceus-bug-type,sp-atk,120,0
dp,arceus-bug-type,sp-def,120,0
dp,arceus-bug-type,speed,120,0
dp,arceus-ghost-type,hp,120,3
dp,arceus-ghost-type,attack,120,0
dp,arceus-ghost-type,defense,120,0
dp,arceus-ghost-type,sp-atk,120,0
dp,arceus-ghost-type,sp-def,120,0
dp,arceus-ghost-type,speed,120,0
dp,arceus-steel-type,hp,120,3
dp,arceus-steel-type,attack,120,0
dp,arceus-steel-type,defense,120,0
dp,arceus-steel-type,sp-atk,120,0
dp,arceus-steel-type,sp-def,120,0
dp,arceus-steel-type,speed,120,0
dp,arceus-fire-type,hp,120,3
dp,arceus-fire-type,attack,120,0
dp,arceus-fire-type,defense,120,0
dp,arceus-fire-type,sp-atk,120,0
dp,arceus-fire-type,sp-def,120,0
dp,arceus-fire-type,speed,120,0
dp,arceus-water-type,hp,120,3
dp,arceus-water-type,attack,120,0
dp,arceus-water-type,defense,120,0
dp,arceus-water-type,sp-atk,120,0
dp,arceus-water-type,sp-def,120,0
dp,arceus-water-type,speed,120,0
dp,arceus-grass-type,hp,120,3
dp,arceus-grass-type,attack,120,0
dp,arceus-grass-type,defense,120,0
dp,arceus-grass-type,sp-atk,120,0
dp,arceus-grass-type,sp-def,120,0
dp,arceus-grass-type,speed,120,0
dp,arceus-electric-type,hp,120,3
dp,arceus-electric-type,attack,120,0
dp,arceus-electric-type,defense,120,0
dp,arceus-electric-type,sp-atk,120,0
dp,arceus-electric-type,sp-def,120,0
dp,arceus-electric-type,speed,120,0
dp,arceus-psychic-type,hp,120,3
dp,arceus-psychic-type,attack,120,0
dp,arceus-psychic-type,defense,120,0
dp,arceus-psychic-type,sp-atk,120,0
dp,arceus-psychic-type,sp-def,120,0
dp,arceus-psychic-type,speed,120,0
dp,arceus-ice-type,hp,120,3
dp,arceus-ice-type,attack,120,0
dp,arceus-ice-type,defense,120,0
dp,arceus-ice-type,sp-atk,120,0
dp,arceus-ice-type,sp-def,120,0
dp,arceus-ice-type,speed,120,0
dp,arceus-dragon-type,hp,120,3
dp,arceus-dragon-type,attack,120,0
dp,arceus-dragon-type,defense,120,0
dp,arceus-dragon-type,sp-atk,120,0
dp,arceus-dragon-type,sp-def,120,0
dp,arceus-dragon-type,speed,120,0
dp,arceus-dark-type,hp,120,3
dp,arceus-dark-type,attack,120,0
dp,arceus-dark-type,defense,120,0
dp,arceus-dark-type,sp-atk,120,0
dp,arceus-dark-type,sp-def,120,0
dp,arceus-dark-type,speed,120,0
p,bulbasaur,hp,45,0
p,bulbasaur,attack,49,0
p,bulbasaur,defense,49,0
p,bulbasaur,sp-atk,65,1
p,bulbasaur,sp-def,65,0
p,bulbasaur,speed,45,0
p,ivysaur,hp,60,0
p,ivysaur,attack,62,0
p,ivysaur,defense,63,0
p,ivysaur,sp-atk,80,1
p,ivysaur,sp-def,80,1
p,ivysaur,speed,60,0
p,venusaur,hp,80,0
p,venusaur,attack,82,0
p,venusaur,defense,83,0
p,venusaur,sp-atk,100,2
p,venusaur,sp-def,100,1
p,venusaur,speed,80,0
p,charmander,hp,39,0
p,charmander,attack,52,0
p,charmander,defense,43,0
p,charmander,sp-atk,60,0
p,charmander,sp-def,50,0
p,charmander,speed,65,1
p,charmeleon,hp,58,0
p,charmeleon,attack,64,0
p,charmeleon,defense,58,0
p,charmeleon,sp-atk,80,1
p,charmeleon,sp-def,65,0
p,charmeleon,speed,80,1
p,charizard,hp,78,0
p,charizard,attack,84,0
p,charizard,defense,78,0
p,charizard,sp-atk,109,3
p,charizard,sp-def,85,0
p,charizard,speed,100,0
p,squirtle,hp,44,0
p,squirtle,attack,48,0
p,squirtle,defense,65,1
p,squirtle,sp-atk,50,0
p,squirtle,sp-def,64,0
p,squirtle,speed,43,0
p,wartortle,hp,59,0
p,wartortle,attack,63,0
p,wartortle,defense,80,1
p,wartortle,sp-atk,65,0
p,wartortle,sp-def,80,1
p,wartortle,speed,58,0
p,blastoise,hp,79,0
p,blastoise,attack,83,0
p,blastoise,defense,100,0
p,blastoise,sp-atk,85,0
p,blastoise,sp-def,105,3
p,blastoise,speed,78,0
p,caterpie,hp,45,1
p,caterpie,attack,30,0
p,caterpie,defense,35,0
p,caterpie,sp-atk,20,0
p,caterpie,sp-def,20,0
p,caterpie,speed,45,0
p,metapod,hp,50,0
p,metapod,attack,20,0
p,metapod,defense,55,2
p,metapod,sp-atk,25,0
p,metapod,sp-def,25,0
p,metapod,speed,30,0
p,butterfree,hp,60,0
p,butterfree,attack,45,0
p,butterfree,defense,50,0
p,butterfree,sp-atk,80,2
p,butterfree,sp-def,80,1
p,butterfree,speed,70,0
