game_group_identifier,move_identifier,language_identifier,name
bw,sweet-scent,de,Lockduft
bw,sweet-scent,es,Dulce Aroma
bw,sweet-scent,ko,달콤한향기
bw,swift,jp-kana,スピードスター
bw,swift,jp-kanji,スピードスター
bw,swift,en,Swift
bw,swift,fr,Météores
bw,swift,it,Comete
bw,swift,de,Sternschauer
bw,swift,es,Rapidez
bw,swift,ko,스피드스타
bw,switcheroo,jp-kana,すりかえ
bw,switcheroo,jp-kanji,すりかえ
bw,switcheroo,en,Switcheroo
bw,switcheroo,fr,Passe-Passe
bw,switcheroo,it,Rapidscambio
bw,switcheroo,de,Wechseldich
bw,switcheroo,es,Trapicheo
bw,switcheroo,ko,바꿔치기
bw,swords-dance,jp-kana,つるぎのまい
bw,swords-dance,jp-kanji,つるぎのまい
bw,swords-dance,en,Swords Dance
bw,swords-dance,fr,Danse-Lames
bw,swords-dance,it,Danzaspada
bw,swords-dance,de,Schwerttanz
bw,swords-dance,es,Danza Espada
bw,swords-dance,ko,칼춤
bw,synchronoise,jp-kana,シンクロノイズ
bw,synchronoise,jp-kanji,シンクロノイズ
bw,synchronoise,en,Synchronoise
bw,synchronoise,fr,Synchropeine
bw,synchronoise,it,Sincrumore
bw,synchronoise,de,Synchrolärm
bw,synchronoise,es,Sincrorruido
bw,synchronoise,ko,싱크로노이즈
bw,synthesis,jp-kana,こうごうせい
bw,synthesis,jp-kanji,こうごうせい
bw,synthesis,en,Synthesis
bw,synthesis,fr,Synthèse
bw,synthesis,it,Sintesi
bw,synthesis,de,Synthese
bw,synthesis,es,Síntesis
bw,synthesis,ko,광합성
bw,tackle,jp-kana,たいあたり
bw,tackle,jp-kanji,たいあたり
bw,tackle,en,Tackle
bw,tackle,fr,Charge
bw,tackle,it,Azione
bw,tackle,de,Tackle
bw,tackle,es,Placaje
bw,tackle,ko,몸통박치기
bw,tail-glow,jp-kana,ほたるび
bw,tail-glow,jp-kanji,ほたるび
bw,tail-glow,en,Tail Glow
bw,tail-glow,fr,Lumiqueue
bw,tail-glow,it,Codadiluce
bw,tail-glow,de,Schweifglanz
bw,tail-glow,es,Ráfaga
bw,tail-glow,ko,반딧불
bw,tail-slap,jp-kana,スイープビンタ
bw,tail-slap,jp-kanji,スイープビンタ
bw,tail-slap,en,Tail Slap
bw,tail-slap,fr,Plumo-Queue
bw,tail-slap,it,Spazzasberla
bw,tail-slap,de,Kehrschelle
bw,tail-slap,es,Plumerazo
bw,tail-slap,ko,스위프뺨치기
bw,tail-whip,jp-kana,しっぽをふる
bw,tail-whip,jp-kanji,しっぽをふる
bw,tail-whip,en,Tail Whip
bw,tail-whip,fr,Mimi-Queue
bw,tail-whip,it,Colpocoda
bw,tail-whip,de,Rutenschlag
bw,tail-whip,es,Látigo
bw,tail-whip,ko,꼬리흔들기
bw,tailwind,jp-kana,おいかぜ
bw,tailwind,jp-kanji,おいかぜ
bw,tailwind,en,Tailwind
bw,tailwind,fr,Vent Arrière
bw,tailwind,it,Ventoincoda
bw,tailwind,de,Rückenwind
bw,tailwind,es,Viento Afín
bw,tailwind,ko,순풍
bw,take-down,jp-kana,とっしん
bw,take-down,jp-kanji,とっしん
bw,take-down,en,Take Down
bw,take-down,fr,Bélier
bw,take-down,it,Riduttore
bw,take-down,de,Bodycheck
bw,take-down,es,Derribo
bw,take-down,ko,돌진
bw,taunt,jp-kana,ちょうはつ
bw,taunt,jp-kanji,ちょうはつ
bw,taunt,en,Taunt
bw,taunt,fr,Provoc
bw,taunt,it,Provocazione
bw,taunt,de,Verhöhner
bw,taunt,es,Mofa
bw,taunt,ko,도발
bw,techno-blast,jp-kana,テクノバスター
bw,techno-blast,jp-kanji,テクノバスター
bw,techno-blast,en,Techno Blast
bw,techno-blast,fr,TechnoBuster
bw,techno-blast,it,Tecnobotto
bw,techno-blast,de,Techblaster
bw,techno-blast,es,Tecno Shock
bw,techno-blast,ko,테크노버스터
bw,teeter-dance,jp-kana,フラフラダンス
bw,teeter-dance,jp-kanji,フラフラダンス
bw,teeter-dance,en,Teeter Dance
bw,teeter-dance,fr,Danse-Folle
bw,teeter-dance,it,Strampadanza
bw,teeter-dance,de,Taumeltanz
bw,teeter-dance,es,Danza Caos
bw,teeter-dance,ko,흔들흔들댄스
bw,telekinesis,jp-kana,テレキネシス
bw,telekinesis,jp-kanji,テレキネシス
bw,telekinesis,en,Telekinesis
bw,telekinesis,fr,Lévikinésie
bw,telekinesis,it,Telecinesi
bw,telekinesis,de,Telekinese
bw,telekinesis,es,Telequinesis
bw,telekinesis,ko,텔레키네시스
bw,teleport,jp-kana,テレポート
bw,teleport,jp-kanji,テレポート
bw,teleport,en,Teleport
bw,teleport,fr,Téléport
bw,teleport,it,Teletraspor.
bw,teleport,de,Teleport
bw,teleport,es,Teletransp
bw,teleport,ko,순간이동
bw,thief,jp-kana,どろぼう
bw,thief,jp-kanji,どろぼう
bw,thief,en,Thief
bw,thief,fr,Larcin
bw,thief,it,Furto
bw,thief,de,Raub
bw,thief,es,Ladrón
bw,thief,ko,도둑질
bw,thrash,jp-kana,あばれる
bw,thrash,jp-kanji,あばれる
bw,thrash,en,Thrash
bw,thrash,fr,Mania
bw,thrash,it,Colpo
bw,thrash,de,Fuchtler
bw,thrash,es,Golpe
bw,thrash,ko,난동부리기
bw,thunder,jp-kana,かみなり
bw,thunder,jp-kanji,かみなり
bw,thunder,en,Thunder
bw,thunder,fr,Fatal-Foudre
bw,thunder,it,Tuono
bw,thunder,de,Donner
bw,thunder,es,Trueno
bw,thunder,ko,번개
bw,thunder-fang,jp-kana,かみなりのキバ
bw,thunder-fang,jp-kanji,かみなりのキバ
bw,thunder-fang,en,Thunder Fang
bw,thunder-fang,fr,Crocs Éclair
bw,thunder-fang,it,Fulmindenti
bw,thunder-fang,de,Donnerzahn
bw,thunder-fang,es,Colm. Rayo
bw,thunder-fang,ko,번개엄니
bw,thunder-punch,jp-kana,かみなりパンチ
bw,thunder-punch,jp-kanji,かみなりパンチ
bw,thunder-punch,en,ThunderPunch
bw,thunder-punch,fr,Poing-Éclair
bw,thunder-punch,it,Tuonopugno
bw,thunder-punch,de,Donnerschlag
bw,thunder-punch,es,Puño Trueno
bw,thunder-punch,ko,번개펀치
bw,thunder-shock,jp-kana,でんきショック
bw,thunder-shock,jp-kanji,でんきショック
bw,thunder-shock,en,ThunderShock
bw,thunder-shock,fr,Éclair
bw,thunder-shock,it,Tuonoshock
bw,thunder-shock,de,Donnerschock
bw,thunder-shock,es,Impactrueno
bw,thunder-shock,ko,전기쇼크
bw,thunder-wave,jp-kana,でんじは
bw,thunder-wave,jp-kanji,でんじは
bw,thunder-wave,en,Thunder Wave
bw,thunder-wave,fr,Cage-Éclair
bw,thunder-wave,it,Tuononda
bw,thunder-wave,de,Donnerwelle
bw,thunder-wave,es,Onda Trueno
bw,thunder-wave,ko,전기자석파
bw,thunderbolt,jp-kana,１０まんボルト
bw,thunderbolt,jp-kanji,１０まんボルト
bw,thunderbolt,en,Thunderbolt
bw,thunderbolt,fr,Tonnerre
bw,thunderbolt,it,Fulmine
bw,thunderbolt,de,Donnerblitz
bw,thunderbolt,es,Rayo
bw,thunderbolt,ko,10만볼트
bw,tickle,jp-kana,くすぐる
bw,tickle,jp-kanji,くすぐる
bw,tickle,en,Tickle
bw,tickle,fr,Chatouille
bw,tickle,it,Solletico
bw,tickle,de,Spaßkanone
bw,tickle,es,Cosquillas
bw,tickle,ko,간지르기
bw,torment,jp-kana,いちゃもん
bw,torment,jp-kanji,いちゃもん
bw,torment,en,Torment
bw,torment,fr,Tourmente
bw,torment,it,Attaccalite
bw,torment,de,Folterknecht
bw,torment,es,Tormento
bw,torment,ko,트집
bw,toxic,jp-kana,どくどく
bw,toxic,jp-kanji,どくどく
bw,toxic,en,Toxic
bw,toxic,fr,Toxik
bw,toxic,it,Tossina
bw,toxic,de,Toxin
bw,toxic,es,Tóxico
bw,toxic,ko,맹독
bw,toxic-spikes,jp-kana,どくびし
bw,toxic-spikes,jp-kanji,どくびし
bw,toxic-spikes,en,Toxic Spikes
bw,toxic-spikes,fr,Pics Toxik
bw,toxic-spikes,it,Fielepunte
bw,toxic-spikes,de,Giftspitzen
bw,toxic-spikes,es,Púas Tóxicas
bw,toxic-spikes,ko,독압정
bw,transform,jp-kana,へんしん
bw,transform,jp-kanji,へんしん
bw,transform,en,Transform
bw,transform,fr,Morphing
bw,transform,it,Trasformaz.
bw,transform,de,Wandler
bw,transform,es,Transform
bw,transform,ko,변신
bw,tri-attack,jp-kana,トライアタック
bw,tri-attack,jp-kanji,トライアタック
bw,tri-attack,en,Tri Attack
bw,tri-attack,fr,Triplattaque
bw,tri-attack,it,Tripletta
bw,tri-attack,de,Triplette
bw,tri-attack,es,Triataque
bw,tri-attack,ko,트라이어택
bw,trick,jp-kana,トリック
bw,trick,jp-kanji,トリック
bw,trick,en,Trick
bw,trick,fr,Tourmagik
bw,trick,it,Raggiro
bw,trick,de,Trickbetrug
bw,trick,es,Truco
bw,trick,ko,트릭
bw,trick-room,jp-kana,トリックルーム
bw,trick-room,jp-kanji,トリックルーム
bw,trick-room,en,Trick Room
bw,trick-room,fr,Distorsion
bw,trick-room,it,Distortozona
bw,trick-room,de,Bizarroraum
bw,trick-room,es,Espacio Raro
bw,trick-room,ko,트릭룸
bw,triple-kick,jp-kana,トリプルキック
bw,triple-kick,jp-kanji,トリプルキック
bw,triple-kick,en,Triple Kick
bw,triple-kick,fr,Triple Pied
bw,triple-kick,it,Triplocalcio
bw,triple-kick,de,Dreifachkick
bw,triple-kick,es,Triplepatada
bw,triple-kick,ko,트리플킥
bw,trump-card,jp-kana,きりふだ
bw,trump-card,jp-kanji,きりふだ
bw,trump-card,en,Trump Card
bw,trump-card,fr,Atout
bw,trump-card,it,Asso
bw,trump-card,de,Trumpfkarte
bw,trump-card,es,As Oculto
bw,trump-card,ko,마지막수단
bw,twineedle,jp-kana,ダブルニードル
bw,twineedle,jp-kanji,ダブルニードル
bw,twineedle,en,Twineedle
bw,twineedle,fr,Double-Dard
bw,twineedle,it,Doppio Ago
bw,twineedle,de,Duonadel
bw,twineedle,es,Dobleataque
bw,twineedle,ko,더블니들
bw,twister,jp-kana,たつまき
bw,twister,jp-kanji,たつまき
bw,twister,en,Twister
bw,twister,fr,Ouragan
bw,twister,it,Tornado
bw,twister,de,Windhose
bw,twister,es,Ciclón
bw,twister,ko,회오리
bw,u-turn,jp-kana,とんぼがえり
bw,u-turn,jp-kanji,とんぼがえり
bw,u-turn,en,U-turn
bw,u-turn,fr,Demi-Tour
bw,u-turn,it,Retromarcia
bw,u-turn,de,Kehrtwende
bw,u-turn,es,Ida y Vuelta
bw,u-turn,ko,유턴
bw,uproar,jp-kana,さわぐ
bw,uproar,jp-kanji,さわぐ
bw,uproar,en,Uproar
bw,uproar,fr,Brouhaha
bw,uproar,it,Baraonda
bw,uproar,de,Aufruhr
bw,uproar,es,Alboroto
bw,uproar,ko,소란피기
bw,v-create,jp-kana,Ｖジェネレート
bw,v-create,jp-kanji,Ｖジェネレート
bw,v-create,en,V-create
bw,v-create,fr,CoupVictoire
bw,v-create,it,Generatore V
bw,v-create,de,V-Generator
bw,v-create,es,V de Fuego
bw,v-create,ko,V제너레이트
bw,vacuum-wave,jp-kana,しんくうは
bw,vacuum-wave,jp-kanji,しんくうは
bw,vacuum-wave,en,Vacuum Wave
bw,vacuum-wave,fr,Onde Vide
bw,vacuum-wave,it,Vuotonda
bw,vacuum-wave,de,Vakuumwelle
bw,vacuum-wave,es,Onda Vacío
bw,vacuum-wave,ko,진공파
bw,venoshock,jp-kana,ベノムショック
bw,venoshock,jp-kanji,ベノムショック
bw,venoshock,en,Venoshock
bw,venoshock,fr,Choc Venin
bw,venoshock,it,Velenoshock
bw,venoshock,de,Giftschock
bw,venoshock,es,Cargatóxica
bw,venoshock,ko,베놈쇼크
bw,vine-whip,jp-kana,つるのムチ
bw,vine-whip,jp-kanji,つるのムチ
bw,vine-whip,en,Vine Whip
bw,vine-whip,fr,Fouet Lianes
bw,vine-whip,it,Frustata
bw,vine-whip,de,Rankenhieb
bw,vine-whip,es,Látigo Cepa
bw,vine-whip,ko,덩굴채찍
bw,vise-grip,jp-kana,はさむ
bw,vise-grip,jp-kanji,はさむ
bw,vise-grip,en,ViceGrip
bw,vise-grip,fr,Force Poigne
bw,vise-grip,it,Presa
bw,vise-grip,de,Klammer
bw,vise-grip,es,Agarre
bw,vise-grip,ko,찝기
bw,vital-throw,jp-kana,あてみなげ
bw,vital-throw,jp-kanji,あてみなげ
bw,vital-throw,en,Vital Throw
bw,vital-throw,fr,Corps Perdu
bw,vital-throw,it,Vitaltiro
bw,vital-throw,de,Überwurf
bw,vital-throw,es,Tiro Vital
bw,vital-throw,ko,받아던지기
bw,volt-switch,jp-kana,ボルトチェンジ
bw,volt-switch,jp-kanji,ボルトチェンジ
bw,volt-switch,en,Volt Switch
bw,volt-switch,fr,ChangeÉclair
bw,volt-switch,it,Invertivolt
bw,volt-switch,de,Voltwechsel
bw,volt-switch,es,Voltiocambio
bw,volt-switch,ko,볼트체인지
bw,volt-tackle,jp-kana,ボルテッカー
bw,volt-tackle,jp-kanji,ボルテッカー
bw,volt-tackle,en,Volt Tackle
bw,volt-tackle,fr,Électacle
bw,volt-tackle,it,Locomovolt
bw,volt-tackle,de,Volttackle
bw,volt-tackle,es,Placaje Eléc
bw,volt-tackle,ko,볼트태클
bw,wake-up-slap,jp-kana,めざましビンタ
bw,wake-up-slap,jp-kanji,めざましビンタ
bw,wake-up-slap,en,Wake-Up Slap
bw,wake-up-slap,fr,Réveil Forcé
bw,wake-up-slap,it,Svegliopacca
bw,wake-up-slap,de,Weckruf
bw,wake-up-slap,es,Espabila
bw,wake-up-slap,ko,잠깨움뺨치기
bw,water-gun,jp-kana,みずでっぽう
bw,water-gun,jp-kanji,みずでっぽう
bw,water-gun,en,Water Gun
bw,water-gun,fr,Pistolet à O
bw,water-gun,it,Pistolacqua
bw,water-gun,de,Aquaknarre
bw,water-gun,es,Pistola Agua
bw,water-gun,ko,물대포
bw,water-pledge,jp-kana,みずのちかい
bw,water-pledge,jp-kanji,みずのちかい
bw,water-pledge,en,Water Pledge
bw,water-pledge,fr,Aire d’Eau
bw,water-pledge,it,Acquapatto
bw,water-pledge,de,Wassersäulen
bw,water-pledge,es,Voto Agua
bw,water-pledge,ko,물의맹세
bw,water-pulse,jp-kana,みずのはどう
bw,water-pulse,jp-kanji,みずのはどう
bw,water-pulse,en,Water Pulse
bw,water-pulse,fr,Vibraqua
bw,water-pulse,it,Idropulsar
bw,water-pulse,de,Aquawelle
bw,water-pulse,es,Hidropulso
bw,water-pulse,ko,물의파동
bw,water-sport,jp-kana,みずあそび
bw,water-sport,jp-kanji,みずあそび
bw,water-sport,en,Water Sport
bw,water-sport,fr,Tourniquet
bw,water-sport,it,Docciascudo
bw,water-sport,de,Nassmacher
bw,water-sport,es,Hidrochorro
bw,water-sport,ko,물놀이
bw,water-spout,jp-kana,しおふき
bw,water-spout,jp-kanji,しおふき
bw,water-spout,en,Water Spout
bw,water-spout,fr,Giclédo
bw,water-spout,it,Zampillo
bw,water-spout,de,Fontränen
bw,water-spout,es,Salpicar
bw,water-spout,ko,바지락조개
bw,waterfall,jp-kana,たきのぼり
bw,waterfall,jp-kanji,たきのぼり
bw,waterfall,en,Waterfall
bw,waterfall,fr,Cascade
bw,waterfall,it,Cascata
bw,waterfall,de,Kaskade
bw,waterfall,es,Cascada
bw,waterfall,ko,폭포오르기
bw,weather-ball,jp-kana,ウェザーボール
bw,weather-ball,jp-kanji,ウェザーボール
bw,weather-ball,en,Weather Ball
bw,weather-ball,fr,Ball’Météo
bw,weather-ball,it,Palla Clima
bw,weather-ball,de,Meteorologe
bw,weather-ball,es,Meteorobola
bw,weather-ball,ko,웨더볼
bw,whirlpool,jp-kana,うずしお
bw,whirlpool,jp-kanji,うずしお
bw,whirlpool,en,Whirlpool
bw,whirlpool,fr,Siphon
bw,whirlpool,it,Mulinello
bw,whirlpool,de,Whirlpool
bw,whirlpool,es,Torbellino
bw,whirlpool,ko,바다회오리
bw,whirlwind,jp-kana,ふきとばし
bw,whirlwind,jp-kanji,ふきとばし
bw,whirlwind,en,Whirlwind
bw,whirlwind,fr,Cyclone
bw,whirlwind,it,Turbine
bw,whirlwind,de,Wirbelwind
bw,whirlwind,es,Remolino
bw,whirlwind,ko,날려버리기
bw,wide-guard,jp-kana,ワイドガード
bw,wide-guard,jp-kanji,ワイドガード
bw,wide-guard,en,Wide Guard
bw,wide-guard,fr,Garde Large
bw,wide-guard,it,Bodyguard
bw,wide-guard,de,Rundumschutz
bw,wide-guard,es,Vastaguardia
bw,wide-guard,ko,와이드가드
bw,wild-charge,jp-kana,ワイルドボルト
bw,wild-charge,jp-kanji,ワイルドボルト
bw,wild-charge,en,Wild Charge
bw,wild-charge,fr,Éclair Fou
bw,wild-charge,it,Sprizzalampo
bw,wild-charge,de,Stromstoß
bw,wild-charge,es,Voltio Cruel
bw,wild-charge,ko,와일드볼트
bw,will-o-wisp,jp-kana,おにび
bw,will-o-wisp,jp-kanji,おにび
bw,will-o-wisp,en,Will-O-Wisp
bw,will-o-wisp,fr,Feu Follet
bw,will-o-wisp,it,Fuocofatuo
bw,will-o-wisp,de,Irrlicht
bw,will-o-wisp,es,Fuego Fatuo
bw,will-o-wisp,ko,도깨비불
bw,wing-attack,jp-kana,つばさでうつ
bw,wing-attack,jp-kanji,つばさでうつ
bw,wing-attack,en,Wing Attack
bw,wing-attack,fr,Cru-Aile
bw,wing-attack,it,Att. d’Ala
bw,wing-attack,de,Flügelschlag
bw,wing-attack,es,Ataque Ala
bw,wing-attack,ko,날개치기
bw,wish,jp-kana,ねがいごと
bw,wish,jp-kanji,ねがいごと
bw,wish,en,Wish
bw,wish,fr,Vœu
bw,wish,it,Desiderio
bw,wish,de,Wunschtraum
bw,wish,es,Deseo
bw,wish,ko,희망사항
bw,withdraw,jp-kana,からにこもる
bw,withdraw,jp-kanji,からにこもる
bw,withdraw,en,Withdraw
bw,withdraw,fr,Repli
bw,withdraw,it,Ritirata
bw,withdraw,de,Panzerschutz
bw,withdraw,es,Refugio
bw,withdraw,ko,껍질에숨기
bw,wonder-room,jp-kana,ワンダールーム
bw,wonder-room,jp-kanji,ワンダールーム
bw,wonder-room,en,Wonder Room
bw,wonder-room,fr,Zone Étrange
bw,wonder-room,it,Mirabilzona
bw,wonder-room,de,Wunderraum
bw,wonder-room,es,Zona Extraña
bw,wonder-room,ko,원더룸
bw,wood-hammer,jp-kana,ウッドハンマー
bw,wood-hammer,jp-kanji,ウッドハンマー
bw,wood-hammer,en,Wood Hammer
bw,wood-hammer,fr,Martobois
bw,wood-hammer,it,Mazzuolegno
bw,wood-hammer,de,Holzhammer
bw,wood-hammer,es,Mazazo
bw,wood-hammer,ko,우드해머
bw,work-up,jp-kana,ふるいたてる
bw,work-up,jp-kanji,ふるいたてる
bw,work-up,en,Work Up
bw,work-up,fr,Rengorgement
bw,work-up,it,Cuordileone
bw,work-up,de,Kraftschub
bw,work-up,es,Avivar
bw,work-up,ko,분발
bw,worry-seed,jp-kana,なやみのタネ
bw,worry-seed,jp-kanji,なやみのタネ
bw,worry-seed,en,Worry Seed
bw,worry-seed,fr,Soucigraine
bw,worry-seed,it,Affannoseme
bw,worry-seed,de,Sorgensamen
bw,worry-seed,es,Abatidoras
bw,worry-seed,ko,고민씨
bw,wrap,jp-kana,まきつく
bw,wrap,jp-kanji,まきつく
bw,wrap,en,Wrap
bw,wrap,fr,Ligotage
bw,wrap,it,Avvolgibotta
bw,wrap,de,Wickel
bw,wrap,es,Repetición
bw,wrap,ko,김밥말이
bw,wring-out,jp-kana,しぼりとる
bw,wring-out,jp-kanji,しぼりとる
bw,wring-out,en,Wring Out
bw,wring-out,fr,Essorage
bw,wring-out,it,Strizzata
bw,wring-out,de,Auswringen
bw,wring-out,es,Estrujón
bw,wring-out,ko,쥐어짜기
bw,x-scissor,jp-kana,シザークロス
bw,x-scissor,jp-kanji,シザークロス
bw,x-scissor,en,X-Scissor
bw,x-scissor,fr,Plaie-Croix
bw,x-scissor,it,Forbice X
bw,x-scissor,de,Kreuzschere
bw,x-scissor,es,Tijera X
bw,x-scissor,ko,시저크로스
bw,yawn,jp-kana,あくび
bw,yawn,jp-kanji,あくび
bw,yawn,en,Yawn
bw,yawn,fr,Bâillement
bw,yawn,it,Sbadiglio
bw,yawn,de,Gähner
bw,yawn,es,Bostezo
bw,yawn,ko,하품
bw,zap-cannon,jp-kana,でんじほう
bw,zap-cannon,jp-kanji,でんじほう
bw,zap-cannon,en,Zap Cannon
bw,zap-cannon,fr,Élecanon
bw,zap-cannon,it,Falcecannone
bw,zap-cannon,de,Blitzkanone
bw,zap-cannon,es,Electrocañón
bw,zap-cannon,ko,전자포
bw,zen-headbutt,jp-kana,しねんのずつき
bw,zen-headbutt,jp-kanji,しねんのずつき
bw,zen-headbutt,en,Zen Headbutt
bw,zen-headbutt,fr,Psykoud’Boul
bw,zen-headbutt,it,Cozzata Zen
bw,zen-headbutt,de,Zen-Kopfstoß
bw,zen-headbutt,es,Cabezazo Zen
bw,zen-headbutt,ko,사념의박치기
b2w2,absorb,jp-kana,すいとる
b2w2,absorb,jp-kanji,すいとる
b2w2,absorb,en,Absorb
b2w2,absorb,fr,Vol-Vie
b2w2,absorb,it,Assorbimento
b2w2,absorb,de,Absorber
b2w2,absorb,es,Absorber
b2w2,absorb,ko,흡수
b2w2,acid,jp-kana,ようかいえき
b2w2,acid,jp-kanji,ようかいえき
b2w2,acid,en,Acid
b2w2,acid,fr,Acide
b2w2,acid,it,Acido
b2w2,acid,de,Säure
b2w2,acid,es,Ácido
b2w2,acid,ko,용해액
b2w2,acid-armor,jp-kana,とける
b2w2,acid-armor,jp-kanji,とける
b2w2,acid-armor,en,Acid Armor
b2w2,acid-armor,fr,Acidarmure
b2w2,acid-armor,it,Scudo Acido
b2w2,acid-armor,de,Säurepanzer
b2w2,acid-armor,es,Armad. Ácida
b2w2,acid-armor,ko,녹기
b2w2,acid-spray,jp-kana,アシッドボム
b2w2,acid-spray,jp-kanji,アシッドボム
b2w2,acid-spray,en,Acid Spray
b2w2,acid-spray,fr,Bombe Acide
b2w2,acid-spray,it,Acidobomba
b2w2,acid-spray,de,Säurespeier
b2w2,acid-spray,es,Bomba Ácida
b2w2,acid-spray,ko,애시드봄
b2w2,acrobatics,jp-kana,アクロバット
b2w2,acrobatics,jp-kanji,アクロバット
b2w2,acrobatics,en,Acrobatics
b2w2,acrobatics,fr,Acrobatie
b2w2,acrobatics,it,Acrobazia
b2w2,acrobatics,de,Akrobatik
b2w2,acrobatics,es,Acróbata
b2w2,acrobatics,ko,애크러뱃
b2w2,acupressure,jp-kana,つぼをつく
b2w2,acupressure,jp-kanji,つぼをつく
b2w2,acupressure,en,Acupressure
b2w2,acupressure,fr,Acupression
b2w2,acupressure,it,Acupressione
b2w2,acupressure,de,Akupressur
b2w2,acupressure,es,Acupresión
b2w2,acupressure,ko,경혈찌르기
b2w2,aerial-ace,jp-kana,つばめがえし
b2w2,aerial-ace,jp-kanji,つばめがえし
b2w2,aerial-ace,en,Aerial Ace
b2w2,aerial-ace,fr,Aéropique
b2w2,aerial-ace,it,Aeroassalto
b2w2,aerial-ace,de,Aero-Ass
b2w2,aerial-ace,es,Golpe Aéreo
b2w2,aerial-ace,ko,제비반환
b2w2,aeroblast,jp-kana,エアロブラスト
b2w2,aeroblast,jp-kanji,エアロブラスト
b2w2,aeroblast,en,Aeroblast
b2w2,aeroblast,fr,Aéroblast
b2w2,aeroblast,it,Aerocolpo
b2w2,aeroblast,de,Luftstoß
b2w2,aeroblast,es,Aerochorro
b2w2,aeroblast,ko,에어로블라스트
b2w2,after-you,jp-kana,おさきにどうぞ
b2w2,after-you,jp-kanji,おさきにどうぞ
b2w2,after-you,en,After You
b2w2,after-you,fr,Après Vous
b2w2,after-you,it,Cortesia
b2w2,after-you,de,Galanterie
b2w2,after-you,es,Cede Paso
b2w2,after-you,ko,당신먼저
b2w2,agility,jp-kana,こうそくいどう
b2w2,agility,jp-kanji,こうそくいどう
b2w2,agility,en,Agility
b2w2,agility,fr,Hâte
b2w2,agility,it,Agilità
b2w2,agility,de,Agilität
b2w2,agility,es,Agilidad
b2w2,agility,ko,고속이동
b2w2,air-cutter,jp-kana,エアカッター
b2w2,air-cutter,jp-kanji,エアカッター
b2w2,air-cutter,en,Air Cutter
b2w2,air-cutter,fr,Tranch’Air
b2w2,air-cutter,it,Aerasoio
b2w2,air-cutter,de,Windschnitt
b2w2,air-cutter,es,Aire Afilado
b2w2,air-cutter,ko,에어컷터
b2w2,air-slash,jp-kana,エアスラッシュ
b2w2,air-slash,jp-kanji,エアスラッシュ
b2w2,air-slash,en,Air Slash
b2w2,air-slash,fr,Lame d’Air
b2w2,air-slash,it,Eterelama
b2w2,air-slash,de,Luftschnitt
b2w2,air-slash,es,Tajo Aéreo
b2w2,air-slash,ko,에어슬래시
b2w2,ally-switch,jp-kana,サイドチェンジ
b2w2,ally-switch,jp-kanji,サイドチェンジ
b2w2,ally-switch,en,Ally Switch
b2w2,ally-switch,fr,Interversion
b2w2,ally-switch,it,Cambiaposto
b2w2,ally-switch,de,Seitentausch
b2w2,ally-switch,es,Cambio Banda
b2w2,ally-switch,ko,사이드체인지
b2w2,amnesia,jp-kana,ドわすれ
b2w2,amnesia,jp-kanji,ドわすれ
b2w2,amnesia,en,Amnesia
b2w2,amnesia,fr,Amnésie
b2w2,amnesia,it,Amnesia
b2w2,amnesia,de,Amnesie
b2w2,amnesia,es,Amnesia
b2w2,amnesia,ko,망각술
b2w2,ancient-power,jp-kana,げんしのちから
b2w2,ancient-power,jp-kanji,げんしのちから
b2w2,ancient-power,en,AncientPower
b2w2,ancient-power,fr,Pouv.Antique
b2w2,ancient-power,it,Forzantica
b2w2,ancient-power,de,Antik-Kraft
b2w2,ancient-power,es,Poder Pasado
b2w2,ancient-power,ko,원시의힘
b2w2,aqua-jet,jp-kana,アクアジェット
b2w2,aqua-jet,jp-kanji,アクアジェット
b2w2,aqua-jet,en,Aqua Jet
b2w2,aqua-jet,fr,Aqua-Jet
b2w2,aqua-jet,it,Acquagetto
b2w2,aqua-jet,de,Wasserdüse
b2w2,aqua-jet,es,Acua Jet
b2w2,aqua-jet,ko,아쿠아제트
b2w2,aqua-ring,jp-kana,アクアリング
b2w2,aqua-ring,jp-kanji,アクアリング
b2w2,aqua-ring,en,Aqua Ring
b2w2,aqua-ring,fr,Anneau Hydro
b2w2,aqua-ring,it,Acquanello
b2w2,aqua-ring,de,Wasserring
b2w2,aqua-ring,es,Acua Aro
b2w2,aqua-ring,ko,아쿠아링
b2w2,aqua-tail,jp-kana,アクアテール
b2w2,aqua-tail,jp-kanji,アクアテール
b2w2,aqua-tail,en,Aqua Tail
b2w2,aqua-tail,fr,Hydroqueue
b2w2,aqua-tail,it,Idrondata
b2w2,aqua-tail,de,Nassschweif
b2w2,aqua-tail,es,Acua Cola
b2w2,aqua-tail,ko,아쿠아테일
b2w2,arm-thrust,jp-kana,つっぱり
b2w2,arm-thrust,jp-kanji,つっぱり
b2w2,arm-thrust,en,Arm Thrust
b2w2,arm-thrust,fr,Cogne
b2w2,arm-thrust,it,Sberletese
b2w2,arm-thrust,de,Armstoß
b2w2,arm-thrust,es,Empujón
b2w2,arm-thrust,ko,손바닥치기
b2w2,aromatherapy,jp-kana,アロマセラピー
b2w2,aromatherapy,jp-kanji,アロマセラピー
b2w2,aromatherapy,en,Aromatherapy
b2w2,aromatherapy,fr,Aromathérapi
b2w2,aromatherapy,it,Aromaterapia
b2w2,aromatherapy,de,Aromakur
b2w2,aromatherapy,es,Aromaterapia
