game_group_identifier,pokemon_identifier,slot,type_identifier
e,horsea,1,water
e,seadra,1,water
e,goldeen,1,water
e,seaking,1,water
e,staryu,1,water
e,starmie,1,water
e,starmie,2,psychic
e,mr-mime,1,psychic
e,scyther,1,bug
e,scyther,2,flying
e,jynx,1,ice
e,jynx,2,psychic
e,electabuzz,1,electric
e,magmar,1,fire
e,pinsir,1,bug
e,tauros,1,normal
e,magikarp,1,water
e,gyarados,1,water
e,gyarados,2,flying
e,lapras,1,water
e,lapras,2,ice
e,ditto,1,normal
e,eevee,1,normal
e,vaporeon,1,water
e,jolteon,1,electric
e,flareon,1,fire
e,porygon,1,normal
e,omanyte,1,rock
e,omanyte,2,water
e,omastar,1,rock
e,omastar,2,water
e,kabuto,1,rock
e,kabuto,2,water
e,kabutops,1,rock
e,kabutops,2,water
e,aerodactyl,1,rock
e,aerodactyl,2,flying
e,snorlax,1,normal
e,articuno,1,ice
e,articuno,2,flying
e,zapdos,1,electric
e,zapdos,2,flying
e,moltres,1,fire
e,moltres,2,flying
e,dratini,1,dragon
e,dragonair,1,dragon
e,dragonite,1,dragon
e,dragonite,2,flying
e,mewtwo,1,psychic
e,mew,1,psychic
e,chikorita,1,grass
e,bayleef,1,grass
e,meganium,1,grass
e,cyndaquil,1,fire
e,quilava,1,fire
e,typhlosion,1,fire
e,totodile,1,water
e,croconaw,1,water
e,feraligatr,1,water
e,sentret,1,normal
e,furret,1,normal
e,hoothoot,1,normal
e,hoothoot,2,flying
e,noctowl,1,normal
e,noctowl,2,flying
e,ledyba,1,bug
e,ledyba,2,flying
e,ledian,1,bug
e,ledian,2,flying
e,spinarak,1,bug
e,spinarak,2,poison
e,ariados,1,bug
e,ariados,2,poison
e,crobat,1,poison
e,crobat,2,flying
e,chinchou,1,water
e,chinchou,2,electric
e,lanturn,1,water
e,lanturn,2,electric
e,pichu,1,electric
e,cleffa,1,normal
e,igglybuff,1,normal
e,togepi,1,normal
e,togetic,1,normal
e,togetic,2,flying
e,natu,1,psychic
e,natu,2,flying
e,xatu,1,psychic
e,xatu,2,flying
e,mareep,1,electric
e,flaaffy,1,electric
e,ampharos,1,electric
e,bellossom,1,grass
e,marill,1,water
e,azumarill,1,water
e,sudowoodo,1,rock
e,politoed,1,water
e,hoppip,1,grass
e,hoppip,2,flying
e,skiploom,1,grass
e,skiploom,2,flying
e,jumpluff,1,grass
e,jumpluff,2,flying
e,aipom,1,normal
e,sunkern,1,grass
e,sunflora,1,grass
e,yanma,1,bug
e,yanma,2,flying
e,wooper,1,water
e,wooper,2,ground
e,quagsire,1,water
e,quagsire,2,ground
e,espeon,1,psychic
e,umbreon,1,dark
e,murkrow,1,dark
e,murkrow,2,flying
e,slowking,1,water
e,slowking,2,psychic
e,misdreavus,1,ghost
e,unown-a,1,psychic
e,unown-b,1,psychic
e,unown-c,1,psychic
e,unown-d,1,psychic
e,unown-e,1,psychic
e,unown-f,1,psychic
e,unown-g,1,psychic
e,unown-h,1,psychic
e,unown-i,1,psychic
e,unown-j,1,psychic
e,unown-k,1,psychic
e,unown-l,1,psychic
e,unown-m,1,psychic
e,unown-n,1,psychic
e,unown-o,1,psychic
e,unown-p,1,psychic
e,unown-q,1,psychic
e,unown-r,1,psychic
e,unown-s,1,psychic
e,unown-t,1,psychic
e,unown-u,1,psychic
e,unown-v,1,psychic
e,unown-w,1,psychic
e,unown-x,1,psychic
e,unown-y,1,psychic
e,unown-z,1,psychic
e,unown-exclamation,1,psychic
e,unown-question,1,psychic
e,wobbuffet,1,psychic
e,girafarig,1,normal
e,girafarig,2,psychic
e,pineco,1,bug
e,forretress,1,bug
e,forretress,2,steel
e,dunsparce,1,normal
e,gligar,1,ground
e,gligar,2,flying
e,steelix,1,steel
e,steelix,2,ground
e,snubbull,1,normal
e,granbull,1,normal
e,qwilfish,1,water
e,qwilfish,2,poison
e,scizor,1,bug
e,scizor,2,steel
e,shuckle,1,bug
e,shuckle,2,rock
e,heracross,1,bug
e,heracross,2,fighting
e,sneasel,1,dark
e,sneasel,2,ice
e,teddiursa,1,normal
e,ursaring,1,normal
e,slugma,1,fire
e,magcargo,1,fire
e,magcargo,2,rock
e,swinub,1,ice
e,swinub,2,ground
e,piloswine,1,ice
e,piloswine,2,ground
e,corsola,1,water
e,corsola,2,rock
e,remoraid,1,water
e,octillery,1,water
e,delibird,1,ice
e,delibird,2,flying
e,mantine,1,water
e,mantine,2,flying
e,skarmory,1,steel
e,skarmory,2,flying
e,houndour,1,dark
e,houndour,2,fire
e,houndoom,1,dark
e,houndoom,2,fire
e,kingdra,1,water
e,kingdra,2,dragon
e,phanpy,1,ground
e,donphan,1,ground
e,porygon2,1,normal
e,stantler,1,normal
e,smeargle,1,normal
e,tyrogue,1,fighting
e,hitmontop,1,fighting
e,smoochum,1,ice
e,smoochum,2,psychic
e,elekid,1,electric
e,magby,1,fire
e,miltank,1,normal
e,blissey,1,normal
e,raikou,1,electric
e,entei,1,fire
e,suicune,1,water
e,larvitar,1,rock
e,larvitar,2,ground
e,pupitar,1,rock
e,pupitar,2,ground
e,tyranitar,1,rock
e,tyranitar,2,dark
e,lugia,1,psychic
e,lugia,2,flying
e,ho-oh,1,fire
e,ho-oh,2,flying
e,celebi,1,psychic
e,celebi,2,grass
e,treecko,1,grass
e,grovyle,1,grass
e,sceptile,1,grass
e,torchic,1,fire
e,combusken,1,fire
e,combusken,2,fighting
e,blaziken,1,fire
e,blaziken,2,fighting
e,mudkip,1,water
e,marshtomp,1,water
e,marshtomp,2,ground
e,swampert,1,water
e,swampert,2,ground
e,poochyena,1,dark
e,mightyena,1,dark
e,zigzagoon,1,normal
e,linoone,1,normal
e,wurmple,1,bug
e,silcoon,1,bug
e,beautifly,1,bug
e,beautifly,2,flying
e,cascoon,1,bug
e,dustox,1,bug
e,dustox,2,poison
e,lotad,1,water
e,lotad,2,grass
e,lombre,1,water
e,lombre,2,grass
e,ludicolo,1,water
e,ludicolo,2,grass
e,seedot,1,grass
e,nuzleaf,1,grass
e,nuzleaf,2,dark
e,shiftry,1,grass
e,shiftry,2,dark
e,taillow,1,normal
e,taillow,2,flying
e,swellow,1,normal
e,swellow,2,flying
e,wingull,1,water
e,wingull,2,flying
e,pelipper,1,water
e,pelipper,2,flying
e,ralts,1,psychic
e,kirlia,1,psychic
e,gardevoir,1,psychic
e,surskit,1,bug
e,surskit,2,water
e,masquerain,1,bug
e,masquerain,2,flying
e,shroomish,1,grass
e,breloom,1,grass
e,breloom,2,fighting
e,slakoth,1,normal
e,vigoroth,1,normal
e,slaking,1,normal
e,nincada,1,bug
e,nincada,2,ground
e,ninjask,1,bug
e,ninjask,2,flying
e,shedinja,1,bug
e,shedinja,2,ghost
e,whismur,1,normal
e,loudred,1,normal
e,exploud,1,normal
e,makuhita,1,fighting
e,hariyama,1,fighting
e,azurill,1,normal
e,nosepass,1,rock
e,skitty,1,normal
e,delcatty,1,normal
e,sableye,1,dark
e,sableye,2,ghost
e,mawile,1,steel
e,aron,1,steel
e,aron,2,rock
e,lairon,1,steel
e,lairon,2,rock
e,aggron,1,steel
e,aggron,2,rock
e,meditite,1,fighting
e,meditite,2,psychic
e,medicham,1,fighting
e,medicham,2,psychic
e,electrike,1,electric
e,manectric,1,electric
e,plusle,1,electric
e,minun,1,electric
e,volbeat,1,bug
e,illumise,1,bug
e,roselia,1,grass
e,roselia,2,poison
e,gulpin,1,poison
e,swalot,1,poison
e,carvanha,1,water
e,carvanha,2,dark
e,sharpedo,1,water
e,sharpedo,2,dark
e,wailmer,1,water
e,wailord,1,water
e,numel,1,fire
e,numel,2,ground
e,camerupt,1,fire
e,camerupt,2,ground
e,torkoal,1,fire
e,spoink,1,psychic
e,grumpig,1,psychic
e,spinda,1,normal
e,trapinch,1,ground
e,vibrava,1,ground
e,vibrava,2,dragon
e,flygon,1,ground
e,flygon,2,dragon
e,cacnea,1,grass
e,cacturne,1,grass
e,cacturne,2,dark
e,swablu,1,normal
e,swablu,2,flying
e,altaria,1,dragon
e,altaria,2,flying
e,zangoose,1,normal
e,seviper,1,poison
e,lunatone,1,rock
e,lunatone,2,psychic
e,solrock,1,rock
e,solrock,2,psychic
e,barboach,1,water
e,barboach,2,ground
e,whiscash,1,water
e,whiscash,2,ground
e,corphish,1,water
e,crawdaunt,1,water
e,crawdaunt,2,dark
e,baltoy,1,ground
e,baltoy,2,psychic
e,claydol,1,ground
e,claydol,2,psychic
e,lileep,1,rock
e,lileep,2,grass
e,cradily,1,rock
e,cradily,2,grass
e,anorith,1,rock
e,anorith,2,bug
e,armaldo,1,rock
e,armaldo,2,bug
e,feebas,1,water
e,milotic,1,water
e,castform-normal,1,normal
e,castform-sunny-form,1,fire
e,castform-rainy-form,1,water
e,castform-snowy-form,1,ice
e,kecleon,1,normal
e,shuppet,1,ghost
e,banette,1,ghost
e,duskull,1,ghost
e,dusclops,1,ghost
e,tropius,1,grass
e,tropius,2,flying
e,chimecho,1,psychic
e,absol,1,dark
e,wynaut,1,psychic
e,snorunt,1,ice
e,glalie,1,ice
e,spheal,1,ice
e,spheal,2,water
e,sealeo,1,ice
e,sealeo,2,water
e,walrein,1,ice
e,walrein,2,water
e,clamperl,1,water
e,huntail,1,water
e,gorebyss,1,water
e,relicanth,1,water
e,relicanth,2,rock
e,luvdisc,1,water
e,bagon,1,dragon
e,shelgon,1,dragon
e,salamence,1,dragon
e,salamence,2,flying
e,beldum,1,steel
e,beldum,2,psychic
e,metang,1,steel
e,metang,2,psychic
e,metagross,1,steel
e,metagross,2,psychic
e,regirock,1,rock
e,regice,1,ice
e,registeel,1,steel
e,latias,1,dragon
e,latias,2,psychic
e,latios,1,dragon
e,latios,2,psychic
e,kyogre,1,water
e,groudon,1,ground
e,rayquaza,1,dragon
e,rayquaza,2,flying
e,jirachi,1,steel
e,jirachi,2,psychic
e,deoxys-normal-forme,1,psychic
e,deoxys-attack-forme,1,psychic
e,deoxys-defense-forme,1,psychic
e,deoxys-speed-forme,1,psychic
dp,bulbasaur,1,grass
dp,bulbasaur,2,poison
dp,ivysaur,1,grass
dp,ivysaur,2,poison
dp,venusaur,1,grass
dp,venusaur,2,poison
dp,charmander,1,fire
dp,charmeleon,1,fire
dp,charizard,1,fire
dp,charizard,2,flying
dp,squirtle,1,water
dp,wartortle,1,water
dp,blastoise,1,water
dp,caterpie,1,bug
dp,metapod,1,bug
dp,butterfree,1,bug
dp,butterfree,2,flying
dp,weedle,1,bug
dp,weedle,2,poison
dp,kakuna,1,bug
dp,kakuna,2,poison
dp,beedrill,1,bug
dp,beedrill,2,poison
dp,pidgey,1,normal
dp,pidgey,2,flying
dp,pidgeotto,1,normal
dp,pidgeotto,2,flying
dp,pidgeot,1,normal
dp,pidgeot,2,flying
dp,rattata,1,normal
dp,raticate,1,normal
dp,spearow,1,normal
dp,spearow,2,flying
dp,fearow,1,normal
dp,fearow,2,flying
dp,ekans,1,poison
dp,arbok,1,poison
dp,pikachu,1,electric
dp,raichu,1,electric
dp,sandshrew,1,ground
dp,sandslash,1,ground
dp,nidoran-f,1,poison
dp,nidorina,1,poison
dp,nidoqueen,1,poison
dp,nidoqueen,2,ground
dp,nidoran-m,1,poison
dp,nidorino,1,poison
dp,nidoking,1,poison
dp,nidoking,2,ground
dp,clefairy,1,normal
dp,clefable,1,normal
dp,vulpix,1,fire
dp,ninetales,1,fire
dp,jigglypuff,1,normal
dp,wigglytuff,1,normal
dp,zubat,1,poison
dp,zubat,2,flying
dp,golbat,1,poison
dp,golbat,2,flying
dp,oddish,1,grass
dp,oddish,2,poison
dp,gloom,1,grass
dp,gloom,2,poison
dp,vileplume,1,grass
dp,vileplume,2,poison
dp,paras,1,bug
dp,paras,2,grass
dp,parasect,1,bug
dp,parasect,2,grass
dp,venonat,1,bug
dp,venonat,2,poison
dp,venomoth,1,bug
dp,venomoth,2,poison
dp,diglett,1,ground
dp,dugtrio,1,ground
dp,meowth,1,normal
dp,persian,1,normal
dp,psyduck,1,water
dp,golduck,1,water
dp,mankey,1,fighting
dp,primeape,1,fighting
dp,growlithe,1,fire
dp,arcanine,1,fire
dp,poliwag,1,water
dp,poliwhirl,1,water
dp,poliwrath,1,water
dp,poliwrath,2,fighting
dp,abra,1,psychic
dp,kadabra,1,psychic
dp,alakazam,1,psychic
dp,machop,1,fighting
dp,machoke,1,fighting
dp,machamp,1,fighting
dp,bellsprout,1,grass
dp,bellsprout,2,poison
dp,weepinbell,1,grass
dp,weepinbell,2,poison
dp,victreebel,1,grass
dp,victreebel,2,poison
dp,tentacool,1,water
dp,tentacool,2,poison
dp,tentacruel,1,water
dp,tentacruel,2,poison
dp,geodude,1,rock
dp,geodude,2,ground
dp,graveler,1,rock
dp,graveler,2,ground
dp,golem,1,rock
dp,golem,2,ground
dp,ponyta,1,fire
dp,rapidash,1,fire
dp,slowpoke,1,water
dp,slowpoke,2,psychic
dp,slowbro,1,water
dp,slowbro,2,psychic
dp,magnemite,1,electric
dp,magnemite,2,steel
dp,magneton,1,electric
dp,magneton,2,steel
dp,farfetchd,1,normal
dp,farfetchd,2,flying
dp,doduo,1,normal
dp,doduo,2,flying
dp,dodrio,1,normal
dp,dodrio,2,flying
dp,seel,1,water
dp,dewgong,1,water
dp,dewgong,2,ice
dp,grimer,1,poison
dp,muk,1,poison
dp,shellder,1,water
dp,cloyster,1,water
dp,cloyster,2,ice
dp,gastly,1,ghost
dp,gastly,2,poison
dp,haunter,1,ghost
dp,haunter,2,poison
dp,gengar,1,ghost
dp,gengar,2,poison
dp,onix,1,rock
dp,onix,2,ground
dp,drowzee,1,psychic
dp,hypno,1,psychic
dp,krabby,1,water
dp,kingler,1,water
dp,voltorb,1,electric
dp,electrode,1,electric
dp,exeggcute,1,grass
dp,exeggcute,2,psychic
dp,exeggutor,1,grass
dp,exeggutor,2,psychic
dp,cubone,1,ground
dp,marowak,1,ground
dp,hitmonlee,1,fighting
dp,hitmonchan,1,fighting
dp,lickitung,1,normal
dp,koffing,1,poison
dp,weezing,1,poison
dp,rhyhorn,1,ground
dp,rhyhorn,2,rock
dp,rhydon,1,ground
dp,rhydon,2,rock
dp,chansey,1,normal
dp,tangela,1,grass
dp,kangaskhan,1,normal
dp,horsea,1,water
dp,seadra,1,water
dp,goldeen,1,water
dp,seaking,1,water
dp,staryu,1,water
dp,starmie,1,water
dp,starmie,2,psychic
dp,mr-mime,1,psychic
dp,scyther,1,bug
dp,scyther,2,flying
dp,jynx,1,ice
dp,jynx,2,psychic
dp,electabuzz,1,electric
dp,magmar,1,fire
dp,pinsir,1,bug
dp,tauros,1,normal
dp,magikarp,1,water
dp,gyarados,1,water
dp,gyarados,2,flying
dp,lapras,1,water
dp,lapras,2,ice
dp,ditto,1,normal
dp,eevee,1,normal
dp,vaporeon,1,water
dp,jolteon,1,electric
dp,flareon,1,fire
dp,porygon,1,normal
dp,omanyte,1,rock
dp,omanyte,2,water
dp,omastar,1,rock
dp,omastar,2,water
dp,kabuto,1,rock
dp,kabuto,2,water
dp,kabutops,1,rock
dp,kabutops,2,water
dp,aerodactyl,1,rock
dp,aerodactyl,2,flying
dp,snorlax,1,normal
dp,articuno,1,ice
dp,articuno,2,flying
dp,zapdos,1,electric
dp,zapdos,2,flying
dp,moltres,1,fire
dp,moltres,2,flying
dp,dratini,1,dragon
dp,dragonair,1,dragon
dp,dragonite,1,dragon
dp,dragonite,2,flying
dp,mewtwo,1,psychic
dp,mew,1,psychic
dp,chikorita,1,grass
dp,bayleef,1,grass
dp,meganium,1,grass
dp,cyndaquil,1,fire
dp,quilava,1,fire
dp,typhlosion,1,fire
dp,totodile,1,water
dp,croconaw,1,water
dp,feraligatr,1,water
dp,sentret,1,normal
dp,furret,1,normal
dp,hoothoot,1,normal
dp,hoothoot,2,flying
dp,noctowl,1,normal
dp,noctowl,2,flying
dp,ledyba,1,bug
dp,ledyba,2,flying
dp,ledian,1,bug
dp,ledian,2,flying
dp,spinarak,1,bug
dp,spinarak,2,poison
dp,ariados,1,bug
dp,ariados,2,poison
dp,crobat,1,poison
dp,crobat,2,flying
dp,chinchou,1,water
dp,chinchou,2,electric
dp,lanturn,1,water
dp,lanturn,2,electric
dp,pichu,1,electric
dp,cleffa,1,normal
dp,igglybuff,1,normal
dp,togepi,1,normal
dp,togetic,1,normal
dp,togetic,2,flying
dp,natu,1,psychic
dp,natu,2,flying
dp,xatu,1,psychic
dp,xatu,2,flying
dp,mareep,1,electric
dp,flaaffy,1,electric
dp,ampharos,1,electric
dp,bellossom,1,grass
dp,marill,1,water
dp,azumarill,1,water
dp,sudowoodo,1,rock
dp,politoed,1,water
dp,hoppip,1,grass
dp,hoppip,2,flying
dp,skiploom,1,grass
dp,skiploom,2,flying
dp,jumpluff,1,grass
dp,jumpluff,2,flying
dp,aipom,1,normal
dp,sunkern,1,grass
dp,sunflora,1,grass
dp,yanma,1,bug
dp,yanma,2,flying
dp,wooper,1,water
dp,wooper,2,ground
dp,quagsire,1,water
dp,quagsire,2,ground
dp,espeon,1,psychic
dp,umbreon,1,dark
dp,murkrow,1,dark
dp,murkrow,2,flying
dp,slowking,1,water
dp,slowking,2,psychic
dp,misdreavus,1,ghost
dp,unown-a,1,psychic
dp,unown-b,1,psychic
dp,unown-c,1,psychic
dp,unown-d,1,psychic
dp,unown-e,1,psychic
dp,unown-f,1,psychic
dp,unown-g,1,psychic
dp,unown-h,1,psychic
dp,unown-i,1,psychic
dp,unown-j,1,psychic
dp,unown-k,1,psychic
dp,unown-l,1,psychic
dp,unown-m,1,psychic
dp,unown-n,1,psychic
dp,unown-o,1,psychic
dp,unown-p,1,psychic
dp,unown-q,1,psychic
dp,unown-r,1,psychic
dp,unown-s,1,psychic
dp,unown-t,1,psychic
dp,unown-u,1,psychic
dp,unown-v,1,psychic
dp,unown-w,1,psychic
dp,unown-x,1,psychic
dp,unown-y,1,psychic
dp,unown-z,1,psychic
dp,unown-exclamation,1,psychic
dp,unown-question,1,psychic
dp,wobbuffet,1,psychic
dp,girafarig,1,normal
dp,girafarig,2,psychic
dp,pineco,1,bug
dp,forretress,1,bug
dp,forretress,2,steel
dp,dunsparce,1,normal
dp,gligar,1,ground
dp,gligar,2,flying
dp,steelix,1,steel
dp,steelix,2,ground
dp,snubbull,1,normal
dp,granbull,1,normal
dp,qwilfish,1,water
dp,qwilfish,2,poison
dp,scizor,1,bug
dp,scizor,2,steel
dp,shuckle,1,bug
dp,shuckle,2,rock
dp,heracross,1,bug
dp,heracross,2,fighting
dp,sneasel,1,dark
dp,sneasel,2,ice
dp,teddiursa,1,normal
dp,ursaring,1,normal
dp,slugma,1,fire
dp,magcargo,1,fire
dp,magcargo,2,rock
dp,swinub,1,ice
dp,swinub,2,ground
dp,piloswine,1,ice
dp,piloswine,2,ground
dp,corsola,1,water
dp,corsola,2,rock
dp,remoraid,1,water
dp,octillery,1,water
dp,delibird,1,ice
dp,delibird,2,flying
dp,mantine,1,water
dp,mantine,2,flying
dp,skarmory,1,steel
dp,skarmory,2,flying
dp,houndour,1,dark
dp,houndour,2,fire
dp,houndoom,1,dark
dp,houndoom,2,fire
dp,kingdra,1,water
dp,kingdra,2,dragon
dp,phanpy,1,ground
dp,donphan,1,ground
dp,porygon2,1,normal
dp,stantler,1,normal
dp,smeargle,1,normal
dp,tyrogue,1,fighting
dp,hitmontop,1,fighting
dp,smoochum,1,ice
dp,smoochum,2,psychic
dp,elekid,1,electric
dp,magby,1,fire
dp,miltank,1,normal
dp,blissey,1,normal
dp,raikou,1,electric
dp,entei,1,fire
dp,suicune,1,water
dp,larvitar,1,rock
dp,larvitar,2,ground
dp,pupitar,1,rock
dp,pupitar,2,ground
dp,tyranitar,1,rock
dp,tyranitar,2,dark
dp,lugia,1,psychic
dp,lugia,2,flying
dp,ho-oh,1,fire
dp,ho-oh,2,flying
dp,celebi,1,psychic
dp,celebi,2,grass
dp,treecko,1,grass
dp,grovyle,1,grass
dp,sceptile,1,grass
dp,torchic,1,fire
dp,combusken,1,fire
dp,combusken,2,fighting
dp,blaziken,1,fire
dp,blaziken,2,fighting
dp,mudkip,1,water
dp,marshtomp,1,water
dp,marshtomp,2,ground
dp,swampert,1,water
dp,swampert,2,ground
dp,poochyena,1,dark
dp,mightyena,1,dark
dp,zigzagoon,1,normal
dp,linoone,1,normal
dp,wurmple,1,bug
dp,silcoon,1,bug
dp,beautifly,1,bug
dp,beautifly,2,flying
dp,cascoon,1,bug
dp,dustox,1,bug
dp,dustox,2,poison
dp,lotad,1,water
dp,lotad,2,grass
dp,lombre,1,water
dp,lombre,2,grass
dp,ludicolo,1,water
dp,ludicolo,2,grass
dp,seedot,1,grass
dp,nuzleaf,1,grass
dp,nuzleaf,2,dark
dp,shiftry,1,grass
dp,shiftry,2,dark
dp,taillow,1,normal
dp,taillow,2,flying
dp,swellow,1,normal
dp,swellow,2,flying
dp,wingull,1,water
dp,wingull,2,flying
dp,pelipper,1,water
dp,pelipper,2,flying
dp,ralts,1,psychic
dp,kirlia,1,psychic
dp,gardevoir,1,psychic
dp,surskit,1,bug
dp,surskit,2,water
dp,masquerain,1,bug
dp,masquerain,2,flying
dp,shroomish,1,grass
dp,breloom,1,grass
dp,breloom,2,fighting
dp,slakoth,1,normal
dp,vigoroth,1,normal
dp,slaking,1,normal
dp,nincada,1,bug
dp,nincada,2,ground
dp,ninjask,1,bug
dp,ninjask,2,flying
dp,shedinja,1,bug
dp,shedinja,2,ghost
dp,whismur,1,normal
dp,loudred,1,normal
dp,exploud,1,normal
dp,makuhita,1,fighting
dp,hariyama,1,fighting
dp,azurill,1,normal
dp,nosepass,1,rock
dp,skitty,1,normal
dp,delcatty,1,normal
dp,sableye,1,dark
dp,sableye,2,ghost
dp,mawile,1,steel
dp,aron,1,steel
dp,aron,2,rock
dp,lairon,1,steel
dp,lairon,2,rock
dp,aggron,1,steel
dp,aggron,2,rock
dp,meditite,1,fighting
dp,meditite,2,psychic
dp,medicham,1,fighting
dp,medicham,2,psychic
dp,electrike,1,electric
dp,manectric,1,electric
dp,plusle,1,electric
dp,minun,1,electric
dp,volbeat,1,bug
dp,illumise,1,bug
dp,roselia,1,grass
dp,roselia,2,poison
dp,gulpin,1,poison
dp,swalot,1,poison
dp,carvanha,1,water
dp,carvanha,2,dark
dp,sharpedo,1,water
dp,sharpedo,2,dark
dp,wailmer,1,water
dp,wailord,1,water
dp,numel,1,fire
dp,numel,2,ground
dp,camerupt,1,fire
dp,camerupt,2,ground
dp,torkoal,1,fire
dp,spoink,1,psychic
dp,grumpig,1,psychic
dp,spinda,1,normal
dp,trapinch,1,ground
dp,vibrava,1,ground
dp,vibrava,2,dragon
dp,flygon,1,ground
dp,flygon,2,dragon
dp,cacnea,1,grass
dp,cacturne,1,grass
dp,cacturne,2,dark
dp,swablu,1,normal
dp,swablu,2,flying
dp,altaria,1,dragon
dp,altaria,2,flying
dp,zangoose,1,normal
dp,seviper,1,poison
dp,lunatone,1,rock
dp,lunatone,2,psychic
dp,solrock,1,rock
dp,solrock,2,psychic
dp,barboach,1,water
dp,barboach,2,ground
dp,whiscash,1,water
dp,whiscash,2,ground
dp,corphish,1,water
dp,crawdaunt,1,water
dp,crawdaunt,2,dark
dp,baltoy,1,ground
dp,baltoy,2,psychic
dp,claydol,1,ground
dp,claydol,2,psychic
dp,lileep,1,rock
dp,lileep,2,grass
dp,cradily,1,rock
dp,cradily,2,grass
dp,anorith,1,rock
dp,anorith,2,bug
dp,armaldo,1,rock
dp,armaldo,2,bug
dp,feebas,1,water
dp,milotic,1,water
dp,castform-normal,1,normal
dp,castform-sunny-form,1,fire
dp,castform-rainy-form,1,water
dp,castform-snowy-form,1,ice
dp,kecleon,1,normal
dp,shuppet,1,ghost
dp,banette,1,ghost
dp,duskull,1,ghost
dp,dusclops,1,ghost
dp,tropius,1,grass
dp,tropius,2,flying
dp,chimecho,1,psychic
dp,absol,1,dark
dp,wynaut,1,psychic
dp,snorunt,1,ice
dp,glalie,1,ice
dp,spheal,1,ice
dp,spheal,2,water
dp,sealeo,1,ice
dp,sealeo,2,water
dp,walrein,1,ice
dp,walrein,2,water
dp,clamperl,1,water
dp,huntail,1,water
dp,gorebyss,1,water
dp,relicanth,1,water
dp,relicanth,2,rock
dp,luvdisc,1,water
dp,bagon,1,dragon
dp,shelgon,1,dragon
dp,salamence,1,dragon
dp,salamence,2,flying
dp,beldum,1,steel
dp,beldum,2,psychic
dp,metang,1,steel
dp,metang,2,psychic
dp,metagross,1,steel
dp,metagross,2,psychic
dp,regirock,1,rock
dp,regice,1,ice
dp,registeel,1,steel
dp,latias,1,dragon
dp,latias,2,psychic
dp,latios,1,dragon
dp,latios,2,psychic
dp,kyogre,1,water
dp,groudon,1,ground
dp,rayquaza,1,dragon
dp,rayquaza,2,flying
dp,jirachi,1,steel
dp,jirachi,2,psychic
dp,deoxys-normal-forme,1,psychic
dp,deoxys-attack-forme,1,psychic
dp,deoxys-defense-forme,1,psychic
dp,deoxys-speed-forme,1,psychic
dp,turtwig,1,grass
dp,grotle,1,grass
dp,torterra,1,grass
dp,torterra,2,ground
dp,chimchar,1,fire
dp,monferno,1,fire
dp,monferno,2,fighting
dp,infernape,1,fire
dp,infernape,2,fighting
dp,piplup,1,water
dp,prinplup,1,water
dp,empoleon,1,water
dp,empoleon,2,steel
dp,starly,1,normal
dp,starly,2,flying
dp,staravia,1,normal
dp,staravia,2,flying
dp,staraptor,1,normal
dp,staraptor,2,flying
dp,bidoof,1,normal
dp,bibarel,1,normal
dp,bibarel,2,water
dp,kricketot,1,bug
dp,kricketune,1,bug
dp,shinx,1,electric
dp,luxio,1,electric
dp,luxray,1,electric
dp,budew,1,grass
dp,budew,2,poison
dp,roserade,1,grass
dp,roserade,2,poison
dp,cranidos,1,rock
dp,rampardos,1,rock
dp,shieldon,1,rock
dp,shieldon,2,steel
dp,bastiodon,1,rock
dp,bastiodon,2,steel
dp,burmy-plant-cloak,1,bug
dp,burmy-sandy-cloak,1,bug
dp,burmy-trash-cloak,1,bug
dp,wormadam-plant-cloak,1,bug
dp,wormadam-plant-cloak,2,grass
dp,wormadam-sandy-cloak,1,bug
dp,wormadam-sandy-cloak,2,ground
dp,wormadam-trash-cloak,1,bug
dp,wormadam-trash-cloak,2,steel
dp,mothim,1,bug
dp,mothim,2,flying
dp,combee,1,bug
dp,combee,2,flying
dp,vespiquen,1,bug
dp,vespiquen,2,flying
dp,pachirisu,1,electric
dp,buizel,1,water
dp,floatzel,1,water
dp,cherubi,1,grass
dp,cherrim-overcast-form,1,grass
dp,cherrim-sunshine-form,1,grass
dp,shellos-west-sea,1,water
dp,shellos-east-sea,1,water
dp,gastrodon-west-sea,1,water
dp,gastrodon-west-sea,2,ground
dp,gastrodon-east-sea,1,water
dp,gastrodon-east-sea,2,ground
dp,ambipom,1,normal
dp,drifloon,1,ghost
dp,drifloon,2,flying
dp,drifblim,1,ghost
dp,drifblim,2,flying
dp,buneary,1,normal
dp,lopunny,1,normal
dp,mismagius,1,ghost
dp,honchkrow,1,dark
dp,honchkrow,2,flying
dp,glameow,1,normal
dp,purugly,1,normal
dp,chingling,1,psychic
dp,stunky,1,poison
dp,stunky,2,dark
dp,skuntank,1,poison
dp,skuntank,2,dark
dp,bronzor,1,steel
dp,bronzor,2,psychic
dp,bronzong,1,steel
dp,bronzong,2,psychic
dp,bonsly,1,rock
dp,mime-jr,1,psychic
dp,happiny,1,normal
dp,chatot,1,normal
dp,chatot,2,flying
dp,spiritomb,1,ghost
dp,spiritomb,2,dark
dp,gible,1,dragon
dp,gible,2,ground
dp,gabite,1,dragon
dp,gabite,2,ground
dp,garchomp,1,dragon
dp,garchomp,2,ground
dp,munchlax,1,normal
dp,riolu,1,fighting
dp,lucario,1,fighting
dp,lucario,2,steel
dp,hippopotas,1,ground
