game_group_identifier,pokemon_identifier,slot_identifier,item_identifier
rs,castform-snowy-form,common,mystic-water
rs,castform-snowy-form,rare,mystic-water
rs,kecleon,rare,persim-berry
rs,shuppet,rare,spell-tag
rs,banette,rare,spell-tag
rs,duskull,rare,spell-tag
rs,dusclops,rare,spell-tag
rs,glalie,rare,never-melt-ice
rs,clamperl,rare,blue-shard
rs,relicanth,rare,green-shard
rs,luvdisc,common,heart-scale
rs,bagon,rare,dragon-scale
rs,shelgon,rare,dragon-scale
rs,salamence,rare,dragon-scale
rs,beldum,rare,metal-coat
rs,metang,rare,metal-coat
rs,metagross,rare,metal-coat
rs,jirachi,common,star-piece
rs,jirachi,rare,star-piece
frlg,butterfree,rare,silver-powder
frlg,beedrill,rare,poison-barb
frlg,raticate,common,oran-berry
frlg,raticate,rare,sitrus-berry
frlg,fearow,rare,sharp-beak
frlg,arbok,rare,poison-barb
frlg,sandslash,rare,soft-sand
frlg,clefairy,rare,moon-stone
frlg,clefable,rare,moon-stone
frlg,vulpix,common,rawst-berry
frlg,ninetales,common,rawst-berry
frlg,jigglypuff,common,oran-berry
frlg,wigglytuff,common,oran-berry
frlg,paras,common,tiny-mushroom
frlg,paras,rare,big-mushroom
frlg,parasect,common,tiny-mushroom
frlg,parasect,rare,big-mushroom
frlg,venomoth,rare,silver-powder
frlg,meowth,rare,nugget
frlg,growlithe,common,rawst-berry
frlg,arcanine,common,rawst-berry
frlg,abra,rare,twisted-spoon
frlg,kadabra,rare,twisted-spoon
frlg,alakazam,rare,twisted-spoon
frlg,machoke,rare,focus-band
frlg,machamp,rare,focus-band
frlg,graveler,rare,hard-stone
frlg,golem,rare,hard-stone
frlg,magneton,rare,magnet
frlg,farfetchd,rare,leek
frlg,dodrio,rare,sharp-beak
frlg,seel,common,aspear-berry
frlg,dewgong,common,aspear-berry
frlg,dewgong,rare,never-melt-ice
frlg,shellder,common,pearl
frlg,shellder,rare,big-pearl
frlg,cloyster,common,pearl
frlg,cloyster,rare,big-pearl
frlg,haunter,rare,spell-tag
frlg,gengar,rare,spell-tag
frlg,onix,rare,hard-stone
frlg,cubone,rare,thick-club
frlg,marowak,rare,thick-club
frlg,chansey,rare,lucky-egg
frlg,staryu,common,stardust
frlg,staryu,rare,star-piece
frlg,starmie,common,stardust
frlg,starmie,rare,star-piece
frlg,ditto,rare,metal-powder
frlg,snorlax,common,chesto-berry
frlg,snorlax,rare,chesto-berry
frlg,dragonair,rare,dragon-fang
frlg,dragonite,rare,dragon-fang
frlg,chikorita,common,lum-berry
frlg,chikorita,rare,lum-berry
frlg,sentret,rare,oran-berry
frlg,furret,common,oran-berry
frlg,furret,rare,sitrus-berry
frlg,chinchou,rare,yellow-shard
frlg,lanturn,rare,yellow-shard
frlg,cleffa,rare,moon-stone
frlg,igglybuff,common,oran-berry
frlg,politoed,rare,kings-rock
frlg,slowking,rare,kings-rock
frlg,misdreavus,rare,spell-tag
frlg,girafarig,rare,persim-berry
frlg,steelix,rare,metal-coat
frlg,shuckle,common,berry-juice
frlg,shuckle,rare,berry-juice
frlg,teddiursa,common,oran-berry
frlg,teddiursa,rare,sitrus-berry
frlg,ursaring,common,oran-berry
frlg,ursaring,rare,sitrus-berry
frlg,swinub,common,aspear-berry
frlg,piloswine,common,aspear-berry
frlg,piloswine,rare,never-melt-ice
frlg,corsola,rare,red-shard
frlg,skarmory,rare,sharp-beak
frlg,kingdra,rare,dragon-scale
frlg,porygon2,common,upgrade
frlg,porygon2,rare,upgrade
frlg,miltank,common,moomoo-milk
frlg,miltank,rare,moomoo-milk
frlg,blissey,rare,lucky-egg
frlg,celebi,common,lum-berry
frlg,celebi,rare,lum-berry
frlg,poochyena,rare,pecha-berry
frlg,mightyena,rare,pecha-berry
frlg,zigzagoon,rare,oran-berry
frlg,linoone,common,oran-berry
frlg,linoone,rare,sitrus-berry
frlg,beautifly,rare,silver-powder
frlg,dustox,rare,silver-powder
frlg,masquerain,rare,silver-powder
frlg,whismur,rare,chesto-berry
frlg,loudred,rare,chesto-berry
frlg,exploud,rare,chesto-berry
frlg,hariyama,rare,kings-rock
frlg,skitty,rare,leppa-berry
frlg,delcatty,rare,leppa-berry
frlg,aron,rare,hard-stone
frlg,lairon,rare,hard-stone
frlg,aggron,rare,hard-stone
frlg,roselia,rare,poison-barb
frlg,gulpin,rare,big-pearl
frlg,swalot,rare,big-pearl
frlg,numel,common,rawst-berry
frlg,numel,rare,rawst-berry
frlg,camerupt,common,rawst-berry
frlg,camerupt,rare,rawst-berry
frlg,spinda,rare,chesto-berry
frlg,trapinch,rare,soft-sand
frlg,cacnea,rare,poison-barb
frlg,cacturne,rare,poison-barb
frlg,lunatone,rare,moon-stone
frlg,solrock,rare,sun-stone
frlg,castform-normal,common,mystic-water
frlg,castform-normal,rare,mystic-water
frlg,castform-sunny-form,common,mystic-water
frlg,castform-sunny-form,rare,mystic-water
frlg,castform-rainy-form,common,mystic-water
frlg,castform-rainy-form,rare,mystic-water
frlg,castform-snowy-form,common,mystic-water
frlg,castform-snowy-form,rare,mystic-water
frlg,kecleon,rare,persim-berry
frlg,shuppet,rare,spell-tag
frlg,banette,rare,spell-tag
frlg,duskull,rare,spell-tag
frlg,dusclops,rare,spell-tag
frlg,glalie,rare,never-melt-ice
frlg,clamperl,rare,blue-shard
frlg,relicanth,rare,green-shard
frlg,luvdisc,common,heart-scale
frlg,bagon,rare,dragon-scale
frlg,shelgon,rare,dragon-scale
frlg,salamence,rare,dragon-scale
frlg,beldum,rare,metal-coat
frlg,metang,rare,metal-coat
frlg,metagross,rare,metal-coat
frlg,jirachi,common,star-piece
frlg,jirachi,rare,star-piece
e,butterfree,rare,silver-powder
e,beedrill,rare,poison-barb
e,fearow,rare,sharp-beak
e,pikachu,common,oran-berry
e,pikachu,rare,light-ball
e,raichu,rare,oran-berry
e,sandshrew,rare,quick-claw
e,sandslash,rare,quick-claw
e,clefairy,common,leppa-berry
e,clefairy,rare,moon-stone
e,clefable,common,leppa-berry
e,clefable,rare,moon-stone
e,vulpix,common,rawst-berry
e,vulpix,rare,rawst-berry
e,ninetales,common,rawst-berry
e,ninetales,rare,rawst-berry
e,paras,common,tiny-mushroom
e,paras,rare,big-mushroom
e,parasect,common,tiny-mushroom
e,parasect,rare,big-mushroom
e,growlithe,common,rawst-berry
e,growlithe,rare,rawst-berry
e,arcanine,common,rawst-berry
e,arcanine,rare,rawst-berry
e,poliwhirl,rare,kings-rock
e,poliwrath,rare,kings-rock
e,abra,rare,twisted-spoon
e,kadabra,rare,twisted-spoon
e,alakazam,rare,twisted-spoon
e,geodude,rare,everstone
e,graveler,rare,everstone
e,golem,rare,everstone
e,slowpoke,rare,kings-rock
e,slowbro,rare,kings-rock
e,magnemite,rare,metal-coat
e,magneton,rare,metal-coat
e,farfetchd,rare,leek
e,doduo,rare,sharp-beak
e,dodrio,rare,sharp-beak
e,grimer,rare,nugget
e,muk,rare,nugget
e,shellder,common,pearl
e,shellder,rare,big-pearl
e,cloyster,common,pearl
e,cloyster,rare,big-pearl
e,cubone,rare,thick-club
e,marowak,rare,thick-club
e,koffing,rare,smoke-ball
e,weezing,rare,smoke-ball
e,chansey,rare,lucky-egg
e,horsea,rare,dragon-scale
e,seadra,rare,dragon-scale
e,staryu,common,stardust
e,staryu,rare,star-piece
e,starmie,common,stardust
e,starmie,rare,star-piece
e,mr-mime,rare,leppa-berry
e,jynx,common,aspear-berry
e,jynx,rare,aspear-berry
e,magmar,common,rawst-berry
e,magmar,rare,rawst-berry
e,ditto,rare,metal-powder
e,snorlax,common,leftovers
e,snorlax,rare,leftovers
e,dratini,rare,dragon-scale
e,dragonair,rare,dragon-scale
e,dragonite,rare,dragon-scale
e,mew,common,lum-berry
e,mew,rare,lum-berry
e,sentret,rare,oran-berry
e,furret,common,oran-berry
e,furret,rare,sitrus-berry
e,chinchou,rare,yellow-shard
e,lanturn,rare,yellow-shard
e,pichu,rare,oran-berry
e,cleffa,common,leppa-berry
e,cleffa,rare,moon-stone
e,politoed,rare,kings-rock
e,slowking,rare,kings-rock
e,misdreavus,rare,spell-tag
e,girafarig,rare,persim-berry
e,steelix,rare,metal-coat
e,shuckle,common,oran-berry
e,shuckle,rare,oran-berry
e,sneasel,rare,quick-claw
e,corsola,rare,red-shard
e,kingdra,rare,dragon-scale
e,smoochum,common,aspear-berry
e,smoochum,rare,aspear-berry
e,magby,common,rawst-berry
e,magby,rare,rawst-berry
e,miltank,common,moomoo-milk
e,miltank,rare,moomoo-milk
e,blissey,rare,lucky-egg
e,ho-oh,common,sacred-ash
e,ho-oh,rare,sacred-ash
e,celebi,common,lum-berry
e,celebi,rare,lum-berry
e,poochyena,rare,pecha-berry
e,mightyena,rare,pecha-berry
e,zigzagoon,rare,oran-berry
e,linoone,common,oran-berry
e,linoone,rare,sitrus-berry
e,beautifly,rare,silver-powder
e,dustox,rare,silver-powder
e,masquerain,rare,silver-powder
e,whismur,rare,chesto-berry
e,loudred,rare,chesto-berry
e,exploud,rare,chesto-berry
e,hariyama,rare,kings-rock
e,skitty,rare,leppa-berry
e,delcatty,rare,leppa-berry
e,aron,rare,hard-stone
e,lairon,rare,hard-stone
e,aggron,rare,hard-stone
e,roselia,rare,poison-barb
e,gulpin,rare,big-pearl
e,swalot,rare,big-pearl
e,numel,common,rawst-berry
e,numel,rare,rawst-berry
e,camerupt,common,rawst-berry
e,camerupt,rare,rawst-berry
e,spinda,rare,chesto-berry
e,trapinch,rare,soft-sand
e,cacnea,rare,poison-barb
e,cacturne,rare,poison-barb
e,lunatone,rare,moon-stone
e,solrock,rare,sun-stone
e,castform-normal,common,mystic-water
e,castform-normal,rare,mystic-water
e,castform-sunny-form,common,mystic-water
e,castform-sunny-form,rare,mystic-water
e,castform-rainy-form,common,mystic-water
e,castform-rainy-form,rare,mystic-water
e,castform-snowy-form,common,mystic-water
e,castform-snowy-form,rare,mystic-water
e,kecleon,rare,persim-berry
e,shuppet,rare,spell-tag
e,banette,rare,spell-tag
e,duskull,rare,spell-tag
e,dusclops,rare,spell-tag
e,glalie,rare,never-melt-ice
e,clamperl,rare,blue-shard
e,relicanth,rare,green-shard
e,luvdisc,common,heart-scale
e,bagon,rare,dragon-scale
e,shelgon,rare,dragon-scale
e,salamence,rare,dragon-scale
e,beldum,rare,metal-coat
e,metang,rare,metal-coat
e,metagross,rare,metal-coat
e,jirachi,common,star-piece
e,jirachi,rare,star-piece
dp,butterfree,rare,silver-powder
dp,beedrill,rare,poison-barb
dp,rattata,rare,chilan-berry
dp,raticate,rare,chilan-berry
dp,fearow,rare,sharp-beak
dp,pikachu,common,oran-berry
dp,pikachu,rare,light-ball
dp,raichu,rare,oran-berry
dp,sandshrew,rare,quick-claw
dp,sandslash,rare,quick-claw
dp,clefairy,common,leppa-berry
dp,clefairy,rare,moon-stone
dp,clefable,common,leppa-berry
dp,clefable,rare,moon-stone
dp,vulpix,common,rawst-berry
dp,vulpix,rare,rawst-berry
dp,ninetales,common,rawst-berry
dp,ninetales,rare,rawst-berry
dp,paras,common,tiny-mushroom
dp,paras,rare,big-mushroom
dp,parasect,common,tiny-mushroom
dp,parasect,rare,big-mushroom
dp,venomoth,rare,shed-shell
dp,diglett,rare,soft-sand
dp,dugtrio,rare,soft-sand
dp,meowth,rare,quick-claw
dp,persian,rare,quick-claw
dp,mankey,rare,payapa-berry
dp,primeape,rare,payapa-berry
dp,growlithe,common,rawst-berry
dp,growlithe,rare,rawst-berry
dp,arcanine,common,rawst-berry
dp,arcanine,rare,rawst-berry
dp,poliwhirl,rare,kings-rock
dp,poliwrath,rare,kings-rock
dp,abra,rare,twisted-spoon
dp,kadabra,rare,twisted-spoon
dp,alakazam,rare,twisted-spoon
dp,tentacool,rare,poison-barb
dp,tentacruel,rare,poison-barb
dp,geodude,rare,everstone
dp,graveler,rare,everstone
dp,golem,rare,everstone
dp,ponyta,rare,shuca-berry
dp,rapidash,rare,shuca-berry
dp,slowpoke,rare,lagging-tail
dp,slowbro,rare,kings-rock
dp,magnemite,rare,metal-coat
dp,magneton,rare,metal-coat
dp,farfetchd,rare,leek
dp,doduo,rare,sharp-beak
dp,dodrio,rare,sharp-beak
dp,grimer,rare,nugget
dp,muk,rare,nugget
dp,shellder,common,pearl
dp,shellder,rare,big-pearl
dp,cloyster,common,pearl
dp,cloyster,rare,big-pearl
dp,cubone,rare,thick-club
dp,marowak,rare,thick-club
dp,lickitung,rare,lagging-tail
dp,koffing,rare,smoke-ball
dp,weezing,rare,smoke-ball
dp,chansey,common,oval-stone
dp,chansey,rare,lucky-egg
dp,horsea,rare,dragon-scale
dp,seadra,rare,dragon-scale
dp,staryu,common,stardust
dp,staryu,rare,star-piece
dp,starmie,common,stardust
dp,starmie,rare,star-piece
dp,mr-mime,rare,leppa-berry
dp,jynx,common,aspear-berry
dp,jynx,rare,aspear-berry
dp,ditto,common,quick-powder
dp,ditto,rare,metal-powder
dp,snorlax,common,leftovers
dp,snorlax,rare,leftovers
dp,dratini,rare,dragon-scale
dp,dragonair,rare,dragon-scale
dp,dragonite,rare,dragon-scale
dp,mew,common,lum-berry
dp,mew,rare,lum-berry
dp,sentret,rare,oran-berry
dp,furret,common,oran-berry
dp,furret,rare,sitrus-berry
dp,chinchou,rare,deep-sea-scale
dp,lanturn,rare,deep-sea-scale
dp,pichu,rare,oran-berry
dp,cleffa,common,leppa-berry
dp,cleffa,rare,moon-stone
dp,politoed,rare,kings-rock
dp,sunkern,rare,coba-berry
dp,yanma,rare,wide-lens
dp,slowking,rare,kings-rock
dp,girafarig,rare,persim-berry
dp,steelix,rare,metal-coat
dp,qwilfish,rare,poison-barb
dp,shuckle,common,oran-berry
dp,shuckle,rare,oran-berry
dp,sneasel,common,grip-claw
dp,sneasel,rare,quick-claw
dp,corsola,rare,hard-stone
dp,kingdra,rare,dragon-scale
dp,phanpy,rare,passho-berry
dp,donphan,rare,passho-berry
dp,smoochum,common,aspear-berry
dp,smoochum,rare,aspear-berry
dp,miltank,common,moomoo-milk
dp,miltank,rare,moomoo-milk
dp,blissey,common,oval-stone
dp,blissey,rare,lucky-egg
dp,ho-oh,common,sacred-ash
dp,ho-oh,rare,sacred-ash
dp,celebi,common,lum-berry
dp,celebi,rare,lum-berry
dp,poochyena,rare,pecha-berry
dp,mightyena,rare,pecha-berry
dp,zigzagoon,rare,oran-berry
dp,linoone,common,oran-berry
dp,linoone,rare,sitrus-berry
dp,beautifly,rare,shed-shell
dp,dustox,rare,shed-shell
dp,taillow,rare,charti-berry
dp,swellow,rare,charti-berry
dp,masquerain,rare,silver-powder
dp,shroomish,rare,kebia-berry
dp,breloom,rare,kebia-berry
dp,whismur,rare,chesto-berry
dp,loudred,rare,chesto-berry
dp,exploud,rare,chesto-berry
dp,hariyama,rare,kings-rock
dp,nosepass,rare,hard-stone
dp,skitty,rare,leppa-berry
dp,delcatty,rare,leppa-berry
dp,mawile,rare,occa-berry
dp,aron,rare,hard-stone
dp,lairon,rare,hard-stone
dp,aggron,rare,hard-stone
dp,roselia,rare,poison-barb
dp,gulpin,rare,big-pearl
dp,swalot,rare,big-pearl
dp,carvanha,rare,deep-sea-tooth
dp,sharpedo,rare,deep-sea-tooth
dp,numel,common,rawst-berry
dp,numel,rare,rawst-berry
dp,camerupt,common,rawst-berry
dp,camerupt,rare,rawst-berry
dp,spoink,rare,tanga-berry
dp,grumpig,rare,tanga-berry
dp,spinda,rare,chesto-berry
dp,trapinch,rare,soft-sand
dp,cacnea,rare,sticky-barb
dp,cacturne,rare,sticky-barb
dp,zangoose,rare,quick-claw
dp,lunatone,rare,moon-stone
dp,solrock,rare,sun-stone
dp,lileep,rare,big-root
dp,cradily,rare,big-root
dp,castform-normal,common,mystic-water
dp,castform-normal,rare,mystic-water
dp,castform-sunny-form,common,mystic-water
dp,castform-sunny-form,rare,mystic-water
dp,castform-rainy-form,common,mystic-water
dp,castform-rainy-form,rare,mystic-water
dp,castform-snowy-form,common,mystic-water
dp,castform-snowy-form,rare,mystic-water
dp,kecleon,rare,persim-berry
dp,shuppet,rare,spell-tag
dp,banette,rare,spell-tag
dp,duskull,rare,kasib-berry
dp,dusclops,rare,kasib-berry
dp,chimecho,rare,colbur-berry
dp,snorunt,rare,babiri-berry
dp,glalie,rare,babiri-berry
dp,clamperl,rare,big-pearl
dp,huntail,rare,deep-sea-tooth
dp,gorebyss,rare,deep-sea-scale
dp,relicanth,rare,deep-sea-scale
dp,luvdisc,common,heart-scale
dp,bagon,rare,dragon-fang
dp,shelgon,rare,dragon-fang
dp,salamence,rare,dragon-fang
dp,beldum,rare,metal-coat
dp,metang,rare,metal-coat
dp,metagross,rare,metal-coat
dp,jirachi,common,star-piece
dp,jirachi,rare,star-piece
dp,starly,rare,yache-berry
dp,staravia,rare,yache-berry
dp,staraptor,rare,yache-berry
dp,bibarel,common,oran-berry
dp,bibarel,rare,sitrus-berry
dp,kricketot,rare,metronome
dp,kricketune,rare,metronome
dp,budew,rare,poison-barb
dp,roserade,rare,poison-barb
dp,wormadam-plant-cloak,rare,silver-powder
dp,wormadam-sandy-cloak,rare,silver-powder
dp,wormadam-trash-cloak,rare,silver-powder
dp,mothim,rare,silver-powder
dp,combee,common,honey
dp,combee,rare,honey
dp,vespiquen,rare,poison-barb
dp,buizel,rare,wacan-berry
dp,floatzel,rare,wacan-berry
dp,cherubi,rare,miracle-seed
dp,cherrim-overcast-form,rare,miracle-seed
dp,cherrim-sunshine-form,rare,miracle-seed
dp,buneary,rare,chople-berry
dp,lopunny,rare,chople-berry
dp,glameow,rare,cheri-berry
dp,purugly,rare,cheri-berry
dp,chingling,rare,colbur-berry
dp,stunky,rare,pecha-berry
dp,skuntank,rare,pecha-berry
dp,bronzor,rare,metal-coat
dp,bronzong,rare,metal-coat
dp,mime-jr,rare,leppa-berry
dp,happiny,common,oval-stone
dp,happiny,rare,lucky-punch
dp,chatot,rare,metronome
dp,gible,rare,haban-berry
dp,gabite,rare,haban-berry
dp,garchomp,rare,haban-berry
dp,munchlax,common,leftovers
dp,munchlax,rare,leftovers
dp,skorupi,rare,poison-barb
dp,drapion,rare,poison-barb
dp,croagunk,rare,black-sludge
dp,toxicroak,rare,black-sludge
dp,finneon,rare,rindo-berry
dp,lumineon,rare,rindo-berry
dp,snover,rare,never-melt-ice
dp,abomasnow,rare,never-melt-ice
dp,weavile,common,grip-claw
dp,weavile,rare,quick-claw
dp,magnezone,rare,metal-coat
dp,lickilicky,rare,lagging-tail
dp,yanmega,rare,wide-lens
dp,probopass,rare,hard-stone
dp,dusknoir,rare,kasib-berry
dp,froslass,rare,babiri-berry
dp,shaymin-land-forme,common,lum-berry
dp,shaymin-land-forme,rare,lum-berry
p,butterfree,rare,silver-powder
p,beedrill,rare,poison-barb
p,rattata,rare,chilan-berry
p,raticate,rare,chilan-berry
p,fearow,rare,sharp-beak
p,pikachu,common,oran-berry
p,pikachu,rare,light-ball
p,raichu,rare,oran-berry
p,sandshrew,rare,quick-claw
p,sandslash,rare,quick-claw
p,clefairy,common,leppa-berry
p,clefairy,rare,moon-stone
p,clefable,common,leppa-berry
p,clefable,rare,moon-stone
p,vulpix,common,rawst-berry
p,vulpix,rare,rawst-berry
p,ninetales,common,rawst-berry
p,ninetales,rare,rawst-berry
p,paras,common,tiny-mushroom
p,paras,rare,big-mushroom
p,parasect,common,tiny-mushroom
p,parasect,rare,big-mushroom
p,venomoth,rare,shed-shell
p,diglett,rare,soft-sand
p,dugtrio,rare,soft-sand
p,meowth,rare,quick-claw
p,persian,rare,quick-claw
p,mankey,rare,payapa-berry
p,primeape,rare,payapa-berry
p,growlithe,common,rawst-berry
p,growlithe,rare,rawst-berry
p,arcanine,common,rawst-berry
p,arcanine,rare,rawst-berry
p,poliwhirl,rare,kings-rock
p,poliwrath,rare,kings-rock
p,abra,rare,twisted-spoon
p,kadabra,rare,twisted-spoon
p,alakazam,rare,twisted-spoon
p,tentacool,rare,poison-barb
p,tentacruel,rare,poison-barb
p,geodude,rare,everstone
p,graveler,rare,everstone
p,golem,rare,everstone
p,ponyta,rare,shuca-berry
p,rapidash,rare,shuca-berry
p,slowpoke,rare,lagging-tail
p,slowbro,rare,kings-rock
p,magnemite,rare,metal-coat
p,magneton,rare,metal-coat
p,farfetchd,rare,leek
p,doduo,rare,sharp-beak
p,dodrio,rare,sharp-beak
p,grimer,rare,nugget
p,muk,rare,nugget
p,shellder,common,pearl
p,shellder,rare,big-pearl
p,cloyster,common,pearl
p,cloyster,rare,big-pearl
p,cubone,rare,thick-club
p,marowak,rare,thick-club
p,lickitung,rare,lagging-tail
p,koffing,rare,smoke-ball
p,weezing,rare,smoke-ball
p,chansey,common,oval-stone
p,chansey,rare,lucky-egg
p,horsea,rare,dragon-scale
p,seadra,rare,dragon-scale
p,staryu,common,stardust
p,staryu,rare,star-piece
p,starmie,common,stardust
p,starmie,rare,star-piece
p,mr-mime,rare,leppa-berry
p,jynx,common,aspear-berry
p,jynx,rare,aspear-berry
p,electabuzz,rare,electirizer
p,magmar,rare,magmarizer
p,ditto,common,quick-powder
p,ditto,rare,metal-powder
p,snorlax,common,leftovers
p,snorlax,rare,leftovers
p,dratini,rare,dragon-scale
p,dragonair,rare,dragon-scale
p,dragonite,rare,dragon-scale
p,mew,common,lum-berry
p,mew,rare,lum-berry
p,sentret,rare,oran-berry
p,furret,common,oran-berry
p,furret,rare,sitrus-berry
p,chinchou,rare,deep-sea-scale
p,lanturn,rare,deep-sea-scale
p,pichu,rare,oran-berry
p,cleffa,common,leppa-berry
p,cleffa,rare,moon-stone
p,politoed,rare,kings-rock
p,sunkern,rare,coba-berry
p,yanma,rare,wide-lens
p,slowking,rare,kings-rock
p,girafarig,rare,persim-berry
p,steelix,rare,metal-coat
p,qwilfish,rare,poison-barb
p,shuckle,common,oran-berry
p,shuckle,rare,oran-berry
p,sneasel,common,grip-claw
p,sneasel,rare,quick-claw
p,corsola,rare,hard-stone
p,kingdra,rare,dragon-scale
p,phanpy,rare,passho-berry
p,donphan,rare,passho-berry
p,smoochum,common,aspear-berry
p,smoochum,rare,aspear-berry
p,elekid,rare,electirizer
p,magby,rare,magmarizer
p,miltank,common,moomoo-milk
p,miltank,rare,moomoo-milk
p,blissey,common,oval-stone
p,blissey,rare,lucky-egg
p,ho-oh,common,sacred-ash
p,ho-oh,rare,sacred-ash
p,celebi,common,lum-berry
p,celebi,rare,lum-berry
p,poochyena,rare,pecha-berry
p,mightyena,rare,pecha-berry
p,zigzagoon,rare,oran-berry
p,linoone,common,oran-berry
p,linoone,rare,sitrus-berry
p,beautifly,rare,shed-shell
p,dustox,rare,shed-shell
p,taillow,rare,charti-berry
p,swellow,rare,charti-berry
p,masquerain,rare,silver-powder
p,shroomish,rare,kebia-berry
p,breloom,rare,kebia-berry
p,whismur,rare,chesto-berry
p,loudred,rare,chesto-berry
p,exploud,rare,chesto-berry
p,hariyama,rare,kings-rock
p,nosepass,rare,hard-stone
p,skitty,rare,leppa-berry
p,delcatty,rare,leppa-berry
p,mawile,rare,occa-berry
p,aron,rare,hard-stone
p,lairon,rare,hard-stone
p,aggron,rare,hard-stone
p,roselia,rare,poison-barb
p,gulpin,rare,big-pearl
p,swalot,rare,big-pearl
p,carvanha,rare,deep-sea-tooth
p,sharpedo,rare,deep-sea-tooth
p,numel,common,rawst-berry
p,numel,rare,rawst-berry
p,camerupt,common,rawst-berry
p,camerupt,rare,rawst-berry
p,spoink,rare,tanga-berry
p,grumpig,rare,tanga-berry
p,spinda,rare,chesto-berry
p,trapinch,rare,soft-sand
p,cacnea,rare,sticky-barb
p,cacturne,rare,sticky-barb
p,zangoose,rare,quick-claw
p,lunatone,rare,moon-stone
p,solrock,rare,sun-stone
p,lileep,rare,big-root
p,cradily,rare,big-root
p,castform-normal,common,mystic-water
p,castform-normal,rare,mystic-water
p,castform-sunny-form,common,mystic-water
p,castform-sunny-form,rare,mystic-water
p,castform-rainy-form,common,mystic-water
p,castform-rainy-form,rare,mystic-water
p,castform-snowy-form,common,mystic-water
p,castform-snowy-form,rare,mystic-water
p,kecleon,rare,persim-berry
p,shuppet,rare,spell-tag
p,banette,rare,spell-tag
p,duskull,rare,kasib-berry
p,dusclops,rare,kasib-berry
p,chimecho,rare,colbur-berry
p,snorunt,rare,babiri-berry
p,glalie,rare,babiri-berry
p,clamperl,rare,big-pearl
p,huntail,rare,deep-sea-tooth
p,gorebyss,rare,deep-sea-scale
p,relicanth,rare,deep-sea-scale
p,luvdisc,common,heart-scale
p,bagon,rare,dragon-fang
p,shelgon,rare,dragon-fang
p,salamence,rare,dragon-fang
p,beldum,rare,metal-coat
p,metang,rare,metal-coat
p,metagross,rare,metal-coat
p,jirachi,common,star-piece
p,jirachi,rare,star-piece
p,starly,rare,yache-berry
p,staravia,rare,yache-berry
p,staraptor,rare,yache-berry
p,bibarel,common,oran-berry
p,bibarel,rare,sitrus-berry
p,kricketot,rare,metronome
p,kricketune,rare,metronome
p,budew,rare,poison-barb
p,roserade,rare,poison-barb
p,wormadam-plant-cloak,rare,silver-powder
p,wormadam-sandy-cloak,rare,silver-powder
p,wormadam-trash-cloak,rare,silver-powder
p,mothim,rare,silver-powder
p,combee,common,honey
p,combee,rare,honey
p,vespiquen,rare,poison-barb
p,buizel,rare,wacan-berry
p,floatzel,rare,wacan-berry
p,cherubi,rare,miracle-seed
p,cherrim-overcast-form,rare,miracle-seed
p,cherrim-sunshine-form,rare,miracle-seed
p,buneary,rare,chople-berry
p,lopunny,rare,chople-berry
p,glameow,rare,cheri-berry
p,purugly,rare,cheri-berry
p,chingling,rare,colbur-berry
p,stunky,rare,pecha-berry
p,skuntank,rare,pecha-berry
p,bronzor,rare,metal-coat
p,bronzong,rare,metal-coat
p,mime-jr,rare,leppa-berry
p,happiny,common,oval-stone
p,happiny,rare,lucky-punch
p,chatot,rare,metronome
p,gible,rare,haban-berry
p,gabite,rare,haban-berry
p,garchomp,rare,haban-berry
p,munchlax,common,leftovers
p,munchlax,rare,leftovers
p,skorupi,rare,poison-barb
p,drapion,rare,poison-barb
p,croagunk,rare,black-sludge
p,toxicroak,rare,black-sludge
p,finneon,rare,rindo-berry
p,lumineon,rare,rindo-berry
p,snover,rare,never-melt-ice
p,abomasnow,rare,never-melt-ice
p,weavile,common,grip-claw
p,weavile,rare,quick-claw
p,magnezone,rare,metal-coat
p,lickilicky,rare,lagging-tail
p,electivire,rare,electirizer
p,magmortar,rare,magmarizer
p,yanmega,rare,wide-lens
p,probopass,rare,hard-stone
p,dusknoir,rare,kasib-berry
p,froslass,rare,babiri-berry
p,shaymin-land-forme,common,lum-berry
p,shaymin-land-forme,rare,lum-berry
p,shaymin-sky-forme,common,lum-berry
p,shaymin-sky-forme,rare,lum-berry
hgss,butterfree,rare,silver-powder
hgss,beedrill,rare,poison-barb
hgss,rattata,rare,chilan-berry
hgss,raticate,rare,chilan-berry
hgss,fearow,rare,sharp-beak
hgss,pikachu,common,oran-berry
hgss,pikachu,rare,light-ball
hgss,raichu,rare,oran-berry
hgss,sandshrew,rare,quick-claw
hgss,sandslash,rare,quick-claw
hgss,clefairy,common,leppa-berry
hgss,clefairy,rare,moon-stone
hgss,clefable,common,leppa-berry
hgss,clefable,rare,moon-stone
hgss,vulpix,common,rawst-berry
hgss,vulpix,rare,rawst-berry
hgss,ninetales,common,rawst-berry
hgss,ninetales,rare,rawst-berry
hgss,paras,common,tiny-mushroom
hgss,paras,rare,big-mushroom
hgss,parasect,common,tiny-mushroom
hgss,parasect,rare,big-mushroom
hgss,venomoth,rare,shed-shell
hgss,diglett,rare,soft-sand
hgss,dugtrio,rare,soft-sand
hgss,meowth,rare,quick-claw
hgss,persian,rare,quick-claw
hgss,mankey,rare,payapa-berry
hgss,primeape,rare,payapa-berry
