id,identifier,species_id,height,weight,base_experience,order,is_default
738,vikavolt,738,15,450,250,887,1
739,crabrawler,739,6,70,68,889,1
740,crabominable,740,17,1800,167,890,1
741,oricorio-baile,741,6,34,167,891,1
742,cutiefly,742,1,2,61,895,1
743,ribombee,743,2,5,162,896,1
744,rockruff,744,5,92,56,898,1
745,lycanroc-midday,745,8,250,170,900,1
746,wishiwashi-solo,746,2,3,61,903,1
747,mareanie,747,4,80,61,905,1
748,toxapex,748,7,145,173,906,1
749,mudbray,749,10,1100,77,907,1
750,mudsdale,750,25,9200,175,908,1
751,dewpider,751,3,40,54,909,1
752,araquanid,752,18,820,159,910,1
753,fomantis,753,3,15,50,912,1
754,lurantis,754,9,185,168,913,1
755,morelull,755,2,15,57,915,1
756,shiinotic,756,10,115,142,916,1
757,salandit,757,6,48,64,917,1
758,salazzle,758,12,222,168,918,1
759,stufful,759,5,68,68,920,1
760,bewear,760,21,1350,175,921,1
761,bounsweet,761,3,32,42,922,1
762,steenee,762,7,82,102,923,1
763,tsareena,763,12,214,255,924,1
764,comfey,764,1,3,170,925,1
765,oranguru,765,15,760,172,926,1
766,passimian,766,20,828,172,927,1
767,wimpod,767,5,120,46,928,1
768,golisopod,768,20,1080,186,929,1
769,sandygast,769,5,700,64,930,1
770,palossand,770,13,2500,168,931,1
771,pyukumuku,771,3,12,144,932,1
772,type-null,772,19,1205,107,933,1
773,silvally,773,23,1005,285,934,1
774,minior-red-meteor,774,3,400,154,935,1
775,komala,775,4,199,168,949,1
776,turtonator,776,20,2120,170,950,1
777,togedemaru,777,3,33,152,951,1
778,mimikyu-disguised,778,2,7,167,953,1
779,bruxish,779,9,190,166,957,1
780,drampa,780,30,1850,170,958,1
781,dhelmise,781,39,2100,181,959,1
782,jangmo-o,782,6,297,60,960,1
783,hakamo-o,783,12,470,147,961,1
784,kommo-o,784,16,782,300,962,1
785,tapu-koko,785,18,205,285,964,1
786,tapu-lele,786,12,186,285,965,1
787,tapu-bulu,787,19,455,285,966,1
788,tapu-fini,788,13,212,285,967,1
789,cosmog,789,2,1,40,968,1
790,cosmoem,790,1,9999,140,969,1
791,solgaleo,791,34,2300,340,970,1
792,lunala,792,40,1200,340,971,1
793,nihilego,793,12,555,285,972,1
794,buzzwole,794,24,3336,285,973,1
795,pheromosa,795,18,250,285,974,1
796,xurkitree,796,38,1000,285,975,1
797,celesteela,797,92,9999,285,976,1
798,kartana,798,3,1,285,977,1
799,guzzlord,799,55,8880,285,978,1
800,necrozma,800,24,2300,300,979,1
801,magearna,801,10,805,300,983,1
802,marshadow,802,7,222,300,985,1
803,poipole,803,6,18,210,986,1
804,naganadel,804,36,1500,270,987,1
805,stakataka,805,55,8200,285,988,1
806,blacephalon,806,18,130,285,989,1
807,zeraora,807,15,445,300,990,1
808,meltan,808,2,80,150,991,1
809,melmetal,809,25,8000,300,992,1
810,grookey,810,3,50,62,993,1
811,thwackey,811,7,140,147,994,1
812,rillaboom,812,21,900,265,995,1
813,scorbunny,813,3,45,62,996,1
814,raboot,814,6,90,147,997,1
815,cinderace,815,14,330,265,998,1
816,sobble,816,3,40,62,999,1
817,drizzile,817,7,115,147,1000,1
818,inteleon,818,19,452,265,1001,1
819,skwovet,819,3,25,55,1002,1
820,greedent,820,6,60,161,1003,1
821,rookidee,821,2,18,49,1004,1
822,corvisquire,822,8,160,128,1005,1
823,corviknight,823,22,750,248,1006,1
824,blipbug,824,4,80,36,1007,1
825,dottler,825,4,195,117,1008,1
826,orbeetle,826,4,408,253,1009,1
827,nickit,827,6,89,49,1010,1
828,thievul,828,12,199,159,1011,1
829,gossifleur,829,4,22,50,1012,1
830,eldegoss,830,5,25,161,1013,1
831,wooloo,831,6,60,122,1014,1
832,dubwool,832,13,430,172,1015,1
833,chewtle,833,3,85,57,1016,1
834,drednaw,834,10,1155,170,1017,1
835,yamper,835,3,135,54,1018,1
836,boltund,836,10,340,172,1019,1
837,rolycoly,837,3,120,48,1020,1
838,carkol,838,11,780,144,1021,1
839,coalossal,839,28,3105,255,1022,1
840,applin,840,2,5,52,1023,1
841,flapple,841,3,10,170,1024,1
842,appletun,842,4,130,170,1025,1
843,silicobra,843,22,76,63,1026,1
844,sandaconda,844,38,655,179,1027,1
845,cramorant,845,8,180,166,1028,1
846,arrokuda,846,5,10,56,1031,1
847,barraskewda,847,13,300,172,1032,1
848,toxel,848,4,110,48,1033,1
849,toxtricity-amped,849,16,400,176,1034,1
850,sizzlipede,850,7,10,61,1036,1
851,centiskorch,851,30,1200,184,1037,1
852,clobbopus,852,6,40,62,1038,1
853,grapploct,853,16,390,168,1039,1
854,sinistea,854,1,2,62,1040,1
855,polteageist,855,2,4,178,1041,1
856,hatenna,856,4,34,53,1042,1
857,hattrem,857,6,48,130,1043,1
858,hatterene,858,21,51,255,1044,1
859,impidimp,859,4,55,53,1045,1
860,morgrem,860,8,125,130,1046,1
861,grimmsnarl,861,15,610,255,1047,1
862,obstagoon,862,16,460,260,1048,1
863,perrserker,863,8,280,154,1049,1
864,cursola,864,10,4,179,1050,1
865,sirfetchd,865,8,1170,177,1051,1
866,mr-rime,866,15,582,182,1052,1
867,runerigus,867,16,666,169,1053,1
868,milcery,868,2,3,54,1054,1
869,alcremie,869,3,5,173,1055,1
870,falinks,870,30,620,165,1056,1
871,pincurchin,871,3,10,152,1057,1
872,snom,872,3,38,37,1058,1
873,frosmoth,873,13,420,166,1059,1
874,stonjourner,874,25,5200,165,1060,1
875,eiscue-ice,875,14,890,165,1061,1
876,indeedee-male,876,9,280,166,1063,1
877,morpeko-full-belly,877,3,30,153,1065,1
878,cufant,878,12,1000,66,1067,1
879,copperajah,879,30,6500,175,1068,1
880,dracozolt,880,18,1900,177,1069,1
881,arctozolt,881,23,1500,177,1070,1
882,dracovish,882,23,2150,177,1071,1
883,arctovish,883,20,1750,177,1072,1
884,duraludon,884,18,400,187,1073,1
885,dreepy,885,5,20,54,1074,1
886,drakloak,886,14,110,144,1075,1
887,dragapult,887,30,500,300,1076,1
888,zacian,888,28,1100,335,1077,1
889,zamazenta,889,29,2100,335,1079,1
890,eternatus,890,200,9500,345,1081,1
891,kubfu,891,6,120,77,1083,1
892,urshifu-single-strike,892,19,1050,275,1084,1
893,zarude,893,18,700,300,1086,1
894,regieleki,894,12,1450,290,1088,1
895,regidrago,895,21,2000,290,1089,1
896,glastrier,896,22,8000,290,1090,1
897,spectrier,897,20,445,290,1091,1
898,calyrex,898,11,77,250,1092,1
10001,deoxys-attack,386,17,608,270,516,0
10002,deoxys-defense,386,17,608,270,517,0
10003,deoxys-speed,386,17,608,270,518,0
10004,wormadam-sandy,413,5,65,148,544,0
10005,wormadam-trash,413,5,65,148,545,0
10006,shaymin-sky,492,4,52,270,608,0
10007,giratina-origin,487,69,6500,340,602,0
10008,rotom-heat,479,3,3,182,589,0
10009,rotom-wash,479,3,3,182,590,0
10010,rotom-frost,479,3,3,182,591,0
10011,rotom-fan,479,3,3,182,592,0
10012,rotom-mow,479,3,3,182,593,0
10013,castform-sunny,351,3,8,147,466,0
10014,castform-rainy,351,3,8,147,467,0
10015,castform-snowy,351,3,8,147,468,0
10016,basculin-blue-striped,550,10,180,161,668,0
10017,darmanitan-zen,555,13,929,189,675,0
10018,meloetta-pirouette,648,6,65,270,779,0
10019,tornadus-therian,641,14,630,290,766,0
10020,thundurus-therian,642,30,610,290,768,0
10021,landorus-therian,645,13,680,300,772,0
10022,kyurem-black,646,33,3250,350,775,0
10023,kyurem-white,646,36,3250,350,774,0
10024,keldeo-resolute,647,14,485,290,777,0
10025,meowstic-female,678,6,85,163,813,0
10026,aegislash-blade,681,17,530,250,817,0
10027,pumpkaboo-small,710,3,35,67,846,0
10028,pumpkaboo-large,710,5,75,67,847,0
10029,pumpkaboo-super,710,8,150,67,848,0
10030,gourgeist-small,711,7,95,173,850,0
10031,gourgeist-large,711,11,140,173,851,0
10032,gourgeist-super,711,17,390,173,852,0
10033,venusaur-mega,3,24,1555,281,4,0
10034,charizard-mega-x,6,17,1105,285,8,0
10035,charizard-mega-y,6,17,1005,285,9,0
10036,blastoise-mega,9,16,1011,284,13,0
10037,alakazam-mega,65,12,480,270,107,0
10038,gengar-mega,94,14,405,270,151,0
10039,kangaskhan-mega,115,22,1000,207,186,0
10040,pinsir-mega,127,17,590,210,209,0
10041,gyarados-mega,130,65,3050,224,213,0
10042,aerodactyl-mega,142,21,790,215,234,0
10043,mewtwo-mega-x,150,23,1270,351,247,0
10044,mewtwo-mega-y,150,15,330,351,248,0
10045,ampharos-mega,181,14,615,275,277,0
10046,scizor-mega,212,20,1250,210,199,0
10047,heracross-mega,214,17,625,210,312,0
10048,houndoom-mega,229,19,495,210,332,0
10049,tyranitar-mega,248,25,2550,315,344,0
10050,blaziken-mega,257,19,520,284,355,0
10051,gardevoir-mega,282,16,484,278,384,0
10052,mawile-mega,303,10,235,168,409,0
10053,aggron-mega,306,22,3950,284,413,0
10054,medicham-mega,308,13,315,179,416,0
10055,manectric-mega,310,18,440,201,419,0
10056,banette-mega,354,12,130,194,472,0
10057,absol-mega,359,12,490,198,480,0
10058,garchomp-mega,445,19,950,315,572,0
10059,lucario-mega,448,13,575,219,575,0
10060,abomasnow-mega,460,27,1850,208,587,0
10061,floette-eternal,670,2,9,243,804,0
10062,latias-mega,380,18,520,315,505,0
10063,latios-mega,381,23,700,315,507,0
10064,swampert-mega,260,19,1020,286,359,0
10065,sceptile-mega,254,19,552,284,351,0
10066,sableye-mega,302,5,1610,168,407,0
10067,altaria-mega,334,15,206,207,448,0
10068,gallade-mega,475,16,564,278,386,0
10069,audino-mega,531,15,320,425,648,0
10070,sharpedo-mega,319,25,1303,196,431,0
10071,slowbro-mega,80,20,1200,207,129,0
10072,steelix-mega,208,105,7400,214,154,0
10073,pidgeot-mega,18,22,505,261,24,0
10074,glalie-mega,362,21,3502,203,483,0
10075,diancie-mega,719,11,278,315,866,0
10076,metagross-mega,376,25,9429,315,500,0
10077,kyogre-primal,382,98,4300,347,509,0
10078,groudon-primal,383,50,9997,347,511,0
10079,rayquaza-mega,384,108,3920,351,513,0
10080,pikachu-rock-star,25,4,60,112,38,0
10081,pikachu-belle,25,4,60,112,39,0
10082,pikachu-pop-star,25,4,60,112,40,0
10083,pikachu-phd,25,4,60,112,41,0
10084,pikachu-libre,25,4,60,112,42,0
10085,pikachu-cosplay,25,4,60,112,37,0
10086,hoopa-unbound,720,65,4900,306,868,0
10087,camerupt-mega,323,25,3205,196,436,0
10088,lopunny-mega,428,13,283,203,560,0
10089,salamence-mega,373,18,1126,315,496,0
10090,beedrill-mega,15,14,405,223,20,0
10091,rattata-alola,19,3,38,51,26,0
10092,raticate-alola,20,7,255,145,28,0
10093,raticate-totem-alola,20,14,1050,145,29,0
10094,pikachu-original-cap,25,4,60,112,43,0
10095,pikachu-hoenn-cap,25,4,60,112,44,0
10096,pikachu-sinnoh-cap,25,4,60,112,45,0
10097,pikachu-unova-cap,25,4,60,112,46,0
10098,pikachu-kalos-cap,25,4,60,112,47,0
10099,pikachu-alola-cap,25,4,60,112,48,0
10100,raichu-alola,26,7,210,243,53,0
10101,sandshrew-alola,27,7,400,60,55,0
10102,sandslash-alola,28,12,550,158,57,0
10103,vulpix-alola,37,6,99,60,68,0
10104,ninetales-alola,38,11,199,177,70,0
10105,diglett-alola,50,2,10,53,86,0
10106,dugtrio-alola,51,7,666,149,88,0
10107,meowth-alola,52,4,42,58,90,0
10108,persian-alola,53,11,330,154,93,0
10109,geodude-alola,74,4,203,60,117,0
10110,graveler-alola,75,10,1100,137,119,0
10111,golem-alola,76,17,3160,223,121,0
10112,grimer-alola,88,7,420,65,143,0
10113,muk-alola,89,10,520,175,145,0
10114,exeggutor-alola,103,109,4156,186,163,0
10115,marowak-alola,105,10,340,149,166,0
10116,greninja-battle-bond,658,15,400,239,790,0
10117,greninja-ash,658,15,400,288,791,0
10118,zygarde-10-power-construct,718,12,335,243,862,0
10119,zygarde-50-power-construct,718,50,3050,300,863,0
10120,zygarde-complete,718,45,6100,354,864,0
10121,gumshoos-totem,735,14,600,146,884,0
10122,vikavolt-totem,738,26,1475,225,888,0
10123,oricorio-pom-pom,741,6,34,167,892,0
10124,oricorio-pau,741,6,34,167,893,0
10125,oricorio-sensu,741,6,34,167,894,0
10126,lycanroc-midnight,745,11,250,170,901,0
10127,wishiwashi-school,746,82,786,217,904,0
10128,lurantis-totem,754,15,580,168,914,0
10129,salazzle-totem,758,21,810,168,919,0
10130,minior-orange-meteor,774,3,400,154,936,0
10131,minior-yellow-meteor,774,3,400,154,937,0
10132,minior-green-meteor,774,3,400,154,938,0
10133,minior-blue-meteor,774,3,400,154,939,0
10134,minior-indigo-meteor,774,3,400,154,940,0
10135,minior-violet-meteor,774,3,400,154,941,0
10136,minior-red,774,3,3,175,942,0
10137,minior-orange,774,3,3,175,943,0
10138,minior-yellow,774,3,3,175,944,0
10139,minior-green,774,3,3,175,945,0
10140,minior-blue,774,3,3,175,946,0
10141,minior-indigo,774,3,3,175,947,0
10142,minior-violet,774,3,3,175,948,0
10143,mimikyu-busted,778,2,7,167,954,0
10144,mimikyu-totem-disguised,778,4,28,167,955,0
10145,mimikyu-totem-busted,778,4,28,167,956,0
10146,kommo-o-totem,784,24,2075,270,963,0
10147,magearna-original,801,10,805,300,984,0
10148,pikachu-partner-cap,25,4,60,112,49,0
10149,marowak-totem,105,17,980,149,167,0
10150,ribombee-totem,743,4,20,162,897,0
10151,rockruff-own-tempo,744,5,92,56,899,0
10152,lycanroc-dusk,745,8,250,170,902,0
10153,araquanid-totem,752,31,2175,159,911,0
10154,togedemaru-totem,777,6,130,152,952,0
10155,necrozma-dusk,800,38,4600,340,980,0
10156,necrozma-dawn,800,42,3500,340,981,0
10157,necrozma-ultra,800,75,2300,339,982,0
10158,raticate-totem,20,14,1050,145,30,0
10159,pikachu-starter,25,4,60,86,50,0
10160,eevee-starter,133,3,65,87,217,0
10161,zygarde-10,718,12,335,219,860,0
10162,pikachu-world-cap,25,4,60,112,51,0
10163,meowth-galar,52,4,75,58,91,0
10164,ponyta-galar,77,8,240,82,123,0
10165,rapidash-galar,78,17,800,175,125,0
10166,slowpoke-galar,79,12,360,63,127,0
10167,slowbro-galar,80,16,705,172,130,0
10168,farfetchd-galar,83,8,420,132,137,0
10169,weezing-galar,110,30,160,172,176,0
10170,mr-mime-galar,122,14,568,161,196,0
10171,articuno-galar,144,17,509,290,238,0
10172,zapdos-galar,145,16,582,290,240,0
10173,moltres-galar,146,20,660,290,242,0
10174,slowking-galar,199,18,795,172,132,0
10175,corsola-galar,222,6,5,144,323,0
10176,zigzagoon-galar,263,4,175,56,363,0
10177,linoone-galar,264,5,325,147,365,0
10178,darumaka-galar,554,7,400,63,673,0
10179,darmanitan-galar-standard,555,17,1200,168,676,0
10180,darmanitan-galar-zen,555,17,1200,189,677,0
10181,yamask-galar,562,5,15,61,685,0
10182,stunfisk-galar,618,7,205,165,742,0
10183,zygarde-10,718,12,335,243,861,0
10184,cramorant-gulping,845,8,180,166,1029,0
10185,cramorant-gorging,845,8,180,166,1030,0
10186,toxtricity-low-key,849,16,400,176,1035,0
10187,eiscue-noice,875,14,890,165,1062,0
10188,indeedee-female,876,9,280,166,1064,0
10189,morpeko-hangry,877,3,30,153,1066,0
10190,zacian-crowned,888,28,3550,360,1078,0
10191,zamazenta-crowned,889,29,7850,360,1080,0
10192,eternatus-eternamax,890,1000,0,563,1082,0
10193,urshifu-rapid-strike,892,19,1050,275,1085,0
10194,zarude-dada,893,18,700,300,1087,0
10195,calyrex-ice,898,24,8091,340,1093,0
10196,calyrex-shadow,898,24,536,340,1094,0
