pokemon_species_identifier,language,name
linoone,jp-kanji,マッスグマ
linoone,en,Linoone
linoone,fr,Linéon
linoone,it,Linoone
linoone,de,Geradaks
linoone,es,Linoone
linoone,ko,직구리
linoone,zh-simp,直冲熊
linoone,zh-trad,直衝熊
wurmple,jp-kana,ケムッソ
wurmple,jp-kanji,ケムッソ
wurmple,en,Wurmple
wurmple,fr,Chenipotte
wurmple,it,Wurmple
wurmple,de,Waumpel
wurmple,es,Wurmple
wurmple,ko,개무소
wurmple,zh-simp,刺尾虫
wurmple,zh-trad,刺尾蟲
silcoon,jp-kana,カラサリス
silcoon,jp-kanji,カラサリス
silcoon,en,Silcoon
silcoon,fr,Armulys
silcoon,it,Silcoon
silcoon,de,Schaloko
silcoon,es,Silcoon
silcoon,ko,실쿤
silcoon,zh-simp,甲壳茧
silcoon,zh-trad,甲殼繭
beautifly,jp-kana,アゲハント
beautifly,jp-kanji,アゲハント
beautifly,en,Beautifly
beautifly,fr,Charmillon
beautifly,it,Beautifly
beautifly,de,Papinella
beautifly,es,Beautifly
beautifly,ko,뷰티플라이
beautifly,zh-simp,狩猎凤蝶
beautifly,zh-trad,狩獵鳳蝶
cascoon,jp-kana,マユルド
cascoon,jp-kanji,マユルド
cascoon,en,Cascoon
cascoon,fr,Blindalys
cascoon,it,Cascoon
cascoon,de,Panekon
cascoon,es,Cascoon
cascoon,ko,카스쿤
cascoon,zh-simp,盾甲茧
cascoon,zh-trad,盾甲繭
dustox,jp-kana,ドクケイル
dustox,jp-kanji,ドクケイル
dustox,en,Dustox
dustox,fr,Papinox
dustox,it,Dustox
dustox,de,Pudox
dustox,es,Dustox
dustox,ko,독케일
dustox,zh-simp,毒粉蛾
dustox,zh-trad,毒粉蛾
lotad,jp-kana,ハスボー
lotad,jp-kanji,ハスボー
lotad,en,Lotad
lotad,fr,Nénupiot
lotad,it,Lotad
lotad,de,Loturzel
lotad,es,Lotad
lotad,ko,연꽃몬
lotad,zh-simp,莲叶童子
lotad,zh-trad,蓮葉童子
lombre,jp-kana,ハスブレロ
lombre,jp-kanji,ハスブレロ
lombre,en,Lombre
lombre,fr,Lombre
lombre,it,Lombre
lombre,de,Lombrero
lombre,es,Lombre
lombre,ko,로토스
lombre,zh-simp,莲帽小童
lombre,zh-trad,蓮帽小童
ludicolo,jp-kana,ルンパッパ
ludicolo,jp-kanji,ルンパッパ
ludicolo,en,Ludicolo
ludicolo,fr,Ludicolo
ludicolo,it,Ludicolo
ludicolo,de,Kappalores
ludicolo,es,Ludicolo
ludicolo,ko,로파파
ludicolo,zh-simp,乐天河童
ludicolo,zh-trad,樂天河童
seedot,jp-kana,タネボー
seedot,jp-kanji,タネボー
seedot,en,Seedot
seedot,fr,Grainipiot
seedot,it,Seedot
seedot,de,Samurzel
seedot,es,Seedot
seedot,ko,도토링
seedot,zh-simp,橡实果
seedot,zh-trad,橡實果
nuzleaf,jp-kana,コノハナ
nuzleaf,jp-kanji,コノハナ
nuzleaf,en,Nuzleaf
nuzleaf,fr,Pifeuil
nuzleaf,it,Nuzleaf
nuzleaf,de,Blanas
nuzleaf,es,Nuzleaf
nuzleaf,ko,잎새코
nuzleaf,zh-simp,长鼻叶
nuzleaf,zh-trad,長鼻葉
shiftry,jp-kana,ダーテング
shiftry,jp-kanji,ダーテング
shiftry,en,Shiftry
shiftry,fr,Tengalice
shiftry,it,Shiftry
shiftry,de,Tengulist
shiftry,es,Shiftry
shiftry,ko,다탱구
shiftry,zh-simp,狡猾天狗
shiftry,zh-trad,狡猾天狗
taillow,jp-kana,スバメ
taillow,jp-kanji,スバメ
taillow,en,Taillow
taillow,fr,Nirondelle
taillow,it,Taillow
taillow,de,Schwalbini
taillow,es,Taillow
taillow,ko,테일로
taillow,zh-simp,傲骨燕
taillow,zh-trad,傲骨燕
swellow,jp-kana,オオスバメ
swellow,jp-kanji,オオスバメ
swellow,en,Swellow
swellow,fr,Hélédelle
swellow,it,Swellow
swellow,de,Schwalboss
swellow,es,Swellow
swellow,ko,스왈로
swellow,zh-simp,大王燕
swellow,zh-trad,大王燕
wingull,jp-kana,キャモメ
wingull,jp-kanji,キャモメ
wingull,en,Wingull
wingull,fr,Goélise
wingull,it,Wingull
wingull,de,Wingull
wingull,es,Wingull
wingull,ko,갈모매
wingull,zh-simp,长翅鸥
wingull,zh-trad,長翅鷗
pelipper,jp-kana,ペリッパー
pelipper,jp-kanji,ペリッパー
pelipper,en,Pelipper
pelipper,fr,Bekipan
pelipper,it,Pelipper
pelipper,de,Pelipper
pelipper,es,Pelipper
pelipper,ko,패리퍼
pelipper,zh-simp,大嘴鸥
pelipper,zh-trad,大嘴鷗
ralts,jp-kana,ラルトス
ralts,jp-kanji,ラルトス
ralts,en,Ralts
ralts,fr,Tarsal
ralts,it,Ralts
ralts,de,Trasla
ralts,es,Ralts
ralts,ko,랄토스
ralts,zh-simp,拉鲁拉丝
ralts,zh-trad,拉魯拉絲
kirlia,jp-kana,キルリア
kirlia,jp-kanji,キルリア
kirlia,en,Kirlia
kirlia,fr,Kirlia
kirlia,it,Kirlia
kirlia,de,Kirlia
kirlia,es,Kirlia
kirlia,ko,킬리아
kirlia,zh-simp,奇鲁莉安
kirlia,zh-trad,奇魯莉安
gardevoir,jp-kana,サーナイト
gardevoir,jp-kanji,サーナイト
gardevoir,en,Gardevoir
gardevoir,fr,Gardevoir
gardevoir,it,Gardevoir
gardevoir,de,Guardevoir
gardevoir,es,Gardevoir
gardevoir,ko,가디안
gardevoir,zh-simp,沙奈朵
gardevoir,zh-trad,沙奈朵
surskit,jp-kana,アメタマ
surskit,jp-kanji,アメタマ
surskit,en,Surskit
surskit,fr,Arakdo
surskit,it,Surskit
surskit,de,Gehweiher
surskit,es,Surskit
surskit,ko,비구술
surskit,zh-simp,溜溜糖球
surskit,zh-trad,溜溜糖球
masquerain,jp-kana,アメモース
masquerain,jp-kanji,アメモース
masquerain,en,Masquerain
masquerain,fr,Maskadra
masquerain,it,Masquerain
masquerain,de,Maskeregen
masquerain,es,Masquerain
masquerain,ko,비나방
masquerain,zh-simp,雨翅蛾
masquerain,zh-trad,雨翅蛾
shroomish,jp-kana,キノココ
shroomish,jp-kanji,キノココ
shroomish,en,Shroomish
shroomish,fr,Balignon
shroomish,it,Shroomish
shroomish,de,Knilz
shroomish,es,Shroomish
shroomish,ko,버섯꼬
shroomish,zh-simp,蘑蘑菇
shroomish,zh-trad,蘑蘑菇
breloom,jp-kana,キノガッサ
breloom,jp-kanji,キノガッサ
breloom,en,Breloom
breloom,fr,Chapignon
breloom,it,Breloom
breloom,de,Kapilz
breloom,es,Breloom
breloom,ko,버섯모
breloom,zh-simp,斗笠菇
breloom,zh-trad,斗笠菇
slakoth,jp-kana,ナマケロ
slakoth,jp-kanji,ナマケロ
slakoth,en,Slakoth
slakoth,fr,Parecool
slakoth,it,Slakoth
slakoth,de,Bummelz
slakoth,es,Slakoth
slakoth,ko,게을로
slakoth,zh-simp,懒人獭
slakoth,zh-trad,懶人獺
vigoroth,jp-kana,ヤルキモノ
vigoroth,jp-kanji,ヤルキモノ
vigoroth,en,Vigoroth
vigoroth,fr,Vigoroth
vigoroth,it,Vigoroth
vigoroth,de,Muntier
vigoroth,es,Vigoroth
vigoroth,ko,발바로
vigoroth,zh-simp,过动猿
vigoroth,zh-trad,過動猿
slaking,jp-kana,ケッキング
slaking,jp-kanji,ケッキング
slaking,en,Slaking
slaking,fr,Monaflèmit
slaking,it,Slaking
slaking,de,Letarking
slaking,es,Slaking
slaking,ko,게을킹
slaking,zh-simp,请假王
slaking,zh-trad,請假王
nincada,jp-kana,ツチニン
nincada,jp-kanji,ツチニン
nincada,en,Nincada
nincada,fr,Ningale
nincada,it,Nincada
nincada,de,Nincada
nincada,es,Nincada
nincada,ko,토중몬
nincada,zh-simp,土居忍士
nincada,zh-trad,土居忍士
ninjask,jp-kana,テッカニン
ninjask,jp-kanji,テッカニン
ninjask,en,Ninjask
ninjask,fr,Ninjask
ninjask,it,Ninjask
ninjask,de,Ninjask
ninjask,es,Ninjask
ninjask,ko,아이스크
ninjask,zh-simp,铁面忍者
ninjask,zh-trad,鐵面忍者
shedinja,jp-kana,ヌケニン
shedinja,jp-kanji,ヌケニン
shedinja,en,Shedinja
shedinja,fr,Munja
shedinja,it,Shedinja
shedinja,de,Ninjatom
shedinja,es,Shedinja
shedinja,ko,껍질몬
shedinja,zh-simp,脱壳忍者
shedinja,zh-trad,脫殼忍者
whismur,jp-kana,ゴニョニョ
whismur,jp-kanji,ゴニョニョ
whismur,en,Whismur
whismur,fr,Chuchmur
whismur,it,Whismur
whismur,de,Flurmel
whismur,es,Whismur
whismur,ko,소곤룡
whismur,zh-simp,咕妞妞
whismur,zh-trad,咕妞妞
loudred,jp-kana,ドゴーム
loudred,jp-kanji,ドゴーム
loudred,en,Loudred
loudred,fr,Ramboum
loudred,it,Loudred
loudred,de,Krakeelo
loudred,es,Loudred
loudred,ko,노공룡
loudred,zh-simp,吼爆弹
loudred,zh-trad,吼爆彈
exploud,jp-kana,バクオング
exploud,jp-kanji,バクオング
exploud,en,Exploud
exploud,fr,Brouhabam
exploud,it,Exploud
exploud,de,Krawumms
exploud,es,Exploud
exploud,ko,폭음룡
exploud,zh-simp,爆音怪
exploud,zh-trad,爆音怪
makuhita,jp-kana,マクノシタ
makuhita,jp-kanji,マクノシタ
makuhita,en,Makuhita
makuhita,fr,Makuhita
makuhita,it,Makuhita
makuhita,de,Makuhita
makuhita,es,Makuhita
makuhita,ko,마크탕
makuhita,zh-simp,幕下力士
makuhita,zh-trad,幕下力士
hariyama,jp-kana,ハリテヤマ
hariyama,jp-kanji,ハリテヤマ
hariyama,en,Hariyama
hariyama,fr,Hariyama
hariyama,it,Hariyama
hariyama,de,Hariyama
hariyama,es,Hariyama
hariyama,ko,하리뭉
hariyama,zh-simp,铁掌力士
hariyama,zh-trad,鐵掌力士
azurill,jp-kana,ルリリ
azurill,jp-kanji,ルリリ
azurill,en,Azurill
azurill,fr,Azurill
azurill,it,Azurill
azurill,de,Azurill
azurill,es,Azurill
azurill,ko,루리리
azurill,zh-simp,露力丽
azurill,zh-trad,露力麗
nosepass,jp-kana,ノズパス
nosepass,jp-kanji,ノズパス
nosepass,en,Nosepass
nosepass,fr,Tarinor
nosepass,it,Nosepass
nosepass,de,Nasgnet
nosepass,es,Nosepass
nosepass,ko,코코파스
nosepass,zh-simp,朝北鼻
nosepass,zh-trad,朝北鼻
skitty,jp-kana,エネコ
skitty,jp-kanji,エネコ
skitty,en,Skitty
skitty,fr,Skitty
skitty,it,Skitty
skitty,de,Eneco
skitty,es,Skitty
skitty,ko,에나비
skitty,zh-simp,向尾喵
skitty,zh-trad,向尾喵
delcatty,jp-kana,エネコロロ
delcatty,jp-kanji,エネコロロ
delcatty,en,Delcatty
delcatty,fr,Delcatty
delcatty,it,Delcatty
delcatty,de,Enekoro
delcatty,es,Delcatty
delcatty,ko,델케티
delcatty,zh-simp,优雅猫
delcatty,zh-trad,優雅貓
sableye,jp-kana,ヤミラミ
sableye,jp-kanji,ヤミラミ
sableye,en,Sableye
sableye,fr,Ténéfix
sableye,it,Sableye
sableye,de,Zobiris
sableye,es,Sableye
sableye,ko,깜까미
sableye,zh-simp,勾魂眼
sableye,zh-trad,勾魂眼
mawile,jp-kana,クチート
mawile,jp-kanji,クチート
mawile,en,Mawile
mawile,fr,Mysdibule
mawile,it,Mawile
mawile,de,Flunkifer
mawile,es,Mawile
mawile,ko,입치트
mawile,zh-simp,大嘴娃
mawile,zh-trad,大嘴娃
aron,jp-kana,ココドラ
aron,jp-kanji,ココドラ
aron,en,Aron
aron,fr,Galekid
aron,it,Aron
aron,de,Stollunior
aron,es,Aron
aron,ko,가보리
aron,zh-simp,可可多拉
aron,zh-trad,可可多拉
lairon,jp-kana,コドラ
lairon,jp-kanji,コドラ
lairon,en,Lairon
lairon,fr,Galegon
lairon,it,Lairon
lairon,de,Stollrak
lairon,es,Lairon
lairon,ko,갱도라
lairon,zh-simp,可多拉
lairon,zh-trad,可多拉
aggron,jp-kana,ボスゴドラ
aggron,jp-kanji,ボスゴドラ
aggron,en,Aggron
aggron,fr,Galeking
aggron,it,Aggron
aggron,de,Stolloss
aggron,es,Aggron
aggron,ko,보스로라
aggron,zh-simp,波士可多拉
aggron,zh-trad,波士可多拉
meditite,jp-kana,アサナン
meditite,jp-kanji,アサナン
meditite,en,Meditite
meditite,fr,Méditikka
meditite,it,Meditite
meditite,de,Meditie
meditite,es,Meditite
meditite,ko,요가랑
meditite,zh-simp,玛沙那
meditite,zh-trad,瑪沙那
medicham,jp-kana,チャーレム
medicham,jp-kanji,チャーレム
medicham,en,Medicham
medicham,fr,Charmina
medicham,it,Medicham
medicham,de,Meditalis
medicham,es,Medicham
medicham,ko,요가램
medicham,zh-simp,恰雷姆
medicham,zh-trad,恰雷姆
electrike,jp-kana,ラクライ
electrike,jp-kanji,ラクライ
electrike,en,Electrike
electrike,fr,Dynavolt
electrike,it,Electrike
electrike,de,Frizelbliz
electrike,es,Electrike
electrike,ko,썬더라이
electrike,zh-simp,落雷兽
electrike,zh-trad,落雷獸
manectric,jp-kana,ライボルト
manectric,jp-kanji,ライボルト
manectric,en,Manectric
manectric,fr,Élecsprint
manectric,it,Manectric
manectric,de,Voltenso
manectric,es,Manectric
manectric,ko,썬더볼트
manectric,zh-simp,雷电兽
manectric,zh-trad,雷電獸
plusle,jp-kana,プラスル
plusle,jp-kanji,プラスル
plusle,en,Plusle
plusle,fr,Posipi
plusle,it,Plusle
plusle,de,Plusle
plusle,es,Plusle
plusle,ko,플러시
plusle,zh-simp,正电拍拍
plusle,zh-trad,正電拍拍
minun,jp-kana,マイナン
minun,jp-kanji,マイナン
minun,en,Minun
minun,fr,Négapi
minun,it,Minun
minun,de,Minun
minun,es,Minun
minun,ko,마이농
minun,zh-simp,负电拍拍
minun,zh-trad,負電拍拍
volbeat,jp-kana,バルビート
volbeat,jp-kanji,バルビート
volbeat,en,Volbeat
volbeat,fr,Muciole
volbeat,it,Volbeat
volbeat,de,Volbeat
volbeat,es,Volbeat
volbeat,ko,볼비트
volbeat,zh-simp,电萤虫
volbeat,zh-trad,電螢蟲
illumise,jp-kana,イルミーゼ
illumise,jp-kanji,イルミーゼ
illumise,en,Illumise
illumise,fr,Lumivole
illumise,it,Illumise
illumise,de,Illumise
illumise,es,Illumise
illumise,ko,네오비트
illumise,zh-simp,甜甜萤
illumise,zh-trad,甜甜螢
roselia,jp-kana,ロゼリア
roselia,jp-kanji,ロゼリア
roselia,en,Roselia
roselia,fr,Rosélia
roselia,it,Roselia
roselia,de,Roselia
roselia,es,Roselia
roselia,ko,로젤리아
roselia,zh-simp,毒蔷薇
roselia,zh-trad,毒薔薇
gulpin,jp-kana,ゴクリン
gulpin,jp-kanji,ゴクリン
gulpin,en,Gulpin
gulpin,fr,Gloupti
gulpin,it,Gulpin
gulpin,de,Schluppuck
gulpin,es,Gulpin
gulpin,ko,꼴깍몬
gulpin,zh-simp,溶食兽
gulpin,zh-trad,溶食獸
swalot,jp-kana,マルノーム
swalot,jp-kanji,マルノーム
swalot,en,Swalot
swalot,fr,Avaltout
swalot,it,Swalot
swalot,de,Schlukwech
swalot,es,Swalot
swalot,ko,꿀꺽몬
swalot,zh-simp,吞食兽
swalot,zh-trad,吞食獸
carvanha,jp-kana,キバニア
carvanha,jp-kanji,キバニア
carvanha,en,Carvanha
carvanha,fr,Carvanha
carvanha,it,Carvanha
carvanha,de,Kanivanha
carvanha,es,Carvanha
carvanha,ko,샤프니아
carvanha,zh-simp,利牙鱼
carvanha,zh-trad,利牙魚
sharpedo,jp-kana,サメハダー
sharpedo,jp-kanji,サメハダー
sharpedo,en,Sharpedo
sharpedo,fr,Sharpedo
sharpedo,it,Sharpedo
sharpedo,de,Tohaido
sharpedo,es,Sharpedo
sharpedo,ko,샤크니아
sharpedo,zh-simp,巨牙鲨
sharpedo,zh-trad,巨牙鯊
wailmer,jp-kana,ホエルコ
wailmer,jp-kanji,ホエルコ
wailmer,en,Wailmer
wailmer,fr,Wailmer
wailmer,it,Wailmer
wailmer,de,Wailmer
wailmer,es,Wailmer
wailmer,ko,고래왕자
wailmer,zh-simp,吼吼鲸
wailmer,zh-trad,吼吼鯨
wailord,jp-kana,ホエルオー
wailord,jp-kanji,ホエルオー
wailord,en,Wailord
wailord,fr,Wailord
wailord,it,Wailord
wailord,de,Wailord
wailord,es,Wailord
wailord,ko,고래왕
wailord,zh-simp,吼鲸王
wailord,zh-trad,吼鯨王
numel,jp-kana,ドンメル
numel,jp-kanji,ドンメル
numel,en,Numel
numel,fr,Chamallot
numel,it,Numel
numel,de,Camaub
numel,es,Numel
numel,ko,둔타
numel,zh-simp,呆火驼
numel,zh-trad,呆火駝
camerupt,jp-kana,バクーダ
camerupt,jp-kanji,バクーダ
camerupt,en,Camerupt
camerupt,fr,Camérupt
camerupt,it,Camerupt
camerupt,de,Camerupt
camerupt,es,Camerupt
camerupt,ko,폭타
camerupt,zh-simp,喷火驼
camerupt,zh-trad,噴火駝
torkoal,jp-kana,コータス
torkoal,jp-kanji,コータス
torkoal,en,Torkoal
torkoal,fr,Chartor
torkoal,it,Torkoal
torkoal,de,Qurtel
torkoal,es,Torkoal
torkoal,ko,코터스
torkoal,zh-simp,煤炭龟
torkoal,zh-trad,煤炭龜
spoink,jp-kana,バネブー
spoink,jp-kanji,バネブー
spoink,en,Spoink
spoink,fr,Spoink
spoink,it,Spoink
spoink,de,Spoink
spoink,es,Spoink
spoink,ko,피그점프
spoink,zh-simp,跳跳猪
spoink,zh-trad,跳跳豬
grumpig,jp-kana,ブーピッグ
grumpig,jp-kanji,ブーピッグ
grumpig,en,Grumpig
grumpig,fr,Groret
grumpig,it,Grumpig
grumpig,de,Groink
grumpig,es,Grumpig
grumpig,ko,피그킹
grumpig,zh-simp,噗噗猪
grumpig,zh-trad,噗噗豬
spinda,jp-kana,パッチール
spinda,jp-kanji,パッチール
spinda,en,Spinda
spinda,fr,Spinda
spinda,it,Spinda
spinda,de,Pandir
spinda,es,Spinda
spinda,ko,얼루기
spinda,zh-simp,晃晃斑
spinda,zh-trad,晃晃斑
trapinch,jp-kana,ナックラー
trapinch,jp-kanji,ナックラー
trapinch,en,Trapinch
trapinch,fr,Kraknoix
trapinch,it,Trapinch
trapinch,de,Knacklion
trapinch,es,Trapinch
trapinch,ko,톱치
trapinch,zh-simp,大颚蚁
trapinch,zh-trad,大顎蟻
vibrava,jp-kana,ビブラーバ
vibrava,jp-kanji,ビブラーバ
vibrava,en,Vibrava
vibrava,fr,Vibraninf
vibrava,it,Vibrava
vibrava,de,Vibrava
vibrava,es,Vibrava
vibrava,ko,비브라바
vibrava,zh-simp,超音波幼虫
vibrava,zh-trad,超音波幼蟲
flygon,jp-kana,フライゴン
flygon,jp-kanji,フライゴン
flygon,en,Flygon
flygon,fr,Libégon
flygon,it,Flygon
flygon,de,Libelldra
flygon,es,Flygon
flygon,ko,플라이곤
flygon,zh-simp,沙漠蜻蜓
flygon,zh-trad,沙漠蜻蜓
cacnea,jp-kana,サボネア
cacnea,jp-kanji,サボネア
cacnea,en,Cacnea
cacnea,fr,Cacnea
cacnea,it,Cacnea
cacnea,de,Tuska
cacnea,es,Cacnea
cacnea,ko,선인왕
cacnea,zh-simp,刺球仙人掌
cacnea,zh-trad,刺球仙人掌
cacturne,jp-kana,ノクタス
cacturne,jp-kanji,ノクタス
cacturne,en,Cacturne
cacturne,fr,Cacturne
cacturne,it,Cacturne
cacturne,de,Noktuska
cacturne,es,Cacturne
cacturne,ko,밤선인
cacturne,zh-simp,梦歌仙人掌
cacturne,zh-trad,夢歌仙人掌
swablu,jp-kana,チルット
swablu,jp-kanji,チルット
swablu,en,Swablu
swablu,fr,Tylton
swablu,it,Swablu
swablu,de,Wablu
swablu,es,Swablu
swablu,ko,파비코
swablu,zh-simp,青绵鸟
swablu,zh-trad,青綿鳥
altaria,jp-kana,チルタリス
altaria,jp-kanji,チルタリス
altaria,en,Altaria
altaria,fr,Altaria
altaria,it,Altaria
altaria,de,Altaria
altaria,es,Altaria
altaria,ko,파비코리
altaria,zh-simp,七夕青鸟
altaria,zh-trad,七夕青鳥
zangoose,jp-kana,ザングース
zangoose,jp-kanji,ザングース
zangoose,en,Zangoose
zangoose,fr,Mangriff
zangoose,it,Zangoose
zangoose,de,Sengo
zangoose,es,Zangoose
zangoose,ko,쟝고
zangoose,zh-simp,猫鼬斩
zangoose,zh-trad,貓鼬斬
seviper,jp-kana,ハブネーク
seviper,jp-kanji,ハブネーク
seviper,en,Seviper
seviper,fr,Séviper
seviper,it,Seviper
seviper,de,Vipitis
seviper,es,Seviper
seviper,ko,세비퍼
seviper,zh-simp,饭匙蛇
seviper,zh-trad,飯匙蛇
lunatone,jp-kana,ルナトーン
lunatone,jp-kanji,ルナトーン
lunatone,en,Lunatone
lunatone,fr,Séléroc
lunatone,it,Lunatone
lunatone,de,Lunastein
lunatone,es,Lunatone
lunatone,ko,루나톤
lunatone,zh-simp,月石
lunatone,zh-trad,月石
solrock,jp-kana,ソルロック
solrock,jp-kanji,ソルロック
solrock,en,Solrock
solrock,fr,Solaroc
solrock,it,Solrock
solrock,de,Sonnfel
solrock,es,Solrock
solrock,ko,솔록
solrock,zh-simp,太阳岩
solrock,zh-trad,太陽岩
barboach,jp-kana,ドジョッチ
barboach,jp-kanji,ドジョッチ
barboach,en,Barboach
barboach,fr,Barloche
barboach,it,Barboach
barboach,de,Schmerbe
barboach,es,Barboach
barboach,ko,미꾸리
barboach,zh-simp,泥泥鳅
barboach,zh-trad,泥泥鰍
whiscash,jp-kana,ナマズン
whiscash,jp-kanji,ナマズン
whiscash,en,Whiscash
whiscash,fr,Barbicha
whiscash,it,Whiscash
whiscash,de,Welsar
whiscash,es,Whiscash
whiscash,ko,메깅
whiscash,zh-simp,鲶鱼王
whiscash,zh-trad,鯰魚王
corphish,jp-kana,ヘイガニ
corphish,jp-kanji,ヘイガニ
corphish,en,Corphish
corphish,fr,Écrapince
corphish,it,Corphish
corphish,de,Krebscorps
corphish,es,Corphish
corphish,ko,가재군
corphish,zh-simp,龙虾小兵
corphish,zh-trad,龍蝦小兵
crawdaunt,jp-kana,シザリガー
crawdaunt,jp-kanji,シザリガー
crawdaunt,en,Crawdaunt
crawdaunt,fr,Colhomard
crawdaunt,it,Crawdaunt
crawdaunt,de,Krebutack
crawdaunt,es,Crawdaunt
crawdaunt,ko,가재장군
crawdaunt,zh-simp,铁螯龙虾
crawdaunt,zh-trad,鐵螯龍蝦
baltoy,jp-kana,ヤジロン
baltoy,jp-kanji,ヤジロン
baltoy,en,Baltoy
baltoy,fr,Balbuto
baltoy,it,Baltoy
baltoy,de,Puppance
baltoy,es,Baltoy
baltoy,ko,오뚝군
baltoy,zh-simp,天秤偶
baltoy,zh-trad,天秤偶
claydol,jp-kana,ネンドール
claydol,jp-kanji,ネンドール
claydol,en,Claydol
claydol,fr,Kaorine
claydol,it,Claydol
claydol,de,Lepumentas
claydol,es,Claydol
claydol,ko,점토도리
claydol,zh-simp,念力土偶
claydol,zh-trad,念力土偶
lileep,jp-kana,リリーラ
lileep,jp-kanji,リリーラ
lileep,en,Lileep
lileep,fr,Lilia
lileep,it,Lileep
lileep,de,Liliep
lileep,es,Lileep
lileep,ko,릴링
lileep,zh-simp,触手百合
lileep,zh-trad,觸手百合
cradily,jp-kana,ユレイドル
cradily,jp-kanji,ユレイドル
cradily,en,Cradily
cradily,fr,Vacilys
cradily,it,Cradily
cradily,de,Wielie
cradily,es,Cradily
cradily,ko,릴리요
cradily,zh-simp,摇篮百合
cradily,zh-trad,搖籃百合
anorith,jp-kana,アノプス
anorith,jp-kanji,アノプス
anorith,en,Anorith
anorith,fr,Anorith
anorith,it,Anorith
anorith,de,Anorith
anorith,es,Anorith
anorith,ko,아노딥스
anorith,zh-simp,太古羽虫
anorith,zh-trad,太古羽蟲
armaldo,jp-kana,アーマルド
armaldo,jp-kanji,アーマルド
armaldo,en,Armaldo
armaldo,fr,Armaldo
armaldo,it,Armaldo
armaldo,de,Armaldo
armaldo,es,Armaldo
armaldo,ko,아말도
armaldo,zh-simp,太古盔甲
armaldo,zh-trad,太古盔甲
feebas,jp-kana,ヒンバス
feebas,jp-kanji,ヒンバス
feebas,en,Feebas
feebas,fr,Barpau
feebas,it,Feebas
feebas,de,Barschwa
feebas,es,Feebas
feebas,ko,빈티나
feebas,zh-simp,丑丑鱼
feebas,zh-trad,醜醜魚
milotic,jp-kana,ミロカロス
milotic,jp-kanji,ミロカロス
milotic,en,Milotic
milotic,fr,Milobellus
milotic,it,Milotic
milotic,de,Milotic
milotic,es,Milotic
milotic,ko,밀로틱
milotic,zh-simp,美纳斯
milotic,zh-trad,美納斯
castform,jp-kana,ポワルン
castform,jp-kanji,ポワルン
castform,en,Castform
castform,fr,Morphéo
castform,it,Castform
castform,de,Formeo
castform,es,Castform
castform,ko,캐스퐁
castform,zh-simp,飘浮泡泡
castform,zh-trad,飄浮泡泡
kecleon,jp-kana,カクレオン
kecleon,jp-kanji,カクレオン
kecleon,en,Kecleon
kecleon,fr,Kecleon
kecleon,it,Kecleon
kecleon,de,Kecleon
kecleon,es,Kecleon
kecleon,ko,켈리몬
kecleon,zh-simp,变隐龙
kecleon,zh-trad,變隱龍
shuppet,jp-kana,カゲボウズ
shuppet,jp-kanji,カゲボウズ
shuppet,en,Shuppet
shuppet,fr,Polichombr
shuppet,it,Shuppet
shuppet,de,Shuppet
shuppet,es,Shuppet
shuppet,ko,어둠대신
shuppet,zh-simp,怨影娃娃
shuppet,zh-trad,怨影娃娃
banette,jp-kana,ジュペッタ
banette,jp-kanji,ジュペッタ
banette,en,Banette
banette,fr,Branette
banette,it,Banette
banette,de,Banette
banette,es,Banette
banette,ko,다크펫
banette,zh-simp,诅咒娃娃
banette,zh-trad,詛咒娃娃
duskull,jp-kana,ヨマワル
duskull,jp-kanji,ヨマワル
duskull,en,Duskull
duskull,fr,Skelénox
duskull,it,Duskull
duskull,de,Zwirrlicht
duskull,es,Duskull
duskull,ko,해골몽
duskull,zh-simp,夜巡灵
duskull,zh-trad,夜巡靈
dusclops,jp-kana,サマヨール
dusclops,jp-kanji,サマヨール
dusclops,en,Dusclops
dusclops,fr,Téraclope
dusclops,it,Dusclops
dusclops,de,Zwirrklop
dusclops,es,Dusclops
dusclops,ko,미라몽
dusclops,zh-simp,彷徨夜灵
dusclops,zh-trad,彷徨夜靈
tropius,jp-kana,トロピウス
tropius,jp-kanji,トロピウス
tropius,en,Tropius
tropius,fr,Tropius
tropius,it,Tropius
tropius,de,Tropius
tropius,es,Tropius
tropius,ko,트로피우스
tropius,zh-simp,热带龙
tropius,zh-trad,熱帶龍
chimecho,jp-kana,チリーン
chimecho,jp-kanji,チリーン
chimecho,en,Chimecho
chimecho,fr,Éoko
chimecho,it,Chimecho
chimecho,de,Palimpalim
chimecho,es,Chimecho
chimecho,ko,치렁
chimecho,zh-simp,风铃铃
chimecho,zh-trad,風鈴鈴
absol,jp-kana,アブソル
absol,jp-kanji,アブソル
absol,en,Absol
absol,fr,Absol
absol,it,Absol
absol,de,Absol
absol,es,Absol
absol,ko,앱솔
absol,zh-simp,阿勃梭鲁
absol,zh-trad,阿勃梭魯
wynaut,jp-kana,ソーナノ
wynaut,jp-kanji,ソーナノ
wynaut,en,Wynaut
wynaut,fr,Okéoké
wynaut,it,Wynaut
wynaut,de,Isso
wynaut,es,Wynaut
wynaut,ko,마자
wynaut,zh-simp,小果然
wynaut,zh-trad,小果然
snorunt,jp-kana,ユキワラシ
snorunt,jp-kanji,ユキワラシ
snorunt,en,Snorunt
snorunt,fr,Stalgamin
snorunt,it,Snorunt
