move_identifier,language,name
diamond-storm,ko,다이아스톰
diamond-storm,zh-simp,钻石风暴
diamond-storm,zh-trad,鑽石風暴
dig,jp-kana,あなをほる
dig,jp-kanji,あなをほる
dig,en,Dig
dig,fr,Tunnel
dig,it,Fossa
dig,de,Schaufler
dig,es,Excavar
dig,ko,구멍파기
dig,zh-simp,挖洞
dig,zh-trad,挖洞
dire-claw,jp-kana,フェイタルクロー
dire-claw,jp-kanji,フェイタルクロー
dire-claw,en,Dire Claw
dire-claw,fr,Griffes Funestes
dire-claw,it,Artigli Fatali
dire-claw,de,Unheilsklauen
dire-claw,es,Garra Nociva
dire-claw,ko,페이탈클로
dire-claw,zh-simp,克命爪
dire-claw,zh-trad,剋命爪
disable,jp-kana,かなしばり
disable,jp-kanji,かなしばり
disable,en,Disable
disable,fr,Entrave
disable,it,Inibitore
disable,de,Aussetzer
disable,es,Anulación
disable,ko,사슬묶기
disable,zh-simp,定身法
disable,zh-trad,定身法
disarming-voice,jp-kana,チャームボイス
disarming-voice,jp-kanji,チャームボイス
disarming-voice,en,Disarming Voice
disarming-voice,fr,Voix Enjôleuse
disarming-voice,it,Incantavoce
disarming-voice,de,Säuselstimme
disarming-voice,es,Voz Cautivadora
disarming-voice,ko,차밍보이스
disarming-voice,zh-simp,魅惑之声
disarming-voice,zh-trad,魅惑之聲
discharge,jp-kana,ほうでん
discharge,jp-kanji,ほうでん
discharge,en,Discharge
discharge,fr,Coup d’Jus
discharge,it,Scarica
discharge,de,Ladungsstoß
discharge,es,Chispazo
discharge,ko,방전
discharge,zh-simp,放电
discharge,zh-trad,放電
dive,jp-kana,ダイビング
dive,jp-kanji,ダイビング
dive,en,Dive
dive,fr,Plongée
dive,it,Sub
dive,de,Taucher
dive,es,Buceo
dive,ko,다이빙
dive,zh-simp,潜水
dive,zh-trad,潛水
dizzy-punch,jp-kana,ピヨピヨパンチ
dizzy-punch,jp-kanji,ピヨピヨパンチ
dizzy-punch,en,Dizzy Punch
dizzy-punch,fr,Uppercut
dizzy-punch,it,Stordipugno
dizzy-punch,de,Irrschlag
dizzy-punch,es,Puño Mareo
dizzy-punch,ko,잼잼펀치
dizzy-punch,zh-simp,迷昏拳
dizzy-punch,zh-trad,迷昏拳
doodle,jp-kana,うつしえ
doodle,jp-kanji,うつしえ
doodle,en,Doodle
doodle,fr,Décalquage
doodle,it,Ricalco
doodle,de,Abpausen
doodle,es,Decalcomanía
doodle,ko,베껴그리기
doodle,zh-simp,描绘
doodle,zh-trad,描繪
doom-desire,jp-kana,はめつのねがい
doom-desire,jp-kanji,はめつのねがい
doom-desire,en,Doom Desire
doom-desire,fr,Vœu Destructeur
doom-desire,it,Desiderio Fatale
doom-desire,de,Kismetwunsch
doom-desire,es,Deseo Oculto
doom-desire,ko,파멸의소원
doom-desire,zh-simp,破灭之愿
doom-desire,zh-trad,破滅之願
double-edge,jp-kana,すてみタックル
double-edge,jp-kanji,すてみタックル
double-edge,en,Double-Edge
double-edge,fr,Damoclès
double-edge,it,Sdoppiatore
double-edge,de,Risikotackle
double-edge,es,Doble Filo
double-edge,ko,이판사판태클
double-edge,zh-simp,舍身冲撞
double-edge,zh-trad,捨身衝撞
double-hit,jp-kana,ダブルアタック
double-hit,jp-kanji,ダブルアタック
double-hit,en,Double Hit
double-hit,fr,Coup Double
double-hit,it,Doppiosmash
double-hit,de,Doppelschlag
double-hit,es,Doble Golpe
double-hit,ko,더블어택
double-hit,zh-simp,二连击
double-hit,zh-trad,二連擊
double-iron-bash,jp-kana,ダブルパンツァー
double-iron-bash,jp-kanji,ダブルパンツァー
double-iron-bash,en,Double Iron Bash
double-iron-bash,fr,Écrous d’Poing
double-iron-bash,it,Pugni Corazzati
double-iron-bash,de,Panzerfäuste
double-iron-bash,es,Ferropuño Doble
double-iron-bash,ko,더블펀처
double-iron-bash,zh-simp,钢拳双击
double-iron-bash,zh-trad,鋼拳雙擊
double-kick,jp-kana,にどげり
double-kick,jp-kanji,にどげり
double-kick,en,Double Kick
double-kick,fr,Double Pied
double-kick,it,Doppiocalcio
double-kick,de,Doppelkick
double-kick,es,Doble Patada
double-kick,ko,두번차기
double-kick,zh-simp,二连踢
double-kick,zh-trad,二連踢
double-shock,jp-kana,でんこうそうげき
double-shock,jp-kanji,でんこうそうげき
double-shock,en,Double Shock
double-shock,fr,Double Décharge
double-shock,it,Doppiolampo
double-shock,de,Zweifachladung
double-shock,es,Electropalmas
double-shock,ko,전광쌍격
double-shock,zh-simp,电光双击
double-shock,zh-trad,電光雙擊
double-slap,jp-kana,おうふくビンタ
double-slap,jp-kanji,おうふくビンタ
double-slap,en,Double Slap
double-slap,fr,Torgnoles
double-slap,it,Doppiasberla
double-slap,de,Duplexhieb
double-slap,es,Doble Bofetón
double-slap,ko,연속뺨치기
double-slap,zh-simp,连环巴掌
double-slap,zh-trad,連環巴掌
double-team,jp-kana,かげぶんしん
double-team,jp-kanji,かげぶんしん
double-team,en,Double Team
double-team,fr,Reflet
double-team,it,Doppioteam
double-team,de,Doppelteam
double-team,es,Doble Equipo
double-team,ko,그림자분신
double-team,zh-simp,影子分身
double-team,zh-trad,影子分身
draco-meteor,jp-kana,りゅうせいぐん
draco-meteor,jp-kanji,りゅうせいぐん
draco-meteor,en,Draco Meteor
draco-meteor,fr,Draco-Météore
draco-meteor,it,Dragobolide
draco-meteor,de,Draco Meteor
draco-meteor,es,Cometa Draco
draco-meteor,ko,용성군
draco-meteor,zh-simp,流星群
draco-meteor,zh-trad,流星群
dragon-ascent,jp-kana,ガリョウテンセイ
dragon-ascent,jp-kanji,ガリョウテンセイ
dragon-ascent,en,Dragon Ascent
dragon-ascent,fr,Draco-Ascension
dragon-ascent,it,Ascesa del Drago
dragon-ascent,de,Zenitstürmer
dragon-ascent,es,Ascenso Draco
dragon-ascent,ko,화룡점정
dragon-ascent,zh-simp,画龙点睛
dragon-ascent,zh-trad,畫龍點睛
dragon-breath,jp-kana,りゅうのいぶき
dragon-breath,jp-kanji,りゅうのいぶき
dragon-breath,en,Dragon Breath
dragon-breath,fr,Draco-Souffle
dragon-breath,it,Dragospiro
dragon-breath,de,Feuerodem
dragon-breath,es,Dragoaliento
dragon-breath,ko,용의숨결
dragon-breath,zh-simp,龙息
dragon-breath,zh-trad,龍息
dragon-cheer,jp-kana,ドラゴンエール
dragon-cheer,jp-kanji,ドラゴンエール
dragon-cheer,en,Dragon Cheer
dragon-cheer,fr,Cri Draconique
dragon-cheer,it,Grido del Drago
dragon-cheer,de,Drachenschrei
dragon-cheer,es,Bramido Dragón
dragon-cheer,ko,드래곤옐
dragon-cheer,zh-simp,龙声鼓舞
dragon-cheer,zh-trad,龍聲鼓舞
dragon-claw,jp-kana,ドラゴンクロー
dragon-claw,jp-kanji,ドラゴンクロー
dragon-claw,en,Dragon Claw
dragon-claw,fr,Draco-Griffe
dragon-claw,it,Dragartigli
dragon-claw,de,Drachenklaue
dragon-claw,es,Garra Dragón
dragon-claw,ko,드래곤클로
dragon-claw,zh-simp,龙爪
dragon-claw,zh-trad,龍爪
dragon-dance,jp-kana,りゅうのまい
dragon-dance,jp-kanji,りゅうのまい
dragon-dance,en,Dragon Dance
dragon-dance,fr,Danse Draco
dragon-dance,it,Dragodanza
dragon-dance,de,Drachentanz
dragon-dance,es,Danza Dragón
dragon-dance,ko,용의춤
dragon-dance,zh-simp,龙之舞
dragon-dance,zh-trad,龍之舞
dragon-darts,jp-kana,ドラゴンアロー
dragon-darts,jp-kanji,ドラゴンアロー
dragon-darts,en,Dragon Darts
dragon-darts,fr,Draco-Flèches
dragon-darts,it,Dragofrecce
dragon-darts,de,Drachenpfeile
dragon-darts,es,Dracoflechas
dragon-darts,ko,드래곤애로
dragon-darts,zh-simp,龙箭
dragon-darts,zh-trad,龍箭
dragon-energy,jp-kana,ドラゴンエナジー
dragon-energy,jp-kanji,ドラゴンエナジー
dragon-energy,en,Dragon Energy
dragon-energy,fr,Draco-Énergie
dragon-energy,it,Dragoenergia
dragon-energy,de,Drachenkräfte
dragon-energy,es,Dracoenergía
dragon-energy,ko,드래곤에너지
dragon-energy,zh-simp,巨龙威能
dragon-energy,zh-trad,巨龍威能
dragon-hammer,jp-kana,ドラゴンハンマー
dragon-hammer,jp-kanji,ドラゴンハンマー
dragon-hammer,en,Dragon Hammer
dragon-hammer,fr,Draco-Marteau
dragon-hammer,it,Marteldrago
dragon-hammer,de,Drachenhammer
dragon-hammer,es,Martillo Dragón
dragon-hammer,ko,드래곤해머
dragon-hammer,zh-simp,龙锤
dragon-hammer,zh-trad,龍錘
dragon-pulse,jp-kana,りゅうのはどう
dragon-pulse,jp-kanji,りゅうのはどう
dragon-pulse,en,Dragon Pulse
dragon-pulse,fr,Draco-Choc
dragon-pulse,it,Dragopulsar
dragon-pulse,de,Drachenpuls
dragon-pulse,es,Pulso Dragón
dragon-pulse,ko,용의파동
dragon-pulse,zh-simp,龙之波动
dragon-pulse,zh-trad,龍之波動
dragon-rage,jp-kana,りゅうのいかり
dragon-rage,jp-kanji,りゅうのいかり
dragon-rage,en,Dragon Rage
dragon-rage,fr,Draco-Rage
dragon-rage,it,Ira di Drago
dragon-rage,de,Drachenwut
dragon-rage,es,Furia Dragón
dragon-rage,ko,용의분노
dragon-rage,zh-simp,龙之怒
dragon-rage,zh-trad,龍之怒
dragon-rush,jp-kana,ドラゴンダイブ
dragon-rush,jp-kanji,ドラゴンダイブ
dragon-rush,en,Dragon Rush
dragon-rush,fr,Draco-Charge
dragon-rush,it,Dragofuria
dragon-rush,de,Drachenstoß
dragon-rush,es,Carga Dragón
dragon-rush,ko,드래곤다이브
dragon-rush,zh-simp,龙之俯冲
dragon-rush,zh-trad,龍之俯衝
dragon-tail,jp-kana,ドラゴンテール
dragon-tail,jp-kanji,ドラゴンテール
dragon-tail,en,Dragon Tail
dragon-tail,fr,Draco-Queue
dragon-tail,it,Codadrago
dragon-tail,de,Drachenrute
dragon-tail,es,Cola Dragón
dragon-tail,ko,드래곤테일
dragon-tail,zh-simp,龙尾
dragon-tail,zh-trad,龍尾
drain-punch,jp-kana,ドレインパンチ
drain-punch,jp-kanji,ドレインパンチ
drain-punch,en,Drain Punch
drain-punch,fr,Vampi-Poing
drain-punch,it,Assorbipugno
drain-punch,de,Ableithieb
drain-punch,es,Puño Drenaje
drain-punch,ko,드레인펀치
drain-punch,zh-simp,吸取拳
drain-punch,zh-trad,吸取拳
draining-kiss,jp-kana,ドレインキッス
draining-kiss,jp-kanji,ドレインキッス
draining-kiss,en,Draining Kiss
draining-kiss,fr,Vampibaiser
draining-kiss,it,Assorbibacio
draining-kiss,de,Diebeskuss
draining-kiss,es,Beso Drenaje
draining-kiss,ko,드레인키스
draining-kiss,zh-simp,吸取之吻
draining-kiss,zh-trad,吸取之吻
dream-eater,jp-kana,ゆめくい
dream-eater,jp-kanji,ゆめくい
dream-eater,en,Dream Eater
dream-eater,fr,Dévorêve
dream-eater,it,Mangiasogni
dream-eater,de,Traumfresser
dream-eater,es,Comesueños
dream-eater,ko,꿈먹기
dream-eater,zh-simp,食梦
dream-eater,zh-trad,食夢
drill-peck,jp-kana,ドリルくちばし
drill-peck,jp-kanji,ドリルくちばし
drill-peck,en,Drill Peck
drill-peck,fr,Bec Vrille
drill-peck,it,Perforbecco
drill-peck,de,Bohrschnabel
drill-peck,es,Pico Taladro
drill-peck,ko,회전부리
drill-peck,zh-simp,啄钻
drill-peck,zh-trad,啄鑽
drill-run,jp-kana,ドリルライナー
drill-run,jp-kanji,ドリルライナー
drill-run,en,Drill Run
drill-run,fr,Tunnelier
drill-run,it,Giravvita
drill-run,de,Schlagbohrer
drill-run,es,Taladradora
drill-run,ko,드릴라이너
drill-run,zh-simp,直冲钻
drill-run,zh-trad,直衝鑽
drum-beating,jp-kana,ドラムアタック
drum-beating,jp-kanji,ドラムアタック
drum-beating,en,Drum Beating
drum-beating,fr,Tambour Battant
drum-beating,it,Tamburattacco
drum-beating,de,Trommelschläge
drum-beating,es,Batería Asalto
drum-beating,ko,드럼어택
drum-beating,zh-simp,鼓击
drum-beating,zh-trad,鼓擊
dual-chop,jp-kana,ダブルチョップ
dual-chop,jp-kanji,ダブルチョップ
dual-chop,en,Dual Chop
dual-chop,fr,Double Baffe
dual-chop,it,Doppiocolpo
dual-chop,de,Doppelhieb
dual-chop,es,Golpe Bis
dual-chop,ko,더블촙
dual-chop,zh-simp,二连劈
dual-chop,zh-trad,二連劈
dual-wingbeat,jp-kana,ダブルウイング
dual-wingbeat,jp-kanji,ダブルウイング
dual-wingbeat,en,Dual Wingbeat
dual-wingbeat,fr,Double Volée
dual-wingbeat,it,Doppia Ala
dual-wingbeat,de,Doppelflügel
dual-wingbeat,es,Ala Bis
dual-wingbeat,ko,더블윙
dual-wingbeat,zh-simp,双翼
dual-wingbeat,zh-trad,雙翼
dynamax-cannon,jp-kana,ダイマックスほう
dynamax-cannon,jp-kanji,ダイマックスほう
dynamax-cannon,en,Dynamax Cannon
dynamax-cannon,fr,Canon Dynamax
dynamax-cannon,it,Cannone Dynamax
dynamax-cannon,de,Dynamax-Kanone
dynamax-cannon,es,Cañón Dinamax
dynamax-cannon,ko,다이맥스포
dynamax-cannon,zh-simp,极巨炮
dynamax-cannon,zh-trad,極巨炮
dynamic-punch,jp-kana,ばくれつパンチ
dynamic-punch,jp-kanji,ばくれつパンチ
dynamic-punch,en,Dynamic Punch
dynamic-punch,fr,Dynamo-Poing
dynamic-punch,it,Dinamipugno
dynamic-punch,de,Wuchtschlag
dynamic-punch,es,Puño Dinámico
dynamic-punch,ko,폭발펀치
dynamic-punch,zh-simp,爆裂拳
dynamic-punch,zh-trad,爆裂拳
earth-power,jp-kana,だいちのちから
earth-power,jp-kanji,だいちのちから
earth-power,en,Earth Power
earth-power,fr,Telluriforce
earth-power,it,Geoforza
earth-power,de,Erdkräfte
earth-power,es,Tierra Viva
earth-power,ko,대지의힘
earth-power,zh-simp,大地之力
earth-power,zh-trad,大地之力
earthquake,jp-kana,じしん
earthquake,jp-kanji,じしん
earthquake,en,Earthquake
earthquake,fr,Séisme
earthquake,it,Terremoto
earthquake,de,Erdbeben
earthquake,es,Terremoto
earthquake,ko,지진
earthquake,zh-simp,地震
earthquake,zh-trad,地震
echoed-voice,jp-kana,エコーボイス
echoed-voice,jp-kanji,エコーボイス
echoed-voice,en,Echoed Voice
echoed-voice,fr,Écho
echoed-voice,it,Echeggiavoce
echoed-voice,de,Widerhall
echoed-voice,es,Eco Voz
echoed-voice,ko,에코보이스
echoed-voice,zh-simp,回声
echoed-voice,zh-trad,回聲
eerie-impulse,jp-kana,かいでんぱ
eerie-impulse,jp-kanji,かいでんぱ
eerie-impulse,en,Eerie Impulse
eerie-impulse,fr,Ondes Étranges
eerie-impulse,it,Elettromistero
eerie-impulse,de,Mystowellen
eerie-impulse,es,Onda Anómala
eerie-impulse,ko,괴전파
eerie-impulse,zh-simp,怪异电波
eerie-impulse,zh-trad,怪異電波
eerie-spell,jp-kana,ぶきみなじゅもん
eerie-spell,jp-kanji,ぶきみなじゅもん
eerie-spell,en,Eerie Spell
eerie-spell,fr,Sort Sinistre
eerie-spell,it,Inquietantesimo
eerie-spell,de,Schauderspruch
eerie-spell,es,Conjuro Funesto
eerie-spell,ko,섬뜩한주문
eerie-spell,zh-simp,诡异咒语
eerie-spell,zh-trad,詭異咒語
egg-bomb,jp-kana,タマゴばくだん
egg-bomb,jp-kanji,タマゴばくだん
egg-bomb,en,Egg Bomb
egg-bomb,fr,Bombe Œuf
egg-bomb,it,Uovobomba
egg-bomb,de,Eierbombe
egg-bomb,es,Bomba Huevo
egg-bomb,ko,알폭탄
egg-bomb,zh-simp,炸蛋
egg-bomb,zh-trad,炸蛋
electric-terrain,jp-kana,エレキフィールド
electric-terrain,jp-kanji,エレキフィールド
electric-terrain,en,Electric Terrain
electric-terrain,fr,Champ Électrifié
electric-terrain,it,Campo Elettrico
electric-terrain,de,Elektrofeld
electric-terrain,es,Campo Eléctrico
electric-terrain,ko,일렉트릭필드
electric-terrain,zh-simp,电气场地
electric-terrain,zh-trad,電氣場地
electrify,jp-kana,そうでん
electrify,jp-kanji,そうでん
electrify,en,Electrify
electrify,fr,Électrisation
electrify,it,Elettrocontagio
electrify,de,Elektrifizierung
electrify,es,Electrificación
electrify,ko,송전
electrify,zh-simp,输电
electrify,zh-trad,輸電
electro-ball,jp-kana,エレキボール
electro-ball,jp-kanji,エレキボール
electro-ball,en,Electro Ball
electro-ball,fr,Boule Élek
electro-ball,it,Energisfera
electro-ball,de,Elektroball
electro-ball,es,Bola Voltio
electro-ball,ko,일렉트릭볼
electro-ball,zh-simp,电球
electro-ball,zh-trad,電球
electro-drift,jp-kana,イナズマドライブ
electro-drift,jp-kanji,イナズマドライブ
electro-drift,en,Electro Drift
electro-drift,fr,Turbo Volt
electro-drift,it,Fulmiscatto
electro-drift,de,Blitztour
electro-drift,es,Electroderrape
electro-drift,ko,라이트닝드라이브
electro-drift,zh-simp,闪电猛冲
electro-drift,zh-trad,閃電猛衝
electro-shot,jp-kana,エレクトロビーム
electro-shot,jp-kanji,エレクトロビーム
electro-shot,en,Electro Shot
electro-shot,fr,Fulgurayon
electro-shot,it,Elettroraggio
electro-shot,de,Stromstrahl
electro-shot,es,Electrorrayo
electro-shot,ko,일렉트로빔
electro-shot,zh-simp,电光束
electro-shot,zh-trad,電光束
electroweb,jp-kana,エレキネット
electroweb,jp-kanji,エレキネット
electroweb,en,Electroweb
electroweb,fr,Toile Élek
electroweb,it,Elettrotela
electroweb,de,Elektronetz
electroweb,es,Electrotela
electroweb,ko,일렉트릭네트
electroweb,zh-simp,电网
electroweb,zh-trad,電網
embargo,jp-kana,さしおさえ
embargo,jp-kanji,さしおさえ
embargo,en,Embargo
embargo,fr,Embargo
embargo,it,Divieto
embargo,de,Itemsperre
embargo,es,Embargo
embargo,ko,금제
embargo,zh-simp,查封
embargo,zh-trad,查封
ember,jp-kana,ひのこ
ember,jp-kanji,ひのこ
ember,en,Ember
ember,fr,Flammèche
ember,it,Braciere
ember,de,Glut
ember,es,Ascuas
ember,ko,불꽃세례
ember,zh-simp,火花
ember,zh-trad,火花
encore,jp-kana,アンコール
encore,jp-kanji,アンコール
encore,en,Encore
encore,fr,Encore
encore,it,Ripeti
encore,de,Zugabe
encore,es,Otra Vez
encore,ko,앙코르
encore,zh-simp,再来一次
encore,zh-trad,再來一次
endeavor,jp-kana,がむしゃら
endeavor,jp-kanji,がむしゃら
endeavor,en,Endeavor
endeavor,fr,Effort
endeavor,it,Rimonta
endeavor,de,Notsituation
endeavor,es,Esfuerzo
endeavor,ko,죽기살기
endeavor,zh-simp,蛮干
endeavor,zh-trad,蠻幹
endure,jp-kana,こらえる
endure,jp-kanji,こらえる
endure,en,Endure
endure,fr,Ténacité
endure,it,Resistenza
endure,de,Ausdauer
endure,es,Aguante
endure,ko,버티기
endure,zh-simp,挺住
endure,zh-trad,挺住
energy-ball,jp-kana,エナジーボール
energy-ball,jp-kanji,エナジーボール
energy-ball,en,Energy Ball
energy-ball,fr,Éco-Sphère
energy-ball,it,Energipalla
energy-ball,de,Energieball
energy-ball,es,Energibola
energy-ball,ko,에너지볼
energy-ball,zh-simp,能量球
energy-ball,zh-trad,能量球
entrainment,jp-kana,なかまづくり
entrainment,jp-kanji,なかまづくり
entrainment,en,Entrainment
entrainment,fr,Ten-Danse
entrainment,it,Saltamicizia
entrainment,de,Zwango
entrainment,es,Danza Amiga
entrainment,ko,동료만들기
entrainment,zh-simp,找伙伴
entrainment,zh-trad,找夥伴
eruption,jp-kana,ふんか
eruption,jp-kanji,ふんか
eruption,en,Eruption
eruption,fr,Éruption
eruption,it,Eruzione
eruption,de,Eruption
eruption,es,Estallido
eruption,ko,분화
eruption,zh-simp,喷火
eruption,zh-trad,噴火
esper-wing,jp-kana,オーラウイング
esper-wing,jp-kanji,オーラウイング
esper-wing,en,Esper Wing
esper-wing,fr,Ailes Psycho
esper-wing,it,Ali d’Aura
esper-wing,de,Auraschwingen
esper-wing,es,Ala Aural
esper-wing,ko,오라윙
esper-wing,zh-simp,气场之翼
esper-wing,zh-trad,氣場之翼
eternabeam,jp-kana,ムゲンダイビーム
eternabeam,jp-kanji,ムゲンダイビーム
eternabeam,en,Eternabeam
eternabeam,fr,Laser Infinimax
eternabeam,it,Raggio Infinito
eternabeam,de,Unendynastrahlen
eternabeam,es,Rayo Infinito
eternabeam,ko,무한다이빔
eternabeam,zh-simp,无极光束
eternabeam,zh-trad,無極光束
expanding-force,jp-kana,ワイドフォース
expanding-force,jp-kanji,ワイドフォース
expanding-force,en,Expanding Force
expanding-force,fr,Vaste Pouvoir
expanding-force,it,Vastenergia
expanding-force,de,Flächenmacht
expanding-force,es,Vasta Fuerza
expanding-force,ko,와이드포스
expanding-force,zh-simp,广域战力
expanding-force,zh-trad,廣域戰力
explosion,jp-kana,だいばくはつ
explosion,jp-kanji,だいばくはつ
explosion,en,Explosion
explosion,fr,Explosion
explosion,it,Esplosione
explosion,de,Explosion
explosion,es,Explosión
explosion,ko,대폭발
explosion,zh-simp,大爆炸
explosion,zh-trad,大爆炸
extrasensory,jp-kana,じんつうりき
extrasensory,jp-kanji,じんつうりき
extrasensory,en,Extrasensory
extrasensory,fr,Extrasenseur
extrasensory,it,Extrasenso
extrasensory,de,Sondersensor
extrasensory,es,Paranormal
extrasensory,ko,신통력
extrasensory,zh-simp,神通力
extrasensory,zh-trad,神通力
extreme-evoboost,jp-kana,ナインエボルブースト
extreme-evoboost,jp-kanji,ナインエボルブースト
extreme-evoboost,en,Extreme Evoboost
extreme-evoboost,fr,Neuf pour Un
extreme-evoboost,it,Potenziamento Eevolutivo
extreme-evoboost,de,Macht der Neun
extreme-evoboost,es,Novena Potencia
extreme-evoboost,ko,나인이볼부스트
extreme-evoboost,zh-simp,九彩升华齐聚顶
extreme-evoboost,zh-trad,九彩昇華齊聚頂
extreme-speed,jp-kana,しんそく
extreme-speed,jp-kanji,しんそく
extreme-speed,en,Extreme Speed
extreme-speed,fr,Vitesse Extrême
extreme-speed,it,Extrarapido
extreme-speed,de,Turbotempo
extreme-speed,es,Veloc. Extrema
extreme-speed,ko,신속
extreme-speed,zh-simp,神速
extreme-speed,zh-trad,神速
facade,jp-kana,からげんき
facade,jp-kanji,からげんき
facade,en,Facade
facade,fr,Façade
facade,it,Facciata
facade,de,Fassade
facade,es,Imagen
facade,ko,객기
facade,zh-simp,硬撑
facade,zh-trad,硬撐
fairy-lock,jp-kana,フェアリーロック
fairy-lock,jp-kanji,フェアリーロック
fairy-lock,en,Fairy Lock
fairy-lock,fr,Verrou Enchanté
fairy-lock,it,Blocco Fatato
fairy-lock,de,Feenschloss
fairy-lock,es,Cerrojo Feérico
fairy-lock,ko,페어리록
fairy-lock,zh-simp,妖精之锁
fairy-lock,zh-trad,妖精之鎖
fairy-wind,jp-kana,ようせいのかぜ
fairy-wind,jp-kanji,ようせいのかぜ
fairy-wind,en,Fairy Wind
fairy-wind,fr,Vent Féérique
fairy-wind,it,Vento di Fata
fairy-wind,de,Feenbrise
fairy-wind,es,Viento Feérico
fairy-wind,ko,요정의바람
fairy-wind,zh-simp,妖精之风
fairy-wind,zh-trad,妖精之風
fake-out,jp-kana,ねこだまし
fake-out,jp-kanji,ねこだまし
fake-out,en,Fake Out
fake-out,fr,Bluff
fake-out,it,Bruciapelo
fake-out,de,Mogelhieb
fake-out,es,Sorpresa
fake-out,ko,속이기
fake-out,zh-simp,击掌奇袭
fake-out,zh-trad,擊掌奇襲
fake-tears,jp-kana,うそなき
fake-tears,jp-kanji,うそなき
fake-tears,en,Fake Tears
fake-tears,fr,Croco Larme
fake-tears,it,Falselacrime
fake-tears,de,Trugträne
fake-tears,es,Llanto Falso
fake-tears,ko,거짓울음
fake-tears,zh-simp,假哭
fake-tears,zh-trad,假哭
false-surrender,jp-kana,どげざつき
false-surrender,jp-kanji,どげざつき
false-surrender,en,False Surrender
false-surrender,fr,Fourbette
false-surrender,it,Supplicolpo
false-surrender,de,Kniefalltrick
false-surrender,es,Irreverencia
false-surrender,ko,사죄의찌르기
false-surrender,zh-simp,假跪真撞
false-surrender,zh-trad,假跪真撞
false-swipe,jp-kana,みねうち
false-swipe,jp-kanji,みねうち
false-swipe,en,False Swipe
false-swipe,fr,Faux-Chage
false-swipe,it,Falsofinale
false-swipe,de,Trugschlag
false-swipe,es,Falso Tortazo
false-swipe,ko,칼등치기
false-swipe,zh-simp,点到为止
false-swipe,zh-trad,點到為止
feather-dance,jp-kana,フェザーダンス
feather-dance,jp-kanji,フェザーダンス
feather-dance,en,Feather Dance
feather-dance,fr,Danse Plumes
feather-dance,it,Danzadipiume
feather-dance,de,Daunenreigen
feather-dance,es,Danza Pluma
feather-dance,ko,깃털댄스
feather-dance,zh-simp,羽毛舞
feather-dance,zh-trad,羽毛舞
feint,jp-kana,フェイント
feint,jp-kanji,フェイント
feint,en,Feint
feint,fr,Ruse
feint,it,Fintoattacco
feint,de,Offenlegung
feint,es,Amago
feint,ko,페인트
feint,zh-simp,佯攻
feint,zh-trad,佯攻
feint-attack,jp-kana,だましうち
feint-attack,jp-kanji,だましうち
feint-attack,en,Feint Attack
feint-attack,fr,Feinte
feint-attack,it,Finta
feint-attack,de,Finte
feint-attack,es,Finta
feint-attack,ko,속여때리기
feint-attack,zh-simp,出奇一击
feint-attack,zh-trad,出奇一擊
fell-stinger,jp-kana,とどめばり
fell-stinger,jp-kanji,とどめばり
fell-stinger,en,Fell Stinger
fell-stinger,fr,Dard Mortel
fell-stinger,it,Pungiglione
fell-stinger,de,Stachelfinale
fell-stinger,es,Aguijón Letal
fell-stinger,ko,마지막일침
fell-stinger,zh-simp,致命针刺
fell-stinger,zh-trad,致命針刺
fickle-beam,jp-kana,きまぐレーザー
fickle-beam,jp-kanji,きまぐレーザー
fickle-beam,en,Fickle Beam
fickle-beam,fr,Laser Hasard
fickle-beam,it,Irregolaser
fickle-beam,de,Launenlaser
fickle-beam,es,Láser Veleidoso
fickle-beam,ko,변덕레이저
fickle-beam,zh-simp,随机光
fickle-beam,zh-trad,隨機光
fiery-dance,jp-kana,ほのおのまい
fiery-dance,jp-kanji,ほのおのまい
fiery-dance,en,Fiery Dance
fiery-dance,fr,Danse du Feu
fiery-dance,it,Voldifuoco
fiery-dance,de,Feuerreigen
fiery-dance,es,Danza Llama
fiery-dance,ko,불꽃춤
fiery-dance,zh-simp,火之舞
fiery-dance,zh-trad,火之舞
fiery-wrath,jp-kana,もえあがるいかり
fiery-wrath,jp-kanji,もえあがるいかり
fiery-wrath,en,Fiery Wrath
fiery-wrath,fr,Fureur Ardente
fiery-wrath,it,Furia Ardente
fiery-wrath,de,Brennender Zorn
fiery-wrath,es,Furia Candente
fiery-wrath,ko,타오르는분노
fiery-wrath,zh-simp,怒火中烧
fiery-wrath,zh-trad,怒火中燒
fillet-away,jp-kana,みをけずる
fillet-away,jp-kanji,みをけずる
fillet-away,en,Fillet Away
fillet-away,fr,Décharnement
fillet-away,it,Alleggerimento
fillet-away,de,Abspaltung
fillet-away,es,Deslome
fillet-away,ko,제살깎기
fillet-away,zh-simp,甩肉
fillet-away,zh-trad,甩肉
final-gambit,jp-kana,いのちがけ
final-gambit,jp-kanji,いのちがけ
final-gambit,en,Final Gambit
final-gambit,fr,Tout ou Rien
final-gambit,it,Azzardo
final-gambit,de,Wagemut
final-gambit,es,Sacrificio
final-gambit,ko,목숨걸기
final-gambit,zh-simp,搏命
final-gambit,zh-trad,搏命
fire-blast,jp-kana,だいもんじ
fire-blast,jp-kanji,だいもんじ
fire-blast,en,Fire Blast
fire-blast,fr,Déflagration
fire-blast,it,Fuocobomba
fire-blast,de,Feuersturm
fire-blast,es,Llamarada
